year,n_up,n_down,mean_up_15m,mean_down_15m,diff_15m,mean_up_30m,mean_down_30m,diff_30m,mean_up_1h,mean_down_1h,diff_1h,mean_up_2h,mean_down_2h,diff_2h,mean_up_4h,mean_down_4h,diff_4h
2018,497,625,6.545479650627766e-05,-0.00015540091758703626,0.0002208557140933139,0.00014872868617961531,-0.0003277308022019639,0.00047645948838157925,-0.0002632115386105171,0.0003870531467536523,-0.0006502646853641694,-0.00041554030082599887,0.0007479008135130783,-0.0011634411143390771,-0.001730432311276593,0.00042995163349910607,-0.002160383944775699
2019,992,1071,0.0005297847440975926,0.00014498456759263724,0.0003848001765049554,0.0006515673734301379,0.0004283350409423402,0.00022323233248779768,0.0009620217052926694,0.0010238831408410714,-6.1861435548402e-05,0.0004036785009862264,0.0027544960975807724,-0.002350817596594546,0.0017199309381222393,0.0028507917460791165,-0.0011308608079568772
2020,1067,1179,-0.0002768025728585207,0.00021932157729601394,-0.0004961241501545347,-0.0003968642356474909,0.0006411626685528987,-0.0010380269042003895,-0.0008258378580819894,0.0015469433308415426,-0.0023727811889235322,-0.0010623337035747895,0.0016513247411915565,-0.002713658444766346,-0.0006304814744283569,0.0010542657973317809,-0.0016847472717601377
2021,2526,2636,0.00021106494668786627,0.00016517333334351548,4.5891613344350784e-05,0.0001985252543256497,0.000542567407482277,-0.00034404215315662727,0.0005375527535445934,0.0008135434954365159,-0.0002759907418919225,0.00040984210512196484,0.0016371616760643684,-0.0012273195709424035,-2.425561481409361e-05,0.0039011303709463557,-0.003925385985760449
2022,1079,1391,0.00024135091394190326,-0.00026446564990119896,0.0005058165638431023,0.00032114681950643517,-8.014548878804107e-05,0.00040129230829447624,0.00014009450192278047,-0.0002269031084694326,0.0003669976103922131,-0.0008121286417121004,-0.0006253484855828291,-0.0001867801561292713,-0.002614170079437698,-0.0012237534712294417,-0.0013904166082082563
2023,550,424,8.67709877344454e-05,0.00016337964464274712,-7.660865690830173e-05,0.00020831227174738197,0.00028738791391594244,-7.907564216856047e-05,0.0006156520248625923,0.0009029157656371208,-0.0002872637407745285,0.0021051566097377294,0.0018325177664254126,0.00027263884331231686,0.0033975187649570252,0.002989858971374005,0.00040765979358302036
2024,1014,1076,0.000426928725729216,-3.714911767044243e-05,0.00046407784339965846,0.000532670261428557,0.0001255524896218351,0.00040711777180672197,0.0004024818902715592,0.0005524684672842772,-0.000149986577012718,0.0007370074997018091,0.0013052101060465453,-0.0005682026063447361,0.0014666846792618703,0.001980244808569402,-0.0005135601293075316
2025,623,856,0.000164693524974893,-0.00010985281087092451,0.0002745463358458175,0.0002214126301786904,6.209333424330835e-05,0.00015931929593538205,0.0005979453976710311,0.00021111889928666826,0.0003868264983843628,0.0008850302244099768,-0.00045835996607948494,0.0013433901904894617,0.0007327696168762089,-0.0002844126996978525,0.0010171823165740614
2026,480,572,8.310200562464306e-05,4.711194738754781e-05,3.5990058237095253e-05,0.00019639076770384308,0.00011803969660685674,7.835107109698634e-05,0.0003461229209386925,0.00035803627363702157,-1.1913352698329045e-05,0.00041024398993294207,0.0005010919499005414,-9.084795996759936e-05,-0.0003228302735518515,0.0013040020026717925,-0.0016268322762236441
