state,regime,horizon,n,mean_ret,median_ret,std_ret,p_positive,fold_id
0,Downtrend / High-Vol,30m,12,0.00193195881009256,-0.0029507665273476036,0.011470830215697378,0.4166666666666667,0
0,Downtrend / High-Vol,1h,12,0.0011039863000439354,-0.002015891306412776,0.013280573805356822,0.3333333333333333,0
0,Downtrend / High-Vol,2h,12,0.0008584101403418624,0.0037606977295672195,0.016621656557944023,0.5833333333333334,0
0,Downtrend / High-Vol,4h,12,0.013554704949755525,0.019434689287421314,0.016405192585214168,0.6666666666666666,0
0,Downtrend / High-Vol,8h,12,0.004186167413362381,0.0015653754670221787,0.021248212741551312,0.5833333333333334,0
1,Ranging / Mid-Vol,30m,591,-0.0003465343235771239,0.00015055328359991904,0.008732662869997099,0.505922165820643,0
1,Ranging / Mid-Vol,1h,591,-0.0007588758904780729,-0.0001156537328537155,0.012741435623779806,0.49746192893401014,0
1,Ranging / Mid-Vol,2h,591,-0.0009429648914787174,0.00018316695719278187,0.017441458253628687,0.5076142131979695,0
1,Ranging / Mid-Vol,4h,589,-0.002542828981810592,0.0003337616826506462,0.024369826253178024,0.5059422750424448,0
1,Ranging / Mid-Vol,8h,585,-0.005899006960223453,-0.0031624989446559226,0.03234150693400745,0.4478632478632479,0
2,Uptrend / High-Vol,30m,83,0.0005972663675424181,-0.00010219500275354676,0.01039275728762621,0.4939759036144578,0
2,Uptrend / High-Vol,1h,83,0.00033896306999651733,-0.0003448898946718515,0.013351020587068677,0.4939759036144578,0
2,Uptrend / High-Vol,2h,83,0.0008670019592721548,0.0007663366053289877,0.017792320759490794,0.5421686746987951,0
2,Uptrend / High-Vol,4h,83,-0.0014674288370040466,-0.0011731179617804344,0.022456292877656457,0.46987951807228917,0
2,Uptrend / High-Vol,8h,83,-0.0008158077571376509,0.0007037786612471564,0.029907411512940484,0.5060240963855421,0
3,Ranging / Low-Vol,30m,466,-0.00025796703466839105,-1.4721836463671423e-05,0.007792615372992813,0.4978540772532189,0
3,Ranging / Low-Vol,1h,465,-0.0006789817432553537,-0.00044429560900560716,0.011309826547653758,0.4731182795698925,0
3,Ranging / Low-Vol,2h,463,-0.0015877136595073265,-0.0006064922904887027,0.016400460388953344,0.4794816414686825,0
3,Ranging / Low-Vol,4h,462,-0.003041147812387865,-0.0004426138871016505,0.023047713416949684,0.48917748917748916,0
3,Ranging / Low-Vol,8h,458,-0.0067816431600909695,-0.0032325215765389714,0.029986313976439215,0.4366812227074236,0
4,Downtrend / High-Vol,30m,254,-0.0007431993035160751,-0.0006753364217235713,0.010403069737135071,0.46062992125984253,0
4,Downtrend / High-Vol,1h,254,-0.0004948194036150664,0.0003762302754353186,0.013861227446101883,0.515748031496063,0
4,Downtrend / High-Vol,2h,254,-0.0011742168918382249,-0.0003568491022969411,0.017695563837500622,0.4881889763779528,0
4,Downtrend / High-Vol,4h,253,-0.0005132604995870439,-0.0009967246546640496,0.02372798591460685,0.48616600790513836,0
4,Downtrend / High-Vol,8h,253,0.00215008481224465,0.0012262797919948554,0.0354422215611595,0.5177865612648221,0
5,Ranging / Low-Vol,30m,81,0.0004889435771423767,0.00017646020867978507,0.005129136711075149,0.5308641975308642,0
5,Ranging / Low-Vol,1h,81,0.00045580978241605897,0.0005343780569706524,0.009003285766235049,0.5679012345679012,0
5,Ranging / Low-Vol,2h,81,-0.0013687470660012093,-0.0009018467636785488,0.014194569559103929,0.4567901234567901,0
5,Ranging / Low-Vol,4h,81,-0.002938281935427849,-0.0020261309026956553,0.018051867636332333,0.41975308641975306,0
5,Ranging / Low-Vol,8h,81,-0.0038736944007770756,-0.0038036657522724227,0.023398835249098512,0.43209876543209874,0
0,Downtrend / Mid-Vol,30m,105,0.000628333006222854,0.0010595513111510968,0.008891129232953265,0.5619047619047619,1
0,Downtrend / Mid-Vol,1h,105,0.0013722460077178632,-0.0001226918595502724,0.011057986022143074,0.4857142857142857,1
0,Downtrend / Mid-Vol,2h,105,0.002921011646249992,0.0018117438868276992,0.01381343697318572,0.6,1
0,Downtrend / Mid-Vol,4h,105,0.005073849116144979,0.0024568283038366445,0.024181040034491293,0.5904761904761905,1
0,Downtrend / Mid-Vol,8h,105,0.0029000292388625987,-0.0007059957516730719,0.028977852556645017,0.47619047619047616,1
1,Ranging / High-Vol,30m,13,0.001330693715673147,0.001882826141569538,0.004931566048090755,0.6923076923076923,1
1,Ranging / High-Vol,1h,13,0.0018876844930434144,0.0013279651594828579,0.007020525303796262,0.6923076923076923,1
1,Ranging / High-Vol,2h,13,0.0022041147620767056,0.004938691711419807,0.008045486945866553,0.6153846153846154,1
1,Ranging / High-Vol,4h,13,0.000804399553828033,0.006170524160889812,0.014991793006993132,0.6923076923076923,1
1,Ranging / High-Vol,8h,13,-0.005528300045154648,-0.016360298213188074,0.03232724646952562,0.46153846153846156,1
2,Uptrend / Mid-Vol,30m,73,0.00027095474527150413,9.999711284258694e-05,0.004766511632832309,0.5205479452054794,1
2,Uptrend / Mid-Vol,1h,73,0.0003817475327747992,0.0002957458714423211,0.006226461469903023,0.547945205479452,1
2,Uptrend / Mid-Vol,2h,73,0.0012845990952237822,0.0007040847543109408,0.008234576010548859,0.5342465753424658,1
2,Uptrend / Mid-Vol,4h,73,0.0014480760852126906,0.0007166907542632828,0.010981262838405743,0.5342465753424658,1
2,Uptrend / Mid-Vol,8h,73,0.001691901780974496,0.0021606970425587235,0.013908722702880521,0.589041095890411,1
3,Downtrend / High-Vol,30m,10,0.0014090036112794023,0.000517699037844821,0.007597920317459203,0.6,1
3,Downtrend / High-Vol,1h,10,0.0010252216881562858,0.0003182853529519747,0.008036418864562238,0.5,1
3,Downtrend / High-Vol,2h,10,-0.0012126788218555617,-0.002081579222673824,0.009598337867301637,0.4,1
3,Downtrend / High-Vol,4h,10,0.002712680470056128,0.0005066437525682588,0.010773192098326397,0.6,1
3,Downtrend / High-Vol,8h,10,0.016630702624390103,0.01770569368130026,0.011148776255855164,1.0,1
4,Ranging / Low-Vol,30m,583,0.00042326856085358826,0.0002243069909386719,0.006447978125216374,0.5231560891938251,1
4,Ranging / Low-Vol,1h,583,0.00046641409164581465,0.00044656893174988,0.00926103419565969,0.5368782161234992,1
4,Ranging / Low-Vol,2h,582,0.0006198095785552625,0.0005393577418564277,0.012975965101425423,0.5309278350515464,1
4,Ranging / Low-Vol,4h,580,0.0016927140677149997,0.002192362809120496,0.016439217373084423,0.5844827586206897,1
