seed,ll,error,runtime_s,converged,n_iter_run,warnings,model,fold_id
42,-849192.5070834403,,19.12084698677063,True,48,[],5m_hmm4,0
44,-849192.504388486,,19.316407680511475,True,51,[],5m_hmm4,0
45,-849192.5044738341,,21.369030237197876,True,61,[],5m_hmm4,0
46,-849192.5042337324,,23.864870309829712,True,75,[],5m_hmm4,0
43,-849193.7339134165,,26.95012879371643,True,100,[],5m_hmm4,0
42,-1025929.1907731035,,21.132320642471313,True,47,[],5m_hmm4,1
44,-1025929.1861531392,,21.452507495880127,True,51,[],5m_hmm4,1
46,-1025929.1887912442,,21.587599754333496,True,50,[],5m_hmm4,1
43,-1025929.191021099,,23.72265338897705,True,59,[],5m_hmm4,1
45,-1025929.1878567294,,24.051348447799683,True,63,[],5m_hmm4,1
46,-1181779.2295599824,,21.292198419570923,True,45,[],5m_hmm4,2
45,-1181779.2311841992,,21.554641246795654,True,45,[],5m_hmm4,2
42,-1181785.2240522765,,22.593162536621094,True,45,[],5m_hmm4,2
43,-1181779.2276642208,,22.77830934524536,True,46,[],5m_hmm4,2
44,-1181779.2276274178,,23.652952194213867,True,51,[],5m_hmm4,2
42,-1335620.135879457,,23.438604831695557,True,49,[],5m_hmm4,3
46,-1335620.135550929,,24.36085557937622,True,50,[],5m_hmm4,3
45,-1335620.137962155,,24.71206545829773,True,49,[],5m_hmm4,3
44,-1335620.1341467225,,25.216342449188232,True,50,[],5m_hmm4,3
43,-1335620.1304137686,,25.880943059921265,True,55,[],5m_hmm4,3
42,-1472450.5057382851,,21.718074321746826,True,47,[],5m_hmm4,4
44,-1472450.5055344414,,22.13633966445923,True,44,[],5m_hmm4,4
45,-1472450.505795504,,22.691675901412964,True,48,[],5m_hmm4,4
46,-1472450.5075557136,,24.428147315979004,True,54,[],5m_hmm4,4
43,-1472450.5067083163,,24.82540535926819,True,58,[],5m_hmm4,4
42,-1609432.9394762663,,25.832351446151733,True,49,[],5m_hmm4,5
46,-1609432.9399407152,,28.701691150665283,True,55,[],5m_hmm4,5
45,-1609432.9430129684,,30.56731367111206,True,60,[],5m_hmm4,5
43,-1609432.942197443,,31.13679790496826,True,64,[],5m_hmm4,5
44,-1609432.942178287,,32.103655099868774,True,67,[],5m_hmm4,5
44,-1760669.7486867378,,24.91336941719055,True,44,[],5m_hmm4,6
