seed,ll,error,runtime_s,converged,n_iter_run,warnings,model,fold_id
44,-896985.23659145,,13.376606225967407,True,24,[],30m_hmm4,44
42,-896991.3662066105,,15.609414339065552,True,36,[],30m_hmm4,44
43,-896991.6693660276,,23.435056447982788,True,64,[],30m_hmm4,44
45,-1149981.9453605772,,24.586272716522217,True,72,[],30m_hmm4,44
43,-1176134.9633338042,,21.246345281600952,True,55,[],30m_hmm4,45
46,-1176134.9637037145,,22.221058130264282,True,53,[],30m_hmm4,45
42,-922902.7961933083,,22.392049074172974,True,57,[],30m_hmm4,45
45,-915646.3150466484,,23.154581308364868,True,54,[],30m_hmm4,45
44,-922902.7955742487,,23.745596647262573,True,58,[],30m_hmm4,45
42,-934259.4634496216,,9.772620677947998,True,19,[],30m_hmm4,46
44,-934271.0285315645,,11.140823364257812,True,22,[],30m_hmm4,46
45,-934279.6851720316,,17.818578958511353,True,43,[],30m_hmm4,46
43,-934279.7001724262,,18.764846563339233,True,50,[],30m_hmm4,46
46,-1202546.8824149212,,19.779367208480835,True,54,[],30m_hmm4,46
44,-953856.707509579,,12.554266214370728,True,24,[],30m_hmm4,47
43,-953854.5868953632,,13.32028603553772,True,23,[],30m_hmm4,47
45,-1228858.3819986475,,21.341723680496216,True,52,[],30m_hmm4,47
46,-1228858.3784762018,,21.333210945129395,True,52,[],30m_hmm4,47
42,-1228858.382595808,,21.70420241355896,True,53,[],30m_hmm4,47
44,-972103.2546992318,,10.099120616912842,True,19,[],30m_hmm4,48
46,-972093.4294693551,,10.384975910186768,True,19,[],30m_hmm4,48
45,-972084.9343230154,,10.529078483581543,True,20,[],30m_hmm4,48
42,-972079.310539393,,11.446318864822388,True,22,[],30m_hmm4,48
43,-981220.2283661317,,19.590172290802002,True,59,[],30m_hmm4,48
45,-990289.1101480168,,13.29404354095459,True,20,[],30m_hmm4,49
44,-990291.9320969704,,16.08255171775818,True,20,[],30m_hmm4,49
42,-990285.4284952105,,17.873595714569092,True,20,[],30m_hmm4,49
