seed,ll,error,runtime_s,converged,n_iter_run,warnings,model,fold_id
46,-503424.84348774754,,18.8655104637146,True,88,[],30m_hmm6,19
42,-503423.90621598903,,20.666123151779175,True,100,[],30m_hmm6,19
45,-503423.90572601376,,20.87225914001465,True,100,[],30m_hmm6,19
43,-422083.17807750043,,9.296904563903809,True,32,[],30m_hmm6,20
45,-418857.4374192049,,9.47275447845459,True,33,[],30m_hmm6,20
42,-421927.13543551706,,14.776217937469482,True,61,[],30m_hmm6,20
44,-522171.5131089099,,20.149620294570923,True,97,[],30m_hmm6,20
46,-522074.8919276246,,20.602638959884644,True,100,[],30m_hmm6,20
46,-432302.56514920073,,10.575345754623413,True,35,[],30m_hmm6,21
43,-434626.1541401103,,11.220921993255615,True,38,[],30m_hmm6,21
42,-432302.3948591472,,12.627811193466187,True,44,[],30m_hmm6,21
44,-539825.167265451,,19.056127786636353,True,86,[],30m_hmm6,21
45,-539827.8623473096,,20.837724447250366,True,100,[],30m_hmm6,21
45,-445905.469190393,,9.76961636543274,True,32,[],30m_hmm6,22
43,-445907.20735137764,,11.23694658279419,True,36,[],30m_hmm6,22
46,-447497.4396375405,,11.423532962799072,True,40,[],30m_hmm6,22
42,-447508.7806424513,,18.7983558177948,True,79,[],30m_hmm6,22
44,-558200.2724026168,,21.37467646598816,True,100,[],30m_hmm6,22
42,-463152.7037163745,,12.187679290771484,True,38,[],30m_hmm6,23
46,-462064.2859709424,,13.06557846069336,True,41,[],30m_hmm6,23
43,-463148.7220448955,,16.169285774230957,True,55,[],30m_hmm6,23
44,-579573.7007251314,,23.079821348190308,True,100,[],30m_hmm6,23
45,-579558.7784026975,,23.184065341949463,True,100,[],30m_hmm6,23
46,-476496.4271065032,,4.850098609924316,True,10,[],30m_hmm6,24
43,-598267.7099147501,,19.01892614364624,True,70,[],30m_hmm6,24
45,-598289.4034723913,,25.318318843841553,True,100,[],30m_hmm6,24
44,-598349.925961946,,26.058665990829468,True,100,[],30m_hmm6,24
42,-598337.6664695431,,26.146270513534546,True,100,[],30m_hmm6,24
43,-479589.99095311336,,11.5323805809021,True,31,[],30m_hmm6,25
42,-479589.96526580595,,11.870771169662476,True,34,[],30m_hmm6,25
44,-480109.34388606466,,12.941645860671997,True,39,[],30m_hmm6,25
46,-480108.86450417765,,14.077086687088013,True,44,[],30m_hmm6,25
45,-606167.4998999723,,22.9607253074646,True,100,[],30m_hmm6,25
43,-496068.61703066085,,15.043357133865356,True,39,[],30m_hmm6,26
44,-627869.8408878561,,28.87987756729126,True,87,[],30m_hmm6,26
42,-627870.2231203072,,30.290958881378174,True,100,[],30m_hmm6,26
45,-627870.2658160946,,31.662768125534058,True,100,[],30m_hmm6,26
46,-496025.2613557474,,32.119240283966064,True,100,[],30m_hmm6,26
44,-651536.2609200081,,22.696592330932617,True,62,[],30m_hmm6,27
42,-513209.22098571016,,28.73127770423889,True,83,[],30m_hmm6,27
45,-513209.2295298397,,29.892431020736694,True,83,[],30m_hmm6,27
46,-651536.2686606987,,32.802642583847046,True,100,[],30m_hmm6,27
43,-513161.6481221543,,32.9627890586853,True,100,[],30m_hmm6,27
43,-524752.8496464107,,13.644906282424927,True,33,[],30m_hmm6,28
42,-524753.6234388632,,14.268972396850586,True,35,[],30m_hmm6,28
44,-524083.8698500404,,26.60828995704651,True,90,[],30m_hmm6,28
45,-524083.8639569455,,27.74552893638611,True,92,[],30m_hmm6,28
46,-667224.1254155154,,28.002325534820557,True,100,[],30m_hmm6,28
42,-681282.7219613659,,33.644694089889526,True,100,[],30m_hmm6,29
46,-681239.0374593169,,33.92232871055603,True,100,[],30m_hmm6,29
45,-681239.181008908,,34.099112033843994,True,100,[],30m_hmm6,29
43,-534885.5378680066,,34.464781522750854,True,100,[],30m_hmm6,29
44,-534893.746208764,,34.95569825172424,True,100,[],30m_hmm6,29
43,-548747.3613624229,,22.65939974784851,True,54,[],30m_hmm6,30
45,-548254.7922314215,,34.61014938354492,True,100,[],30m_hmm6,30
46,-548251.448760594,,35.0198769569397,True,100,[],30m_hmm6,30
42,-700787.4524618704,,35.531097173690796,True,100,[],30m_hmm6,30
44,-548191.7280562633,,35.64254713058472,True,100,[],30m_hmm6,30
43,-563366.9574470051,,12.193589448928833,True,28,[],30m_hmm6,31
46,-720278.2403260835,,30.846360445022583,True,94,[],30m_hmm6,31
44,-720280.640354689,,32.18713426589966,True,100,[],30m_hmm6,31
42,-562173.4576310369,,33.357696294784546,True,100,[],30m_hmm6,31
45,-562174.0949224831,,33.78404998779297,True,100,[],30m_hmm6,31
42,-576047.3749113977,,17.906095504760742,True,44,[],30m_hmm6,32
46,-737844.8754445876,,33.710805892944336,True,95,[],30m_hmm6,32
43,-574774.0887426216,,35.43777370452881,True,100,[],30m_hmm6,32
44,-574773.8465020998,,35.63351368904114,True,100,[],30m_hmm6,32
45,-574723.2722054119,,36.51353979110718,True,100,[],30m_hmm6,32
43,-595553.6003558562,,22.229562282562256,True,53,[],30m_hmm6,33
42,-762737.3408004906,,35.731107234954834,True,100,[],30m_hmm6,33
44,-762731.2756494813,,35.95264196395874,True,100,[],30m_hmm6,33
46,-762773.9098134035,,36.45863962173462,True,100,[],30m_hmm6,33
45,-594388.9940414258,,37.910027742385864,True,100,[],30m_hmm6,33
43,-788159.1231956263,,28.353749752044678,True,69,[],30m_hmm6,34
44,-788201.1994072779,,37.923067808151245,True,100,[],30m_hmm6,34
42,-788160.1691019272,,38.15633726119995,True,100,[],30m_hmm6,34
46,-614554.1622616614,,39.1296706199646,True,100,[],30m_hmm6,34
45,-614554.1702777778,,40.2725305557251,True,100,[],30m_hmm6,34
44,-637061.0948288529,,36.890897274017334,True,89,[],30m_hmm6,35
46,-637141.1975323856,,38.61845374107361,True,94,[],30m_hmm6,35
42,-812812.7697151386,,39.06115770339966,True,100,[],30m_hmm6,35
45,-812803.1658901585,,39.26188659667969,True,100,[],30m_hmm6,35
43,-637061.1021893166,,39.921340465545654,True,100,[],30m_hmm6,35
44,-658439.6508203673,,15.752300024032593,True,31,[],30m_hmm6,36
43,-659674.852829461,,26.482599020004272,True,65,[],30m_hmm6,36
42,-658782.7761987015,,32.62229371070862,True,85,[],30m_hmm6,36
46,-837359.1377939872,,35.55893921852112,True,100,[],30m_hmm6,36
45,-658700.6156716928,,36.535300493240356,True,100,[],30m_hmm6,36
44,-682634.5178531497,,34.45787978172302,True,79,[],30m_hmm6,37
46,-682634.8491480551,,40.888869285583496,True,100,[],30m_hmm6,37
42,-682634.5227625924,,41.14119577407837,True,96,[],30m_hmm6,37
45,-682634.5161970028,,41.65520477294922,True,98,[],30m_hmm6,37
43,-682634.5230281617,,42.521639347076416,True,100,[],30m_hmm6,37
43,-889254.4829197911,,33.82777190208435,True,81,[],30m_hmm6,38
44,-700854.2321398767,,35.357348918914795,True,80,[],30m_hmm6,38
45,-900016.0039433489,,39.50346827507019,True,100,[],30m_hmm6,38
46,-700854.2448672786,,39.883819341659546,True,97,[],30m_hmm6,38
42,-700854.8536218108,,41.02264356613159,True,100,[],30m_hmm6,38
46,-722130.5698663513,,33.87057375907898,True,76,[],30m_hmm6,39
45,-913781.8316034217,,37.287604570388794,True,89,[],30m_hmm6,39
42,-722130.5705930992,,37.49171757698059,True,85,[],30m_hmm6,39
44,-722130.575627874,,39.77471566200256,True,96,[],30m_hmm6,39
43,-722130.6327263992,,41.5855598449707,True,100,[],30m_hmm6,39
44,-743490.4684684257,,14.87091326713562,True,28,[],30m_hmm6,40
46,-746345.576441216,,33.633511781692505,True,79,[],30m_hmm6,40
45,-746345.5788748688,,36.94479298591614,True,90,[],30m_hmm6,40
43,-746345.5743910015,,37.279234170913696,True,92,[],30m_hmm6,40
42,-941772.0709361583,,38.178566694259644,True,100,[],30m_hmm6,40
45,-762050.7293259205,,20.396181344985962,True,38,[],30m_hmm6,41
43,-764885.1288357776,,31.788004398345947,True,70,[],30m_hmm6,41
44,-764885.131006163,,35.56992220878601,True,80,[],30m_hmm6,41
42,-764885.1290488029,,36.01658272743225,True,81,[],30m_hmm6,41
46,-764885.1295937343,,36.59274077415466,True,86,[],30m_hmm6,41
44,-781354.836618658,,21.481634855270386,True,39,[],30m_hmm6,42
42,-784172.7035410444,,34.46150755882263,True,74,[],30m_hmm6,42
45,-992742.3885770915,,35.483047008514404,True,83,[],30m_hmm6,42
46,-992864.5872311329,,40.3116021156311,True,100,[],30m_hmm6,42
43,-1014299.9675227862,,40.89828443527222,True,100,[],30m_hmm6,42
45,-801610.5888302758,,27.084710597991943,True,51,[],30m_hmm6,43
46,-801611.1013293485,,28.14286470413208,True,54,[],30m_hmm6,43
42,-801611.3928926887,,29.839597940444946,True,61,[],30m_hmm6,43
43,-1016066.4673907877,,36.30261278152466,True,79,[],30m_hmm6,43
44,-1016068.0153738227,,40.888410329818726,True,100,[],30m_hmm6,43
46,-817523.0757971623,,18.805017709732056,True,35,[],30m_hmm6,44
45,-820026.7482698001,,24.574092388153076,True,51,[],30m_hmm6,44
42,-820027.8131267839,,25.79075789451599,True,57,[],30m_hmm6,44
43,-1041303.9086987167,,33.64317512512207,True,84,[],30m_hmm6,44
44,-1041308.2052581323,,37.915597915649414,True,100,[],30m_hmm6,44
46,-836528.194152105,,26.091712713241577,True,49,[],30m_hmm6,45
45,-838115.2056504969,,27.615195751190186,True,53,[],30m_hmm6,45
43,-1066027.2516464768,,34.13020205497742,True,78,[],30m_hmm6,45
42,-1066018.0677593134,,41.77415919303894,True,100,[],30m_hmm6,45
44,-1066016.707480329,,42.06071352958679,True,100,[],30m_hmm6,45
44,-855726.1309785411,,28.061649560928345,True,49,[],30m_hmm6,46
43,-855725.9626698735,,30.131571531295776,True,53,[],30m_hmm6,46
46,-1090292.287008665,,36.25085735321045,True,75,[],30m_hmm6,46
42,-1090334.0996514144,,43.996713161468506,True,100,[],30m_hmm6,46
45,-1090313.6823415924,,44.40734577178955,True,100,[],30m_hmm6,46
45,-874235.8457232538,,23.186474800109863,True,39,[],30m_hmm6,47
43,-874232.8906864763,,23.4105167388916,True,40,[],30m_hmm6,47
46,-874230.804421085,,23.406574487686157,True,40,[],30m_hmm6,47
42,-1114904.38294908,,40.858819007873535,True,96,[],30m_hmm6,47
44,-1114907.6715085541,,41.23737096786499,True,100,[],30m_hmm6,47
43,-889174.725953791,,18.74082088470459,True,29,[],30m_hmm6,48
46,-890991.6909757211,,24.63122868537903,True,44,[],30m_hmm6,48
44,-890990.8983271052,,25.55821394920349,True,45,[],30m_hmm6,48
45,-890031.1597751818,,25.83134150505066,True,46,[],30m_hmm6,48
42,-890992.205698418,,26.572357654571533,True,51,[],30m_hmm6,48
43,-906386.1897401719,,19.34147000312805,True,29,[],30m_hmm6,49
46,-908084.8321662077,,24.146610021591187,True,39,[],30m_hmm6,49
45,-908088.58651178,,25.838345289230347,True,44,[],30m_hmm6,49
44,-908088.9294828257,,27.674813747406006,True,50,[],30m_hmm6,49
42,-1160554.808616674,,41.65019130706787,True,100,[],30m_hmm6,49
43,-923722.1938584931,,29.11666965484619,True,50,[],30m_hmm6,50
44,-923722.1948301167,,33.981302976608276,True,58,[],30m_hmm6,50
42,-1181676.3504969697,,35.11178708076477,True,65,[],30m_hmm6,50
45,-1181676.353912591,,41.68338108062744,True,81,[],30m_hmm6,50
46,-1181676.3493637077,,41.78522872924805,True,83,[],30m_hmm6,50
43,-941544.1968238385,,27.161859035491943,True,44,[],30m_hmm6,51
44,-941544.8046483273,,31.979172945022583,True,52,[],30m_hmm6,51
46,-1205995.8626414295,,39.89361619949341,True,77,[],30m_hmm6,51
42,-1205995.863289321,,41.749820709228516,True,80,[],30m_hmm6,51
45,-1205995.8619312358,,46.43565630912781,True,96,[],30m_hmm6,51
46,-961091.15406664,,20.93461298942566,True,31,[],30m_hmm6,52
43,-961094.8982588165,,24.36898446083069,True,38,[],30m_hmm6,52
44,-1229666.3133006252,,39.135295391082764,True,77,[],30m_hmm6,52
42,-1229666.3150330612,,39.7501904964447,True,78,[],30m_hmm6,52
45,-1229666.4019357914,,46.84161138534546,True,100,[],30m_hmm6,52
44,-979722.9761426307,,20.40236234664917,True,28,[],30m_hmm6,53
46,-979725.451865756,,22.139918327331543,True,33,[],30m_hmm6,53
45,-981522.1776242151,,26.6155846118927,True,43,[],30m_hmm6,53
43,-981526.3788801553,,28.883757829666138,True,51,[],30m_hmm6,53
42,-945407.4191722709,,36.230754375457764,True,71,[],30m_hmm6,53
46,-997759.0034688241,,26.55502414703369,True,42,[],30m_hmm6,54
45,-996549.1170927156,,30.227542638778687,True,47,[],30m_hmm6,54
43,-997763.7052810937,,34.48343348503113,True,55,[],30m_hmm6,54
44,-1278887.0172027305,,42.329718351364136,True,81,[],30m_hmm6,54
42,-1278887.064598381,,49.778260469436646,True,100,[],30m_hmm6,54
46,-1014910.4378337731,,25.066807746887207,True,34,[],30m_hmm6,55
44,-1014913.9730195483,,29.041444301605225,True,44,[],30m_hmm6,55
42,-1014914.4880878929,,30.35728907585144,True,49,[],30m_hmm6,55
43,-1301627.2289299008,,42.990076541900635,True,81,[],30m_hmm6,55
45,-1301627.2298400006,,44.3855504989624,True,83,[],30m_hmm6,55
45,-1028777.8636138893,,27.02406668663025,True,42,[],30m_hmm6,56
44,-1028778.5101263523,,28.465396404266357,True,41,[],30m_hmm6,56
43,-1028384.5910222181,,31.180420875549316,True,48,[],30m_hmm6,56
42,-1028782.2516448381,,34.862977743148804,True,62,[],30m_hmm6,56
46,-1320109.402215177,,45.94081711769104,True,95,[],30m_hmm6,56
44,-1043170.0681591763,,34.19505429267883,True,49,[],30m_hmm6,57
43,-1043170.1552142982,,35.7493634223938,True,55,[],30m_hmm6,57
45,-1339079.724657602,,47.268725872039795,True,82,[],30m_hmm6,57
46,-1339079.725304501,,53.58386969566345,True,97,[],30m_hmm6,57
42,-1339080.8885312073,,53.61688160896301,True,100,[],30m_hmm6,57
44,-1052206.3520922568,,21.731674194335938,True,29,[],30m_hmm6,58
43,-1055815.9322729073,,33.36852502822876,True,54,[],30m_hmm6,58
45,-1055815.9861049918,,34.280726194381714,True,57,[],30m_hmm6,58
46,-1354135.8286749057,,39.879305362701416,True,74,[],30m_hmm6,58
42,-1039479.329472253,,49.635677337646484,True,96,[],30m_hmm6,58
42,-1070451.8824175003,,26.33781862258911,True,38,[],30m_hmm6,59
43,-1070452.943047584,,28.15628957748413,True,40,[],30m_hmm6,59
46,-1070454.1481932304,,34.15957164764404,True,54,[],30m_hmm6,59
45,-1070453.4574865876,,34.932353019714355,True,56,[],30m_hmm6,59
44,-1070454.1974613876,,39.31223154067993,True,66,[],30m_hmm6,59
45,-1084275.409992096,,41.215434074401855,True,55,[],30m_hmm6,60
44,-1084275.5664807376,,42.97170448303223,True,57,[],30m_hmm6,60
43,-1084275.5694583452,,49.22378849983215,True,71,[],30m_hmm6,60
46,-1391623.2573216343,,58.87629771232605,True,96,[],30m_hmm6,60
42,-1066568.1349327818,,64.02289485931396,True,100,[],30m_hmm6,60
46,-1100384.0224745702,,37.57526779174805,True,49,[],30m_hmm6,61
44,-1095823.8267069936,,37.979424238204956,True,45,[],30m_hmm6,61
45,-1100383.9929966812,,40.62296414375305,True,52,[],30m_hmm6,61
42,-1413524.7406391632,,45.048537492752075,True,66,[],30m_hmm6,61
43,-1100384.34169615,,45.5459520816803,True,64,[],30m_hmm6,61
43,-1108730.2473185419,,24.46820592880249,True,28,[],30m_hmm6,62
44,-1115410.5433323085,,37.20549011230469,True,49,[],30m_hmm6,62
46,-1431277.0665118124,,47.20009088516235,True,69,[],30m_hmm6,62
45,-1431277.109470673,,52.36723351478577,True,80,[],30m_hmm6,62
42,-1452929.4235857383,,57.95826196670532,True,100,[],30m_hmm6,62
46,-1126626.6410677682,,48.22884964942932,True,65,[],30m_hmm6,63
43,-1126626.6456678046,,50.81615495681763,True,67,[],30m_hmm6,63
45,-1126626.6446115256,,51.63835024833679,True,70,[],30m_hmm6,63
42,-1082361.5058985103,,61.20442605018616,True,92,[],30m_hmm6,63
44,-1111087.2942233775,,65.19473886489868,True,97,[],30m_hmm6,63
44,-1137247.767870789,,36.304073333740234,True,44,[],30m_hmm6,64
43,-1139820.2219090713,,55.45931887626648,True,75,[],30m_hmm6,64
46,-1139820.2232323291,,59.06509733200073,True,79,[],30m_hmm6,64
45,-1468639.4662579,,61.89422345161438,True,94,[],30m_hmm6,64
42,-1468639.677374735,,64.90679621696472,True,100,[],30m_hmm6,64
42,-1483417.8296932776,,51.960960388183594,True,67,[],30m_hmm6,65
44,-1151462.477344369,,54.86191415786743,True,68,[],30m_hmm6,65
43,-1483418.6400584604,,68.90914106369019,True,100,[],30m_hmm6,65
45,-1483418.2537689742,,69.00489783287048,True,100,[],30m_hmm6,65
46,-1483417.9130478809,,69.48999786376953,True,100,[],30m_hmm6,65
45,-1156223.7905282541,,39.63838982582092,True,48,[],30m_hmm6,66
42,-1163052.7511173284,,52.31461977958679,True,65,[],30m_hmm6,66
43,-1163052.7787575577,,53.33258128166199,True,68,[],30m_hmm6,66
46,-1498039.4720171469,,56.1990532875061,True,80,[],30m_hmm6,66
44,-1163052.8000938874,,58.81673860549927,True,81,[],30m_hmm6,66
45,-1166137.202850895,,25.331518411636353,True,28,[],30m_hmm6,67
43,-1166145.6766673438,,28.261364936828613,True,29,[],30m_hmm6,67
46,-1167393.1668530686,,36.8069794178009,True,48,[],30m_hmm6,67
42,-1174573.8895711135,,57.005929708480835,True,86,[],30m_hmm6,67
44,-1512885.4670917601,,59.74351763725281,True,100,[],30m_hmm6,67
44,-1178918.6142809098,,29.460235595703125,True,28,[],30m_hmm6,68
45,-1187397.7019097838,,46.192930936813354,True,60,[],30m_hmm6,68
42,-1187398.0030817266,,49.88035202026367,True,67,[],30m_hmm6,68
43,-1187397.9503632565,,53.176666021347046,True,72,[],30m_hmm6,68
46,-1530851.945231259,,63.205541372299194,True,100,[],30m_hmm6,68
43,-1192254.610745274,,25.895614862442017,True,28,[],30m_hmm6,69
42,-1192250.5034072385,,26.54357886314392,True,26,[],30m_hmm6,69
44,-1549556.7839427148,,63.537604331970215,True,98,[],30m_hmm6,69
46,-1549567.3795473054,,65.04711174964905,True,100,[],30m_hmm6,69
45,-1549563.4824754067,,65.23991870880127,True,100,[],30m_hmm6,69
43,-1207312.5431151846,,29.12699055671692,True,30,[],30m_hmm6,70
46,-1215033.9478057905,,66.68423318862915,True,91,[],30m_hmm6,70
44,-1215033.9521074533,,67.20834589004517,True,93,[],30m_hmm6,70
42,-1570378.1320865615,,69.07649159431458,True,100,[],30m_hmm6,70
45,-1570377.5915453767,,69.21126127243042,True,100,[],30m_hmm6,70
43,-1231261.0236199598,,52.114925384521484,True,60,[],30m_hmm6,71
44,-984409.9592549072,,59.734376668930054,True,64,[],30m_hmm6,71
42,-1231069.549448615,,74.5660171508789,True,94,[],30m_hmm6,71
45,-1592345.2464238687,,75.98068261146545,True,100,[],30m_hmm6,71
46,-1231069.5443105304,,76.88466882705688,True,93,[],30m_hmm6,71
44,-1247755.3411361638,,49.87569808959961,True,57,[],30m_hmm6,72
43,-1245005.7500895476,,50.13502049446106,True,57,[],30m_hmm6,72
46,-1611948.2777133037,,62.00766062736511,True,80,[],30m_hmm6,72
45,-1077065.6948676086,,68.50783729553223,True,88,[],30m_hmm6,72
42,-1245008.131292558,,72.17113542556763,True,98,[],30m_hmm6,72
42,-1257212.588020862,,26.278809070587158,True,26,[],30m_hmm6,73
46,-1264454.3867086484,,43.07872533798218,True,50,[],30m_hmm6,73
45,-1264452.5142535574,,49.86236596107483,True,62,[],30m_hmm6,73
44,-1264454.81859734,,54.730815410614014,True,70,[],30m_hmm6,73
43,-1264456.3466261288,,59.9307656288147,True,84,[],30m_hmm6,73
43,-1274658.5549410451,,28.02473759651184,True,27,[],30m_hmm6,74
44,-1660496.5839082582,,71.56961750984192,True,90,[],30m_hmm6,74
45,-1281507.005125204,,75.28765177726746,True,93,[],30m_hmm6,74
42,-1660493.8936717496,,75.48976588249207,True,100,[],30m_hmm6,74
46,-1660624.2917195733,,75.69057965278625,True,100,[],30m_hmm6,74
44,-1297238.5146625184,,50.6320960521698,True,54,[],30m_hmm6,75
45,-1297238.5833423364,,55.34883141517639,True,60,[],30m_hmm6,75
46,-1682721.949154323,,77.48595523834229,True,100,[],30m_hmm6,75
42,-1689114.1232024692,,78.09575414657593,True,100,[],30m_hmm6,75
43,-1682721.0179004415,,78.50349020957947,True,100,[],30m_hmm6,75
46,-1310249.064065906,,40.933401107788086,True,41,[],30m_hmm6,76
43,-1310252.8111581765,,44.74366497993469,True,49,[],30m_hmm6,76
42,-1310454.1487992052,,49.45813012123108,True,51,[],30m_hmm6,76
45,-1310266.3115598971,,52.53911113739014,True,61,[],30m_hmm6,76
