state,regime,horizon,n,mean_ret,median_ret,std_ret,p_positive,fold_id
0,Downtrend / Mid-Vol,15m,2508,-0.0002912243872116246,0.00035770640207033466,0.006617961336527713,0.523524720893142,0
1,Ranging / High-Vol,15m,672,0.0002203346637157298,0.00032377302305253153,0.008616865521057643,0.5163690476190477,0
2,Ranging / Low-Vol,15m,3628,-0.00019708316742584657,0.0,0.004895368539913094,0.49696802646085997,0
3,Uptrend / Mid-Vol,15m,2117,5.308780899161295e-05,-0.00031493312237351745,0.006257311646254816,0.46717052432687767,0
0,Downtrend / Mid-Vol,30m,2508,-0.0002578999550499271,0.0008416652215004206,0.009313095542724331,0.5506379585326954,0
1,Ranging / High-Vol,30m,672,0.0004552384998648618,0.0004905389281173456,0.010664172758281132,0.5148809523809523,0
2,Ranging / Low-Vol,30m,3625,-0.0005250331138469478,-9.227890845231457e-05,0.007397602278086636,0.49158620689655175,0
3,Uptrend / Mid-Vol,30m,2117,-6.685965952590992e-05,-0.0005831254554262699,0.008815439099350668,0.46291922531884744,0
0,Downtrend / Mid-Vol,1h,2503,0.00015351493980389518,0.0011249047613777208,0.012861848650816068,0.5481422293248103,0
1,Ranging / High-Vol,1h,672,0.0005530687902618881,0.0008751463622589384,0.013105114562154406,0.5327380952380952,0
2,Ranging / Low-Vol,1h,3624,-0.001331992094428794,-0.0003405684371733386,0.011235920013209326,0.47902869757174393,0
3,Uptrend / Mid-Vol,1h,2117,-0.00035138118371267057,-0.0006184955608681264,0.012594400190939575,0.4681152574397733,0
0,Downtrend / Mid-Vol,2h,2503,0.0009592126096344178,0.0021216766379019703,0.017378606972845444,0.564522572912505,0
1,Ranging / High-Vol,2h,672,-0.0005083918054516811,0.0004770629917345559,0.017256936920099924,0.5119047619047619,0
2,Ranging / Low-Vol,2h,3612,-0.00260993423774144,-0.000713675951151238,0.015515451103082388,0.47259136212624586,0
3,Uptrend / Mid-Vol,2h,2117,-0.0010727468979911275,-0.0013506994315957144,0.018067012783281714,0.4520547945205479,0
0,Downtrend / Mid-Vol,4h,2491,0.0005426314922033636,0.0015984609870614008,0.024438271347974865,0.5343235648334003,0
1,Ranging / High-Vol,4h,670,-0.0033363969119015575,-0.0018389851600417728,0.023678488430502395,0.4746268656716418,0
2,Ranging / Low-Vol,4h,3602,-0.004224845522792138,-0.0014764266200142373,0.021514663918685555,0.4600222098833981,0
3,Uptrend / Mid-Vol,4h,2117,-0.001500228270923589,0.0001367603192079514,0.024884796004480823,0.5054322153991497,0
0,Ranging / Low-Vol,15m,6030,7.443680005568685e-05,0.00014592151391390473,0.0035859519914874832,0.5270315091210613,1
1,Ranging / High-Vol,15m,299,0.0003576189683429728,2.945495086947858e-06,0.007076921436892105,0.5050167224080268,1
2,Uptrend / Mid-Vol,15m,1050,0.00024826507136430683,-0.00011574029889338533,0.005114826572940676,0.4819047619047619,1
3,Downtrend / Mid-Vol,15m,1258,1.4538781015448033e-05,0.00040608987818302467,0.005452390225483408,0.5317965023847376,1
0,Ranging / Low-Vol,30m,6027,0.00019457887648142346,0.00033065138623733503,0.005061141757169331,0.5427244068359051,1
1,Ranging / High-Vol,30m,299,0.0004418417226829932,0.00010914051852495277,0.009369603657713492,0.5217391304347826,1
2,Uptrend / Mid-Vol,30m,1050,0.000163373373264741,-0.0003319142667725927,0.00800051157938269,0.4704761904761905,1
3,Downtrend / Mid-Vol,30m,1258,0.0001437591221387137,0.00101881434903639,0.00793415138191284,0.5651828298887123,1
0,Ranging / Low-Vol,1h,6024,0.00039120842929077387,0.00047612217885362185,0.008127770734625369,0.5423306772908366,1
1,Ranging / High-Vol,1h,299,0.00028266689727795446,0.00024450481722304573,0.00833344272944695,0.5351170568561873,1
2,Uptrend / Mid-Vol,1h,1050,-0.00024686625318083143,-0.0009011696824599014,0.010413255369212674,0.43333333333333335,1
3,Downtrend / Mid-Vol,1h,1255,0.0009000379756546522,0.001586670327757389,0.010742847441267417,0.5832669322709163,1
0,Ranging / Low-Vol,2h,6018,0.0007932128590183585,0.0007452502519393889,0.01223855153499878,0.5458624127617149,1
1,Ranging / High-Vol,2h,299,-0.00021195268647566934,-0.0003597338008702877,0.009643525545852244,0.48494983277591974,1
2,Uptrend / Mid-Vol,2h,1047,-0.000754796238513585,-0.00095043787051452,0.012984490644175211,0.44508118433619864,1
3,Downtrend / Mid-Vol,2h,1252,0.0021603161361188456,0.0029776175175122432,0.01350505486245061,0.6230031948881789,1
0,Ranging / Low-Vol,4h,6003,0.001722785596015905,0.0020319339918977164,0.016526840047302396,0.5940363151757455,1
1,Ranging / High-Vol,4h,299,0.0039159858209601535,-0.00045444085196955086,0.02456887732135279,0.4414715719063545,1
2,Uptrend / Mid-Vol,4h,1047,-0.0015543905642552063,-0.0013616896768944287,0.01575450098514796,0.4479465138490926,1
3,Downtrend / Mid-Vol,4h,1243,0.0029627524117451696,0.0038917878839228592,0.017612817478488564,0.6476267095736122,1
0,Ranging / High-Vol,15m,99,0.0006904728429231043,0.00023572196410270863,0.004148652667169762,0.5252525252525253,2
1,Uptrend / Mid-Vol,15m,677,-0.00011036655312506324,-0.00029394886228573114,0.0039904435154594926,0.45937961595273263,2
2,Ranging / Low-Vol,15m,7005,-5.786771993122832e-05,-1.3679881210038047e-06,0.0030761250666318956,0.49721627408993574,2
3,Downtrend / Mid-Vol,15m,1144,-0.00018005562878518113,0.00036435684653746137,0.0049956555329820585,0.5402097902097902,2
0,Ranging / High-Vol,30m,99,0.0013238037637654135,0.00012939345834084293,0.005330967611315322,0.5252525252525253,2
1,Uptrend / Mid-Vol,30m,677,-0.00043658040596202474,-0.0007191135364941204,0.0049257316637744035,0.4342688330871492,2
2,Ranging / Low-Vol,30m,7002,-0.00014178110598562547,1.990807549567819e-05,0.004486908586817156,0.5057126535275636,2
3,Downtrend / Mid-Vol,30m,1144,-5.1406078318290616e-05,0.0007707362805557949,0.006680796949039711,0.5611888111888111,2
0,Ranging / High-Vol,1h,99,0.0019459345489561525,0.0018446601928232553,0.005641171016686218,0.6565656565656566,2
1,Uptrend / Mid-Vol,1h,677,-0.0008294474267978491,-0.001037296654502029,0.006411562180538965,0.4091580502215657,2
2,Ranging / Low-Vol,1h,6997,-0.0002839169136326493,0.0,0.0064711844061059445,0.4994997856224096,2
3,Downtrend / Mid-Vol,1h,1143,1.8044488255434275e-05,0.0010957746085598075,0.008964692991268394,0.5686789151356081,2
0,Ranging / High-Vol,2h,93,0.0037186552150065377,0.0028886361153439566,0.005912873380920314,0.7419354838709677,2
1,Uptrend / Mid-Vol,2h,677,-0.0014304727880825449,-0.0015582042914950023,0.0075322048264179165,0.3914327917282127,2
2,Ranging / Low-Vol,2h,6996,-0.0006091428254184637,0.0001015315512153947,0.009373956345127743,0.5068610634648371,2
3,Downtrend / Mid-Vol,2h,1138,0.0003079615095098617,0.0015734538147906818,0.011017562034070652,0.5659050966608085,2
0,Ranging / High-Vol,4h,93,0.00015204090027786624,-5.351184885427074e-06,0.0060228001286242805,0.4946236559139785,2
1,Uptrend / Mid-Vol,4h,677,-0.0016739628832882765,-0.0015123014836326831,0.013540935768993118,0.4342688330871492,2
2,Ranging / Low-Vol,4h,6972,-0.0011864833035820515,0.00028486875145361523,0.013198747496908674,0.5121916236374068,2
3,Downtrend / Mid-Vol,4h,1138,0.0006282722403235654,0.0015406738400551845,0.013203935343807156,0.5500878734622144,2
0,Ranging / Low-Vol,15m,6916,-4.564766715817157e-05,-3.3896683772738356e-05,0.0025532606055439794,0.489010989010989,3
1,Ranging / High-Vol,15m,201,0.000576824408185209,-1.6051351483525877e-06,0.006345869284239169,0.4975124378109453,3
2,Downtrend / Mid-Vol,15m,735,-0.0007616804238512911,-2.9872903784422533e-05,0.005264857656684911,0.4925170068027211,3
3,Uptrend / Mid-Vol,15m,544,0.0005066956923858168,-5.189984114561952e-05,0.005602992253491003,0.4889705882352941,3
0,Ranging / Low-Vol,30m,6909,-0.0001416958969717857,-7.126332726237194e-05,0.0037948931487850218,0.4854537559704733,3
1,Ranging / High-Vol,30m,201,0.0013295912996647836,0.0003063456656100527,0.0075510454967340785,0.527363184079602,3
2,Downtrend / Mid-Vol,30m,735,-0.0011240455874322304,0.00021405196544854732,0.00732285717556858,0.5210884353741496,3
3,Uptrend / Mid-Vol,30m,542,0.0010532742974152243,-0.00019564115994619158,0.0077856810800076654,0.4833948339483395,3
0,Ranging / Low-Vol,1h,6894,-0.00036665738284913195,-0.0002124808568906289,0.005973363860679646,0.47360023208587176,3
1,Ranging / High-Vol,1h,201,0.0021904668756014553,0.001616233361726671,0.008095585857091673,0.5920398009950248,3
2,Downtrend / Mid-Vol,1h,732,-0.000587923219911691,0.0006511714527217549,0.011024217464627612,0.546448087431694,3
3,Uptrend / Mid-Vol,1h,542,0.0010128124338277245,-0.0005535179262832202,0.00960154532656048,0.45940959409594095,3
0,Ranging / Low-Vol,2h,6859,-0.0007569644737850788,-0.00026696993018227033,0.009081038630972751,0.4749963551538125,3
1,Ranging / High-Vol,2h,201,0.0024266487297449862,0.0011940031653754346,0.011372923772129874,0.5472636815920398,3
2,Downtrend / Mid-Vol,2h,731,0.0003883891270560934,0.00041094742884517643,0.014003166195266162,0.53077975376197,3
3,Uptrend / Mid-Vol,2h,542,0.0009053345382779332,-0.0006646232079514647,0.010489673069384356,0.4446494464944649,3
0,Ranging / Low-Vol,4h,6788,-0.0014307852937852606,-0.0007186270436418951,0.013638456806846236,0.44652327637006484,3
1,Ranging / High-Vol,4h,201,0.0026584045975241713,-0.001025519618748305,0.01342532170774659,0.4626865671641791,3
2,Downtrend / Mid-Vol,4h,731,0.0010221029852329328,0.001017257270209626,0.017094738549192738,0.5512995896032832,3
3,Uptrend / Mid-Vol,4h,541,0.0011991730272483047,-0.0002276583897007356,0.01296148314414172,0.48428835489833644,3
0,Downtrend / Mid-Vol,15m,708,-5.7651886445912334e-05,0.00025456923395683617,0.00442537276241728,0.5338983050847458,4
1,Ranging / Low-Vol,15m,7251,3.0741734345197135e-05,3.0805647785570045e-05,0.0024636752664430016,0.5102744449041512,4
2,Ranging / High-Vol,15m,115,0.00022368043718847916,-0.0004256628156245057,0.007999874356538117,0.4782608695652174,4
3,Uptrend / Mid-Vol,15m,710,0.00046620473285586216,0.0001225020986197478,0.004210578569011543,0.5211267605633803,4
0,Downtrend / Mid-Vol,30m,708,0.00024446862138433273,0.000617531556125428,0.00577410079593947,0.5790960451977402,4
1,Ranging / Low-Vol,30m,7248,7.497843072526256e-05,5.9409906142171565e-05,0.0038365026758303824,0.5114514348785872,4
2,Ranging / High-Vol,30m,113,2.7063181710822132e-06,-0.0004532749189944951,0.010162146033886925,0.4778761061946903,4
3,Uptrend / Mid-Vol,30m,709,0.000532350993258467,-0.00016535464851585857,0.005492418418878185,0.4837799717912553,4
0,Downtrend / Mid-Vol,1h,705,0.0007895305290350108,0.0015113450929788996,0.007432054282325045,0.6127659574468085,4
1,Ranging / Low-Vol,1h,7239,0.00021509698802689973,2.262728413171544e-05,0.005892064565329691,0.5031081641110651,4
2,Ranging / High-Vol,1h,113,-0.0010414791098480986,-0.0018157483056313595,0.010872357939641206,0.3805309734513274,4
3,Uptrend / Mid-Vol,1h,709,0.00023852342019278492,-0.00030101323702247385,0.007225300807486067,0.47531734837799716,4
0,Downtrend / Mid-Vol,2h,693,0.0007179394607972918,0.0014089456096115782,0.00961156084458513,0.5930735930735931,4
1,Ranging / Low-Vol,2h,7227,0.0005127697355104982,0.0001882105513999477,0.008462488743570267,0.517503805175038,4
2,Ranging / High-Vol,2h,113,-0.0013132295334653574,-0.003146798651405547,0.010860113949318509,0.3805309734513274,4
3,Uptrend / Mid-Vol,2h,709,0.00012419189648748684,-0.0007320150389951152,0.009683362207585337,0.4527503526093089,4
0,Downtrend / Mid-Vol,4h,689,0.0009303117351392393,0.0011439184977977135,0.013069528614904041,0.5529753265602322,4
1,Ranging / Low-Vol,4h,7183,0.0010778835528537165,0.0003639906595012121,0.012168873164527411,0.52540721147153,4
2,Ranging / High-Vol,4h,113,-0.0005649694176184931,-0.0024277038414783902,0.012583180389643891,0.40707964601769914,4
3,Uptrend / Mid-Vol,4h,709,0.00028001884185791973,-0.0010442045454475135,0.010828599036976623,0.45557122708039494,4
0,Downtrend / Mid-Vol,15m,1202,-0.00033100547104625527,0.0001637491011345915,0.005233843326379639,0.521630615640599,5
1,Ranging / Low-Vol,15m,6117,3.6629701418284685e-05,6.313466482588126e-05,0.0027909481491606974,0.5144678764100049,5
2,Uptrend / Mid-Vol,15m,1378,-3.093525852115976e-05,-0.0001275010985031244,0.0039948872737474396,0.4862119013062409,5
3,Ranging / High-Vol,15m,228,-0.00031048531412202537,7.91669734212519e-07,0.005357319829439299,0.5,5
0,Downtrend / Mid-Vol,30m,1200,-0.0006882447273065544,0.0005374659350128042,0.007395810455226827,0.5583333333333333,5
1,Ranging / Low-Vol,30m,6116,8.96396601644748e-05,8.523072265731457e-05,0.004277766893906553,0.5106278613472858,5
2,Uptrend / Mid-Vol,30m,1378,-0.00017268976313894482,-0.00048022355183441334,0.00499582477125573,0.4448476052249637,5
3,Ranging / High-Vol,30m,228,-0.00025636707840849516,1.437674418003354e-05,0.005456343473343149,0.5,5
0,Downtrend / Mid-Vol,1h,1200,-0.0006107283709572083,0.0008016748778674199,0.009676572169018521,0.5616666666666666,5
1,Ranging / Low-Vol,1h,6110,5.117934244527392e-05,0.00016249938800605435,0.006543810337888497,0.5183306055646482,5
2,Uptrend / Mid-Vol,1h,1378,-0.00033004110749616474,-0.0004194654973366241,0.006206865116513017,0.4528301886792453,5
3,Ranging / High-Vol,1h,228,-0.0010500524489645315,-4.8841515806863356e-05,0.007095321285134112,0.49122807017543857,5
0,Downtrend / Mid-Vol,2h,1200,-0.0005596254379202792,0.0013003783683940284,0.012187559759721297,0.5683333333333334,5
1,Ranging / Low-Vol,2h,6098,-7.224200028408553e-05,2.5085583570394476e-05,0.009614542300339885,0.5031157756641522,5
2,Uptrend / Mid-Vol,2h,1378,-0.0007126367302938755,-0.0005786566776775359,0.008814379424893333,0.4644412191582003,5
3,Ranging / High-Vol,2h,228,-3.700449993414704e-05,0.0009300608857829573,0.007461362145158093,0.5307017543859649,5
0,Downtrend / Mid-Vol,4h,1200,-0.0010285550617112448,0.0019150746802516494,0.015566847238911247,0.5741666666666667,5
1,Ranging / Low-Vol,4h,6074,-6.694731081089306e-05,0.0007424577438435165,0.013512491611283229,0.5403358577543629,5
2,Uptrend / Mid-Vol,4h,1378,-0.0007557796047779708,-3.6254598694718254e-05,0.011839515897577653,0.49564586357039186,5
3,Ranging / High-Vol,4h,228,-0.0046327179840682155,-0.002092072959481328,0.011787853062919192,0.37719298245614036,5
0,Ranging / Low-Vol,15m,7385,-3.448018718084322e-05,1.720070960686826e-05,0.002243990134333172,0.5065673662830061,6
1,Ranging / High-Vol,15m,118,-0.001189100963371766,-9.691402479194977e-05,0.009486165899326748,0.4745762711864407,6
2,Uptrend / Mid-Vol,15m,541,-9.680015358997212e-05,-0.0003545518233991629,0.0026604805321926973,0.4177449168207024,6
3,Downtrend / Mid-Vol,15m,593,0.00044574385923420556,0.0006537417379046673,0.004410494929378024,0.5902192242833052,6
0,Ranging / Low-Vol,30m,7382,-4.937055563756326e-05,4.473561091256073e-05,0.0032642689851995325,0.5085342725548632,6
1,Ranging / High-Vol,30m,118,-0.002580157804010413,-0.00032555353662999664,0.012586284492395454,0.4830508474576271,6
2,Uptrend / Mid-Vol,30m,541,-0.0003652298795389201,-0.00047211218262077637,0.003199578020107846,0.41035120147874304,6
3,Downtrend / Mid-Vol,30m,593,0.0008427486793055397,0.001030501526312122,0.005540519409999655,0.6205733558178752,6
0,Ranging / Low-Vol,1h,7376,-6.413517019394402e-05,8.242745806974483e-05,0.0049493715741466635,0.5119305856832972,6
1,Ranging / High-Vol,1h,118,-0.003216792628451915,-0.00024934279607435883,0.012262340363222303,0.4576271186440678,6
2,Uptrend / Mid-Vol,1h,541,-0.000683582098344003,-0.0008064522807611496,0.003912617447352447,0.4029574861367837,6
3,Downtrend / Mid-Vol,1h,593,0.0008339471329116862,0.001270800141947248,0.007581752468830714,0.6391231028667791,6
0,Ranging / Low-Vol,2h,7367,-0.00014575814553087192,0.00015264809786152966,0.007258548114009036,0.5155422831546084,6
1,Ranging / High-Vol,2h,118,-0.0033992543004771935,-0.001637941690200151,0.011793874779285892,0.3728813559322034,6
2,Uptrend / Mid-Vol,2h,538,-0.0012013740553404708,-0.0010615868375918325,0.005312129200006197,0.3903345724907063,6
3,Downtrend / Mid-Vol,2h,593,0.0010433792964530547,0.0022948455739655316,0.010420087484700968,0.7116357504215851,6
0,Ranging / Low-Vol,4h,7353,-0.00033951149042026594,0.00044119274797616015,0.010424474577270693,0.5276757785937712,6
1,Ranging / High-Vol,4h,118,-0.003488901391381419,-0.00032607661730388315,0.011205617067021376,0.4745762711864407,6
2,Uptrend / Mid-Vol,4h,538,-0.0018707655092816652,-0.0009373632681253241,0.008831418207142921,0.42379182156133827,6
3,Downtrend / Mid-Vol,4h,583,0.0012570159638597915,0.002334822608005993,0.010978773184112502,0.6500857632933105,6
0,Uptrend / Mid-Vol,15m,243,0.0004851299834876644,-3.806910456560786e-05,0.0038224521935533206,0.4773662551440329,7
1,Ranging / High-Vol,15m,76,0.00032771937255842386,-0.001232921513123486,0.019108158502906876,0.4605263157894737,7
2,Downtrend / Mid-Vol,15m,288,-0.00010924795444658717,0.0003944142747398516,0.003710766195801029,0.5520833333333334,7
3,Ranging / Low-Vol,15m,8226,-2.7897791816226106e-05,-3.0128033996490444e-06,0.0012914677049290079,0.49562363238512036,7
0,Uptrend / Mid-Vol,30m,243,0.0011235059514122239,-0.0004369323173385453,0.008071698608866815,0.42386831275720166,7
1,Ranging / High-Vol,30m,76,-0.00013276105137301867,-0.0019026302760796199,0.024975854348307264,0.4342105263157895,7
2,Downtrend / Mid-Vol,30m,288,-0.000525599530655939,0.0001540744874901634,0.005944016005362596,0.5138888888888888,7
3,Ranging / Low-Vol,30m,8220,-4.1735014025727404e-05,1.5164152031843514e-06,0.00182950075917269,0.5007299270072992,7
0,Uptrend / Mid-Vol,1h,243,0.0014472214023503744,-0.0007805238202500675,0.012081044517311032,0.42386831275720166,7
1,Ranging / High-Vol,1h,76,-0.0011417398736694537,-0.0032725352795450746,0.035035274819887406,0.3815789473684211,7
2,Downtrend / Mid-Vol,1h,288,-0.0011768761280739584,9.67909108142706e-05,0.00888307497918228,0.5104166666666666,7
3,Ranging / Low-Vol,1h,8208,-4.51146236470598e-05,-1.5192940328034865e-06,0.002959007958630541,0.4982943469785575,7
0,Uptrend / Mid-Vol,2h,243,0.0005522726622929698,-0.001950489506647557,0.016684961433352463,0.27983539094650206,7
1,Ranging / High-Vol,2h,76,-0.006071593549336682,-0.0036037531689618874,0.030038255497641574,0.4473684210526316,7
2,Downtrend / Mid-Vol,2h,288,-0.0014815175237650438,0.001066069820631732,0.010672332144305898,0.5729166666666666,7
3,Ranging / Low-Vol,2h,8184,-9.358735124971744e-06,-5.9951146601733285e-05,0.006015888449938498,0.4880254154447703,7
0,Uptrend / Mid-Vol,4h,243,-0.0021387438837474535,-0.0032275127076477617,0.011190551473698483,0.3004115226337449,7
1,Ranging / High-Vol,4h,76,-0.003960693087317198,-0.002553792066751548,0.02240432811264479,0.40789473684210525,7
2,Downtrend / Mid-Vol,4h,288,-0.001738326847559985,0.00018246569881519292,0.010231810750487784,0.5034722222222222,7
3,Ranging / Low-Vol,4h,8136,-4.724944433664565e-05,-0.00013004460446985888,0.008675110563391255,0.48168633235004915,7
0,Ranging / Low-Vol,15m,4625,-5.124624919561696e-05,1.2380412947265995e-05,0.001473033121165012,0.5074594594594595,8
1,Uptrend / Mid-Vol,15m,1434,-5.995294786716856e-05,-0.0004112836013865362,0.005638397705101561,0.45327754532775455,8
2,Ranging / High-Vol,15m,974,9.493377036471543e-05,-0.0002851791510458668,0.009693888477470743,0.4887063655030801,8
3,Downtrend / Mid-Vol,15m,1470,-0.0007426135789279268,-0.00021579950099770429,0.006477909310371694,0.48095238095238096,8
0,Ranging / Low-Vol,30m,4622,-0.00010910028303944371,1.7062464423567292e-05,0.002069835055339319,0.5062743401125054,8
1,Uptrend / Mid-Vol,30m,1431,-0.00023960455614476184,-0.000669010822475613,0.008517061615333176,0.4584206848357792,8
2,Ranging / High-Vol,30m,974,1.3328258219515465e-05,-0.0007274801952190657,0.012484053947403843,0.473305954825462,8
3,Downtrend / Mid-Vol,30m,1470,-0.0012251053324724875,6.386253600076941e-05,0.009450834544959406,0.5061224489795918,8
0,Ranging / Low-Vol,1h,4616,-0.0002006606510695555,-3.8573715945844356e-06,0.0030065190091057127,0.49740034662045063,8
1,Uptrend / Mid-Vol,1h,1425,-0.0005735548786815196,-0.0012098509862301654,0.011875925986085695,0.42947368421052634,8
2,Ranging / High-Vol,1h,974,-0.0004952403825234541,-0.0006812712603627702,0.015806398737546325,0.4702258726899384,8
3,Downtrend / Mid-Vol,1h,1470,-0.0020810402115625177,3.742638990633651e-05,0.013828782110592085,0.5027210884353741,8
0,Ranging / Low-Vol,2h,4604,-0.0005295323377816973,-7.309263995658455e-05,0.004937185009091765,0.48588184187662903,8
1,Uptrend / Mid-Vol,2h,1423,-0.0022538641990943603,-0.0018027232842090513,0.017018085115646852,0.43851018973998596,8
2,Ranging / High-Vol,2h,974,-0.0019513320306970853,-0.0005791731614435136,0.019262328724141232,0.48459958932238195,8
3,Downtrend / Mid-Vol,2h,1460,-0.0021438462142901013,0.0005461141145879367,0.019305085526990267,0.5164383561643836,8
0,Ranging / Low-Vol,4h,4574,-0.0013037531667234679,-1.152968180839764e-05,0.0101447084073845,0.4982509838216003,8
1,Uptrend / Mid-Vol,4h,1419,-0.0033399010605868213,-0.0033458088493478755,0.022294642627597037,0.4355179704016913,8
2,Ranging / High-Vol,4h,974,-0.004477625800437388,-0.004201008952396279,0.025060338879999144,0.4342915811088296,8
3,Downtrend / Mid-Vol,4h,1446,-0.0038085788826079303,-0.0012869265940942398,0.026387588151948357,0.4640387275242047,8
0,Ranging / Low-Vol,15m,2451,-8.62689787642907e-05,0.0,0.0033317622991951732,0.49979600163198695,9
1,Uptrend / Mid-Vol,15m,3177,-1.6883996598454244e-05,-0.00024844985167504774,0.004694093211556464,0.46490399748190114,9
