fold_id,model,timeframe,n_states,train_start,train_end,test_start,test_end,test_year,n_train,n_test,n_transitions,n_segments,transitions_per_1k_bars,transitions_per_day,transitions_per_hour,median_duration_minutes,mean_duration_minutes,min_duration_minutes,max_duration_minutes,pct_gt30m,pct_gt1h,pct_gt2h,pct_gt4h,pct_gt8h,pct_1bar,n_distinct_states_observed,n_distinct_labels_observed,n_distinct_labels_trained,max_state_occupancy_pct,state_occupancy,regime_labels_trained,train_ll,train_ll_per_obs,test_ll,test_ll_per_obs,best_seed,restart_spread,restart_spread_normalized,n_restarts_converged,n_restarts_failed,mean_stay_prob,median_stay_prob,trend_score_range,vol_score_range,fit_time_s,decode_time_s,failure_flags,status
10,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-12-31 20:00:00+00:00,2019-01-01 00:00:00+00:00,2019-02-01 00:00:00+00:00,2019,22983,1488,854,855,573.9247311827958,27.566913248150637,1.14862138533961,30.0,52.21052631578947,30.0,300.0,44.7953216374269,17.77777777777778,2.3391812865497075,0.11695906432748539,0.0,55.2046783625731,4,3,3,52.88978494623656,"{0: 43.21236559139785, 1: 2.28494623655914, 2: 1.6129032258064515, 3: 52.88978494623656}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Uptrend / High-Vol', 3: 'Ranging / Low-Vol'}",-308043.8774164345,-13.403118714547036,-7962.045588450432,-5.350837089012387,44,63993.88102547155,0.20774274613794808,5,0,0.5989523703765771,0.607683452065742,1.8694829394006232,1.6715000989830198,5.325870752334595,0.0017993450164794922,[],ok
11,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-01-31 20:00:00+00:00,2019-02-01 00:00:00+00:00,2019-03-01 00:00:00+00:00,2019,24471,1344,302,303,224.70238095238096,10.793745346239762,0.44973938942665675,60.0,133.06930693069307,30.0,2490.0,52.8052805280528,30.033003300330037,16.17161716171617,12.211221122112212,5.2805280528052805,47.194719471947195,4,3,3,68.22916666666666,"{0: 68.22916666666666, 1: 13.690476190476192, 2: 16.592261904761905, 3: 1.488095238095238}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Mid-Vol', 2: 'Ranging / Mid-Vol', 3: 'Ranging / High-Vol'}",-318534.59832633095,-13.016819840886393,-5206.603693158495,-3.873961081219118,44,71380.1949047363,0.2240892991837861,5,0,0.6221805743557854,0.6329221554594027,0.24099246553860643,2.294376415089371,8.544440269470215,0.0035707950592041016,"['no_uptrend_state', 'no_downtrend_state']",ok
12,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-02-28 20:00:00+00:00,2019-03-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,2019,25815,1453,258,259,177.5636613902271,8.32817753866846,0.34700739744451914,60.0,168.3011583011583,30.0,4140.0,54.054054054054056,30.115830115830118,16.602316602316602,12.355212355212355,8.494208494208493,45.94594594594595,4,3,3,76.25602202339986,"{0: 11.149346180316586, 1: 12.45698554714384, 2: 76.25602202339986, 3: 0.13764624913971094}","{0: 'Ranging / Mid-Vol', 1: 'Ranging / Mid-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-329323.0717711889,-12.75704326055351,-2512.9604585151783,-1.7294979067551124,43,75016.62069934764,0.2277903588591224,5,0,0.6236747018480444,0.633698571402997,0.2376744800630635,2.2833249732753997,9.78861689567566,0.006234169006347656,"['no_uptrend_state', 'no_downtrend_state']",ok
13,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-03-31 20:00:00+00:00,2019-04-01 00:00:00+00:00,2019-05-01 00:00:00+00:00,2019,27268,1440,799,800,554.8611111111111,26.65184155663655,1.1104933981931897,30.0,54.0,30.0,390.0,47.625,16.875,2.875,0.625,0.0,52.37500000000001,4,3,3,49.44444444444444,"{0: 49.44444444444444, 1: 5.277777777777778, 2: 5.069444444444445, 3: 40.208333333333336}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Uptrend / High-Vol', 3: 'Ranging / Low-Vol'}",-344749.9478453084,-12.643022878293545,-9448.823520929915,-6.561683000645774,44,73398.63426361675,0.212903974960284,5,0,0.6076050837901104,0.6098103704231663,1.4417328460848973,1.7169630289401074,11.549500465393066,0.0029654502868652344,[],ok
14,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-04-30 20:00:00+00:00,2019-05-01 00:00:00+00:00,2019-06-01 00:00:00+00:00,2019,28708,1445,744,745,514.878892733564,24.016139878950906,1.0006724949562877,30.0,58.18791946308725,30.0,780.0,45.90604026845638,19.731543624161073,3.6241610738255035,1.476510067114094,0.2684563758389262,54.09395973154363,4,3,3,40.346020761245676,"{0: 32.11072664359861, 1: 11.833910034602075, 2: 40.346020761245676, 3: 15.709342560553633}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Uptrend / High-Vol'}",-358527.26077449735,-12.488757864515025,-17285.66718055223,-11.962399432908118,45,79177.37023644778,0.2208405856374975,5,0,0.6080657647426724,0.6110035566823336,1.40682933620554,1.7228211155346087,10.045966625213623,0.004971742630004883,[],ok
15,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-05-31 20:00:00+00:00,2019-06-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2019,30153,1414,706,708,499.2927864214993,23.5496872828353,0.9812369701181376,30.0,59.91525423728814,30.0,1470.0,47.59887005649718,21.468926553672315,3.531073446327684,0.9887005649717515,0.5649717514124294,52.40112994350282,4,3,3,41.654879773691654,"{0: 8.415841584158416, 1: 41.654879773691654, 2: 13.79066478076379, 3: 36.13861386138614}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Mid-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Mid-Vol'}",-375226.9600362217,-12.444100422386553,-19385.76886530105,-13.70987897121715,44,97912.10176755796,0.26094100956420146,5,0,0.6228523677014198,0.6343258280334094,0.20066245792755372,2.2260437315043644,10.804633855819702,0.0,"['no_uptrend_state', 'no_downtrend_state']",ok
16,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-06-30 20:00:00+00:00,2019-07-01 00:00:00+00:00,2019-08-01 00:00:00+00:00,2019,31567,1488,764,765,513.4408602150537,24.66173503698722,1.0275722932078009,30.0,58.35294117647059,30.0,630.0,46.666666666666664,20.130718954248366,4.57516339869281,1.1764705882352942,0.39215686274509803,53.333333333333336,4,3,3,41.733870967741936,"{0: 5.174731182795699, 1: 18.817204301075268, 2: 41.733870967741936, 3: 34.274193548387096}","{0: 'Ranging / Low-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Mid-Vol', 3: 'Ranging / Mid-Vol'}",-394165.66990407475,-12.48663699129074,-24332.052183777843,-16.35218560737758,44,2793.661859752843,0.007087532154773186,5,0,0.6235541765636383,0.6354882333891569,0.2065931720908024,2.2262067093315334,7.661708831787109,0.0,"['no_uptrend_state', 'no_downtrend_state']",ok
17,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-07-31 20:00:00+00:00,2019-08-01 00:00:00+00:00,2019-09-01 00:00:00+00:00,2019,33055,1449,822,823,567.287784679089,26.533960995292535,1.105581708137189,30.0,52.81895504252734,30.0,510.0,42.162818955042525,17.98298906439854,3.2806804374240586,0.6075334143377886,0.12150668286755771,57.837181044957475,4,3,3,47.48102139406487,"{0: 47.48102139406487, 1: 7.315389924085576, 2: 38.095238095238095, 3: 7.108350586611456}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Uptrend / High-Vol'}",-419656.171409655,-12.695694188765845,-13874.305197113103,-9.575089853080126,45,95789.15416755655,0.2282562742871002,5,0,0.6047079306295706,0.6088698169860819,1.577497064301253,1.7357145325999386,8.936176061630249,0.01327657699584961,[],ok
18,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-08-31 20:00:00+00:00,2019-09-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,2019,34504,1440,633,634,439.5833333333333,21.114662960389158,0.8797776233495483,30.0,68.13880126182966,30.0,840.0,49.369085173501574,21.451104100946374,7.255520504731862,3.1545741324921135,1.1041009463722398,50.63091482649842,4,3,3,34.375,"{0: 3.125, 1: 30.0, 2: 32.5, 3: 34.375}","{0: 'Ranging / High-Vol', 1: 'Ranging / Mid-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / Mid-Vol'}",-434890.76601552125,-12.604068108495284,-11781.317810374085,-8.18147070164867,42,104929.94838458835,0.24127886031234658,5,0,0.6220272017856755,0.6343448940316299,0.2093466172249791,2.2283393530038635,9.570053577423096,0.00411677360534668,"['no_uptrend_state', 'no_downtrend_state']",ok
19,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-09-30 20:00:00+00:00,2019-10-01 00:00:00+00:00,2019-11-01 00:00:00+00:00,2019,35944,1488,804,805,540.3225806451612,25.95292535305985,1.081371889710827,30.0,55.453416149068325,30.0,960.0,46.95652173913044,19.37888198757764,3.4782608695652173,0.6211180124223602,0.12422360248447205,53.04347826086957,4,3,3,48.05107526881721,"{0: 6.451612903225806, 1: 39.11290322580645, 2: 6.384408602150538, 3: 48.05107526881721}","{0: 'Uptrend / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Downtrend / High-Vol', 3: 'Ranging / Low-Vol'}",-450597.69901687704,-12.536103355688766,-12199.883429920625,-8.198846391075689,44,109284.30908588745,0.24253188448215807,5,0,0.6059452558159885,0.6108769660575528,1.5890317116967703,1.7477175920946755,11.970942497253418,0.005613088607788086,[],ok
20,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-10-31 20:00:00+00:00,2019-11-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,2019,37432,1386,777,779,560.6060606060605,25.917998610145933,1.0799166087560805,30.0,53.37612323491656,30.0,570.0,43.003851091142494,18.870346598202826,2.952503209242619,0.5134788189987163,0.12836970474967907,56.99614890885751,4,3,3,48.268398268398265,"{0: 48.268398268398265, 1: 5.916305916305916, 2: 41.05339105339105, 3: 4.761904761904762}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Uptrend / High-Vol'}",-465447.03778819356,-12.43446884452323,-9617.323108052527,-6.93890556136546,42,114978.35829507792,0.24702780114673326,5,0,0.6054549338209556,0.6091324637906909,1.500002539922615,1.759580981468215,20.99673080444336,0.017917156219482422,[],ok
21,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-11-30 20:00:00+00:00,2019-12-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2019,38818,1488,829,830,557.1236559139785,26.759919300605244,1.1149966375252185,30.0,53.78313253012048,30.0,540.0,46.3855421686747,18.192771084337352,3.2530120481927707,0.24096385542168677,0.12048192771084339,53.6144578313253,4,3,3,49.79838709677419,"{0: 49.79838709677419, 1: 3.0913978494623655, 2: 42.60752688172043, 3: 4.502688172043011}","{0: 'Ranging / Low-Vol', 1: 'Uptrend / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Downtrend / High-Vol'}",-479802.30988168233,-12.360304752477777,-9145.68460997328,-6.146293420680967,45,120687.77692213183,0.2515364649909523,5,0,0.6061674729506485,0.6106651514289256,1.4989505177926028,1.7591889591239485,14.685718774795532,0.004001140594482422,[],ok
22,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2019-12-31 20:00:00+00:00,2020-01-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,2020,40306,1488,801,802,538.3064516129033,25.856086079354405,1.0773369199731002,30.0,55.66084788029925,30.0,480.0,46.88279301745636,20.074812967581046,3.2418952618453867,0.997506234413965,0.0,53.11720698254364,4,3,3,47.37903225806452,"{0: 39.44892473118279, 1: 10.080645161290322, 2: 3.0913978494623655, 3: 47.37903225806452}","{0: 'Ranging / Low-Vol', 1: 'Uptrend / High-Vol', 2: 'Downtrend / High-Vol', 3: 'Ranging / Low-Vol'}",-494523.65149766085,-12.269231665202721,-11766.91492386885,-7.90787293270756,44,126283.9373347087,0.2553648080375101,5,0,0.6073113083489362,0.612762606200648,1.4887964874912365,1.7634965360653387,17.355314016342163,0.004549980163574219,[],ok
23,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2020-01-31 20:00:00+00:00,2020-02-01 00:00:00+00:00,2020-03-01 00:00:00+00:00,2020,41794,1333,753,755,564.8912228057014,25.984184040258807,1.0826743350107837,30.0,52.966887417218544,30.0,480.0,46.49006622516556,17.35099337748344,2.384105960264901,0.3973509933774834,0.0,53.50993377483444,4,3,3,49.437359339834956,"{0: 41.18529632408102, 1: 5.101275318829708, 2: 4.276069017254313, 3: 49.437359339834956}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Uptrend / High-Vol', 3: 'Ranging / Low-Vol'}",-511162.28950498224,-12.23051848363359,-9361.954268534031,-7.023221506777218,45,133084.90937747463,0.260357448328898,5,0,0.6078842810852776,0.6131708899807718,1.4953206198288929,1.773825301187346,15.203529357910156,0.00426793098449707,[],ok
24,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2020-02-29 20:00:00+00:00,2020-03-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,2020,43127,1461,567,568,388.0903490759753,18.30262273032952,0.7626092804303968,60.0,77.16549295774648,30.0,2490.0,50.70422535211267,23.06338028169014,9.859154929577464,3.345070422535211,1.056338028169014,49.29577464788733,4,3,3,31.622176591375773,"{0: 31.622176591375773, 1: 27.31006160164271, 2: 23.54551676933607, 3: 17.522245037645447}","{0: 'Downtrend / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Low-Vol', 3: 'Uptrend / High-Vol'}",-525681.8190519762,-12.189158046049487,-33145.61585503892,-22.686937614674143,42,139417.74016707053,0.26521316719398613,5,0,0.6080648745900988,0.6135301940014495,1.495301003591835,1.7780622403636248,18.94356060028076,0.0,[],ok
25,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2020-03-31 20:00:00+00:00,2020-04-01 00:00:00+00:00,2020-05-01 00:00:00+00:00,2020,44588,1412,747,749,529.0368271954674,24.91730368311327,1.0382209867963863,30.0,56.55540720961282,30.0,1050.0,44.726301735647525,16.955941255006675,3.871829105473965,1.335113484646195,0.13351134846461948,55.27369826435247,4,3,3,43.271954674220964,"{0: 8.498583569405099, 1: 43.271954674220964, 2: 12.393767705382436, 3: 35.8356940509915}","{0: 'Downtrend / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Uptrend / High-Vol', 3: 'Ranging / Low-Vol'}",-533420.468286393,-11.96331901602209,-14777.465776591982,-10.465627320532565,44,143116.6864007765,0.26829995268186313,5,0,0.6078606067487372,0.6142294521936782,1.4359056879905598,1.7703059734489803,11.084386825561523,0.0,[],ok
26,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2020-04-30 20:00:00+00:00,2020-05-01 00:00:00+00:00,2020-06-01 00:00:00+00:00,2020,46000,1488,816,817,548.3870967741935,26.34028244788164,1.097511768661735,30.0,54.63892288861689,30.0,570.0,43.57405140758874,16.034271725826194,3.6719706242350063,0.8567931456548347,0.12239902080783352,56.42594859241126,4,2,2,41.80107526881721,"{0: 20.094086021505376, 1: 3.024193548387097, 2: 41.80107526881721, 3: 35.08064516129033}","{0: 'Ranging / High-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / Low-Vol'}",-550310.0617470727,-11.963262211892886,-17286.044214141857,-11.61696519767598,42,149873.49303294637,0.272343726656827,5,0,0.6166112389356969,0.6294092267144562,0.32880636415590264,2.5938490415817763,15.727482795715332,0.0,"['no_uptrend_state', 'no_downtrend_state']",ok
27,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2020-05-31 20:00:00+00:00,2020-06-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2020,47488,1410,849,851,602.1276595744681,28.31966643502432,1.1799861014593467,30.0,49.70622796709753,30.0,480.0,41.950646298472385,14.218566392479437,1.8801410105757932,0.23501762632197415,0.0,58.049353701527615,4,3,3,50.42553191489362,"{0: 50.42553191489362, 1: 3.404255319148936, 2: 44.25531914893617, 3: 1.9148936170212765}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Uptrend / High-Vol'}",-569195.8695036378,-11.986099004035498,-7678.411082793695,-5.44568161900262,43,156214.91410089517,0.2744484323772782,5,0,0.6061334526197522,0.6123225944906907,1.4634686304433902,1.7741853664991358,14.555073499679565,0.00548100471496582,[],ok
28,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2020-06-30 20:00:00+00:00,2020-07-01 00:00:00+00:00,2020-08-01 00:00:00+00:00,2020,48898,1488,886,887,595.4301075268818,28.59986550100874,1.191661062542031,30.0,50.32694475760992,30.0,390.0,41.26268320180383,15.107102593010147,2.593010146561443,0.3382187147688839,0.0,58.73731679819617,4,2,2,48.52150537634409,"{0: 45.22849462365591, 1: 48.52150537634409, 2: 0.6720430107526881, 3: 5.577956989247312}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / High-Vol'}",-581550.712545757,-11.893139035252096,-6243.207384241657,-4.195703887259178,45,161848.52025857917,0.2783050846074662,5,0,0.6167058803935479,0.6280221784989795,0.3427526941907427,2.6164138213562755,16.734837770462036,0.0,"['no_uptrend_state', 'no_downtrend_state']",ok
