fold_id,model,timeframe,n_states,train_start,train_end,test_start,test_end,test_year,n_train,n_test,n_transitions,n_segments,transitions_per_1k_bars,transitions_per_day,transitions_per_hour,median_duration_minutes,mean_duration_minutes,min_duration_minutes,max_duration_minutes,pct_gt30m,pct_gt1h,pct_gt2h,pct_gt4h,pct_gt8h,pct_1bar,n_distinct_states_observed,n_distinct_labels_observed,n_distinct_labels_trained,max_state_occupancy_pct,state_occupancy,regime_labels_trained,train_ll,train_ll_per_obs,test_ll,test_ll_per_obs,best_seed,restart_spread,restart_spread_normalized,n_restarts_converged,n_restarts_failed,mean_stay_prob,median_stay_prob,trend_score_range,vol_score_range,fit_time_s,decode_time_s,failure_flags,status
0,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-02-28 20:00:00+00:00,2018-03-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,2018,8469,1488,362,363,243.27956989247312,11.685272360457295,0.48688634835238737,90.0,122.97520661157024,30.0,840.0,75.20661157024794,55.9228650137741,34.43526170798898,11.019283746556475,0.27548209366391185,24.793388429752067,4,4,4,37.76881720430107,"{0: 25.403225806451612, 1: 27.419354838709676, 2: 37.76881720430107, 3: 9.408602150537634}","{0: 'Uptrend / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Downtrend / Mid-Vol', 3: 'Ranging / High-Vol'}",-149379.31174006205,-17.638364829385058,-26909.69413461441,-18.08447186466022,43,0.0027214205474592745,1.8218189090299687e-08,5,0,0.855404223355436,0.8575018709053266,0.9092967486542634,2.003206655348905,2.8575358390808105,0.0,[],ok
1,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-03-31 20:00:00+00:00,2018-04-01 00:00:00+00:00,2018-05-01 00:00:00+00:00,2018,9957,1440,215,216,149.30555555555554,7.171646977067407,0.29881862404447534,120.0,200.0,30.0,1560.0,78.70370370370371,62.96296296296296,46.2962962962963,27.314814814814813,10.185185185185185,21.296296296296298,4,4,4,61.52777777777778,"{0: 16.59722222222222, 1: 1.9444444444444444, 2: 61.52777777777778, 3: 19.930555555555557}","{0: 'Uptrend / Mid-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Downtrend / Mid-Vol'}",-177625.65120421833,-17.83927399861588,-20382.49364369201,-14.154509474786119,46,0.0020402618683874607,1.148630197584327e-08,5,0,0.8521022115632649,0.8512638157515232,0.977961049175421,2.0959667668164026,3.1718389987945557,0.0042002201080322266,[],ok
2,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-04-30 20:00:00+00:00,2018-05-01 00:00:00+00:00,2018-06-01 00:00:00+00:00,2018,11397,1488,153,154,102.8225806451613,4.938802958977807,0.20578345662407532,180.0,289.87012987012986,30.0,1770.0,86.36363636363636,74.02597402597402,57.7922077922078,38.311688311688314,17.532467532467532,13.636363636363635,4,4,4,72.11021505376344,"{0: 7.661290322580645, 1: 0.4032258064516129, 2: 72.11021505376344, 3: 19.8252688172043}","{0: 'Uptrend / Mid-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Downtrend / Mid-Vol'}",-201223.15632802126,-17.65580032710549,-18265.952703439038,-12.275505849085375,45,7.668625877762679,3.811005660432923e-05,5,0,0.8517032332756811,0.8496838955521251,0.983707712241388,2.1309673106983538,3.2943625450134277,0.004023313522338867,[],ok
3,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-05-31 20:00:00+00:00,2018-06-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2018,12885,1371,831,832,606.1269146608315,27.719249478804723,1.1549687282835301,30.0,49.43509615384615,30.0,360.0,42.78846153846153,14.903846153846153,1.201923076923077,0.2403846153846154,0.0,57.21153846153846,4,3,3,48.57768052516411,"{0: 45.29540481400438, 1: 4.011670313639679, 2: 48.57768052516411, 3: 2.1152443471918305}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Uptrend / High-Vol'}",-187634.08003592363,-14.562210324867957,-14352.011132682717,-10.468279454910808,46,36862.021000302484,0.19645696023475606,5,0,0.5827059245427789,0.5905232299597011,2.149936954770123,1.5125470917801658,4.411869764328003,0.005452632904052734,[],ok
4,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-06-30 20:00:00+00:00,2018-07-01 00:00:00+00:00,2018-08-01 00:00:00+00:00,2018,14256,1450,896,897,617.9310344827586,28.922663080026897,1.2051109616677875,30.0,48.49498327759197,30.0,300.0,41.917502787068,14.381270903010032,0.8918617614269788,0.11148272017837235,0.0,58.082497212932,4,3,3,49.862068965517246,"{0: 46.41379310344828, 1: 2.413793103448276, 2: 49.862068965517246, 3: 1.3103448275862069}","{0: 'Ranging / Low-Vol', 1: 'Uptrend / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Downtrend / High-Vol'}",-205322.74816709058,-14.402549675020383,-12825.126154579979,-8.844914589365503,45,40108.75916129863,0.1953449362983313,5,0,0.584945881446833,0.5950067010057816,2.1299495031039806,1.4852007971581114,5.820565462112427,0.0050008296966552734,[],ok
5,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-07-31 20:00:00+00:00,2018-08-01 00:00:00+00:00,2018-09-01 00:00:00+00:00,2018,15706,1488,621,622,417.3387096774194,20.04572965702757,0.8352387357094821,30.0,71.7684887459807,30.0,1770.0,48.87459807073955,23.633440514469452,7.234726688102894,3.536977491961415,1.1254019292604502,51.12540192926045,4,3,3,38.844086021505376,"{0: 27.553763440860212, 1: 31.25, 2: 38.844086021505376, 3: 2.3521505376344085}","{0: 'Ranging / Mid-Vol', 1: 'Ranging / Mid-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-221504.6134990172,-14.103184356234381,-14988.767904331198,-10.073096709899998,43,44145.153331435344,0.19929676693452353,5,0,0.62446283174417,0.6366240060323387,0.2858635397337282,2.3999044812854895,4.1343913078308105,0.004000663757324219,"['no_uptrend_state', 'no_downtrend_state']",ok
6,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-08-31 20:00:00+00:00,2018-09-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,2018,17194,1440,881,882,611.8055555555557,29.387074357192493,1.2244614315496873,30.0,48.97959183673469,30.0,390.0,42.63038548752834,14.399092970521544,0.9070294784580499,0.11337868480725624,0.0,57.36961451247166,4,3,3,49.375,"{0: 49.375, 1: 2.9166666666666665, 2: 1.1111111111111112, 3: 46.59722222222222}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Uptrend / High-Vol', 3: 'Ranging / Low-Vol'}",-240536.73259814177,-13.989573839603453,-10751.850998467882,-7.466563193380474,43,48161.15485447663,0.2002237011132024,5,0,0.5922720353351005,0.5986147805322383,1.8876179778576638,1.684469613156369,5.443625450134277,0.002006053924560547,[],ok
7,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-09-30 20:00:00+00:00,2018-10-01 00:00:00+00:00,2018-11-01 00:00:00+00:00,2018,18634,1458,866,867,593.9643347050754,27.95427034297243,1.1647612642905179,30.0,50.449826989619375,30.0,270.0,44.17531718569781,17.185697808535178,1.2687427912341407,0.11534025374855825,0.0,55.82468281430219,4,3,3,50.82304526748971,"{0: 50.82304526748971, 1: 1.3717421124828533, 2: 46.913580246913575, 3: 0.8916323731138546}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Uptrend / High-Vol'}",-255843.36559780312,-13.729921949007359,-9681.715909759552,-6.640408717256209,43,51950.17801605191,0.20305462248225678,5,0,0.5918936789733301,0.5993473952418932,1.9322981789981486,1.6377979931107276,5.557528495788574,0.0064411163330078125,[],ok
8,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-10-31 20:00:00+00:00,2018-11-01 00:00:00+00:00,2018-12-01 00:00:00+00:00,2018,20092,1403,427,428,304.34782608695656,14.243224461431549,0.5934676858929813,30.0,98.3411214953271,30.0,2490.0,47.89719626168225,22.19626168224299,8.411214953271028,5.607476635514018,3.7383177570093453,52.10280373831776,4,3,3,45.972915181753386,"{0: 45.972915181753386, 1: 10.97647897362794, 2: 23.877405559515324, 3: 19.173200285103352}","{0: 'Ranging / Low-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Mid-Vol', 3: 'Ranging / Mid-Vol'}",-267475.7798255116,-13.31255125550028,-13570.915606391201,-9.672783753664435,44,2413.405112981971,0.00902289214580984,5,0,0.6218111888728379,0.6308559073079503,0.2746904266470124,2.336605960394646,5.452026605606079,0.002008199691772461,"['no_uptrend_state', 'no_downtrend_state']",ok
9,30m_hmm4,30m,4,2017-09-01 00:00:00+00:00,2018-11-30 20:00:00+00:00,2018-12-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2018,21495,1488,814,815,547.0430107526881,26.275722932078008,1.0948217888365837,30.0,54.77300613496933,30.0,450.0,44.66257668711656,19.018404907975462,3.3128834355828225,0.8588957055214724,0.0,55.33742331288344,4,3,3,48.52150537634409,"{0: 36.82795698924731, 1: 6.989247311827956, 2: 7.661290322580645, 3: 48.52150537634409}","{0: 'Ranging / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Mid-Vol'}",-283191.75492882606,-13.17477343237153,-18850.198617039707,-12.668144231881524,42,61556.75796066405,0.2173677619114828,5,0,0.6222823045840161,0.6298420507368865,0.27824085270370924,2.3322897316153646,5.98213529586792,0.004037141799926758,"['no_uptrend_state', 'no_downtrend_state']",ok
