fold_id,model,timeframe,n_states,train_start,train_end,test_start,test_end,test_year,n_train,n_test,n_transitions,n_segments,transitions_per_1k_bars,transitions_per_day,transitions_per_hour,median_duration_minutes,mean_duration_minutes,min_duration_minutes,max_duration_minutes,pct_gt30m,pct_gt1h,pct_gt2h,pct_gt4h,pct_gt8h,pct_1bar,n_distinct_states_observed,n_distinct_labels_observed,n_distinct_labels_trained,max_state_occupancy_pct,state_occupancy,regime_labels_trained,train_ll,train_ll_per_obs,test_ll,test_ll_per_obs,best_seed,restart_spread,restart_spread_normalized,n_restarts_converged,n_restarts_failed,mean_stay_prob,median_stay_prob,trend_score_range,vol_score_range,fit_time_s,decode_time_s,failure_flags,status
29,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-07-31 20:00:00+00:00,2020-08-01 00:00:00+00:00,2020-09-01 00:00:00+00:00,2020,297242,8928,550,551,61.60394265232975,17.743922930435755,0.7393301221014897,45.0,81.01633393829401,5.0,825.0,58.802177858439194,40.653357531760435,19.056261343012704,6.715063520871143,0.5444646098003629,1.2704174228675136,4,2,2,52.37455197132617,"{0: 1.14247311827957, 1: 52.37455197132617, 2: 10.87589605734767, 3: 35.607078853046595}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-4949583.504573814,-16.65169627634659,-108037.61877789133,-12.100987766340875,43,35775.604745672084,0.007228003065836256,5,0,0.9368884065093191,0.9348772465079864,0.2206571122159154,2.6173872556566593,112.04722237586975,0.01598644256591797,"['no_uptrend_state', 'no_downtrend_state']",ok
30,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-08-31 20:00:00+00:00,2020-09-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,2020,306170,8640,487,488,56.36574074074075,16.235212408843616,0.6764671837018172,50.0,88.52459016393442,5.0,860.0,61.270491803278695,43.44262295081967,23.15573770491803,7.581967213114754,1.2295081967213115,2.8688524590163933,4,2,2,44.386574074074076,"{0: 40.0, 1: 44.386574074074076, 2: 13.715277777777779, 3: 1.8981481481481481}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / High-Vol'}",-5098097.82251934,-16.65119973387118,-108799.75741479808,-12.59256451560163,45,34694.76671151072,0.0068054336969088445,5,0,0.9368455832682007,0.9346484767274155,0.22077868349780844,2.6318369554636822,99.59870553016663,0.03188633918762207,"['no_uptrend_state', 'no_downtrend_state']",ok
31,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-09-30 20:00:00+00:00,2020-10-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020,314810,8928,460,461,51.52329749103943,14.84037190545536,0.6183488293939733,45.0,96.83297180043384,5.0,2060.0,58.35140997830802,38.611713665943604,21.475054229934923,10.629067245119305,2.386117136659436,3.470715835140998,4,2,2,56.821236559139784,"{0: 56.821236559139784, 1: 31.25, 2: 10.887096774193548, 3: 1.0416666666666665}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / High-Vol'}",-5243307.704432796,-16.65546743887677,-99894.56396121891,-11.188907253720757,45,32798.89699448366,0.006255382831481513,5,0,0.9370295093276968,0.9345548922709029,0.2199022743467395,2.6378532791527523,118.79165005683899,0.027310848236083984,"['no_uptrend_state', 'no_downtrend_state']",ok
32,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-10-31 20:00:00+00:00,2020-11-01 00:00:00+00:00,2020-12-01 00:00:00+00:00,2020,323738,8581,541,543,63.04626500407878,18.035420766292393,0.751475865262183,45.0,79.0147329650092,5.0,585.0,57.4585635359116,38.12154696132597,19.70534069981584,7.18232044198895,0.7366482504604052,2.0257826887661143,4,2,2,54.06129821699103,"{0: 5.65202190886843, 1: 35.578603892320245, 2: 54.06129821699103, 3: 4.708075981820301}","{0: 'Ranging / Low-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-5379304.402672015,-16.61622794565981,-153092.5333870534,-17.840873253356648,44,34483.93406425603,0.006410482003421692,5,0,0.9371619980336398,0.9342697081263639,0.2217167651494248,2.648378349682421,116.92922759056091,0.03217148780822754,"['no_uptrend_state', 'no_downtrend_state']",ok
33,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-11-30 20:00:00+00:00,2020-12-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2020,332319,8772,523,525,59.62152302781578,16.872857622941638,0.7030357342892348,50.0,83.54285714285714,5.0,540.0,61.142857142857146,41.523809523809526,21.142857142857142,8.190476190476192,0.38095238095238093,0.9523809523809524,4,2,2,45.371637026903784,"{0: 45.371637026903784, 1: 5.289557683538532, 2: 40.01367989056088, 3: 9.325125398996809}","{0: 'Ranging / Low-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-5555221.855157116,-16.716533978367522,-155919.7955331075,-17.774714493058312,43,29656.992057505995,0.0053385792378344565,5,0,0.9372193850924943,0.9339899139269325,0.22439058759049785,2.6505968995549587,115.66687297821045,0.01854848861694336,"['no_uptrend_state', 'no_downtrend_state']",ok
34,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2020-12-31 20:00:00+00:00,2021-01-01 00:00:00+00:00,2021-02-01 00:00:00+00:00,2021,341091,8928,534,535,59.81182795698925,17.227736081550354,0.7178223367312646,40.0,83.4392523364486,5.0,1695.0,54.01869158878505,36.26168224299066,20.0,7.850467289719626,1.4953271028037385,1.4953271028037385,4,2,2,61.0103046594982,"{0: 0.5376344086021506, 1: 7.515681003584229, 2: 61.0103046594982, 3: 30.93637992831541}","{0: 'Ranging / Low-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / High-Vol'}",-5733573.843568072,-16.809513717946448,-229534.59614323673,-25.709520177333864,45,56773.96201206371,0.009902019850281128,5,0,0.9371679439336542,0.9339323815980851,0.23346334493607526,2.6499166247243036,149.1109118461609,0.02132248878479004,"['no_uptrend_state', 'no_downtrend_state']",ok
35,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-01-31 20:00:00+00:00,2021-02-01 00:00:00+00:00,2021-03-01 00:00:00+00:00,2021,350019,7985,507,509,63.49405134627427,18.109388565050228,0.7545578568770928,50.0,78.43811394891945,5.0,1240.0,61.8860510805501,40.078585461689585,19.842829076620824,5.304518664047151,0.3929273084479371,1.9646365422396856,4,2,2,58.22166562304321,"{0: 15.792110206637444, 1: 25.735754539762052, 2: 58.22166562304321, 3: 0.25046963055729493}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-5908686.718417428,-16.88104565300006,-175859.80791680168,-22.023770559399082,45,30082.97450593766,0.005091313169840053,5,0,0.9369872754015836,0.9348011947234995,0.23287202610685395,2.6244572285291774,105.48117351531982,0.011443138122558594,"['no_uptrend_state', 'no_downtrend_state']",ok
36,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-02-28 20:00:00+00:00,2021-03-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,2021,358004,8863,508,510,57.31693557486178,16.388932452111572,0.6828721855046488,50.0,86.8921568627451,5.0,1645.0,63.33333333333333,42.745098039215684,22.54901960784314,6.666666666666667,0.9803921568627451,1.7647058823529411,4,2,2,58.78370754823423,"{0: 4.63725600812366, 1: 35.03328444093422, 2: 1.5457520027078868, 3: 58.78370754823423}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-6079194.783204741,-16.98080128491509,-171661.75173729094,-19.36835741140595,45,28047.513732598163,0.004613688939542827,5,0,0.9368139282449195,0.9347853110178551,0.24074622979347546,2.614609812655412,141.53884434700012,0.030449867248535156,"['no_uptrend_state', 'no_downtrend_state']",ok
37,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-03-31 20:00:00+00:00,2021-04-01 00:00:00+00:00,2021-05-01 00:00:00+00:00,2021,366867,8460,514,516,60.75650118203309,17.135316587568006,0.7139715244820002,50.0,81.97674418604652,5.0,655.0,61.82170542635659,42.248062015503876,21.705426356589147,5.62015503875969,0.7751937984496124,1.3565891472868217,4,2,2,50.57919621749409,"{0: 4.75177304964539, 1: 9.881796690307329, 2: 34.78723404255319, 3: 50.57919621749409}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-6275628.237260968,-17.10600363963226,-143367.36459937925,-16.94649699756256,43,23314.349122039042,0.0037150621803267803,5,0,0.9364758039531556,0.9348677388909066,0.2509085461161418,2.6086922962919616,123.53115439414978,0.016033172607421875,"['no_uptrend_state', 'no_downtrend_state']",ok
38,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-04-30 20:00:00+00:00,2021-05-01 00:00:00+00:00,2021-06-01 00:00:00+00:00,2021,375327,8928,545,546,61.043906810035836,17.582614540159067,0.7326089391732944,40.0,81.75824175824175,5.0,1450.0,55.67765567765568,38.46153846153847,19.963369963369964,7.509157509157509,0.7326007326007326,2.380952380952381,4,2,2,51.81451612903226,"{0: 26.63530465949821, 1: 20.206093189964157, 2: 1.3440860215053763, 3: 51.81451612903226}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-6444618.001250568,-17.170675174582612,-217949.29315786576,-24.411883194205394,43,18899.155609949492,0.002932548617510323,5,0,0.9363609466405295,0.9348406942470744,0.25391655437930066,2.6103668801557998,148.73134303092957,0.032065629959106445,"['no_uptrend_state', 'no_downtrend_state']",ok
39,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-05-31 20:00:00+00:00,2021-06-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2021,384255,8640,505,506,58.449074074074076,16.835281861326543,0.7014700775552726,50.0,85.37549407114625,5.0,625.0,60.079051383399204,40.11857707509881,21.936758893280633,8.102766798418973,0.9881422924901186,2.371541501976284,4,2,2,61.2037037037037,"{0: 61.2037037037037, 1: 10.636574074074074, 2: 0.06944444444444445, 3: 28.09027777777778}","{0: 'Ranging / High-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / Low-Vol'}",-6595529.685491611,-17.16446028156201,-186812.7464335228,-21.621845652028103,42,21055.01680840552,0.0031923162827575294,5,0,0.9361036518135899,0.9350294058561024,0.2645415642746652,2.5960443322645363,155.50834035873413,0.012296915054321289,"['no_uptrend_state', 'no_downtrend_state']",ok
40,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-06-30 20:00:00+00:00,2021-07-01 00:00:00+00:00,2021-08-01 00:00:00+00:00,2021,392895,8928,628,629,70.3405017921147,20.2603338187521,0.8441805757813374,45.0,70.9697933227345,5.0,585.0,57.39268680445151,37.67885532591415,17.011128775834656,3.97456279809221,0.3179650238473768,2.384737678855326,4,2,2,57.392473118279575,"{0: 57.392473118279575, 1: 3.673835125448029, 2: 27.542562724014335, 3: 11.391129032258064}","{0: 'Ranging / Low-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-6784441.552847323,-17.267823598791846,-151165.08687950452,-16.931573351198985,43,17110.612289165147,0.0025220369511450937,5,0,0.9354984049176626,0.9350833772659441,0.25944869675894966,2.582955699967247,167.7100055217743,0.03193330764770508,"['no_uptrend_state', 'no_downtrend_state']",ok
41,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-07-31 20:00:00+00:00,2021-08-01 00:00:00+00:00,2021-09-01 00:00:00+00:00,2021,401823,8827,559,560,63.32842415316642,18.034278032933795,0.7514282513722415,50.0,78.8125,5.0,600.0,61.42857142857143,41.785714285714285,21.428571428571427,5.535714285714286,0.5357142857142857,2.857142857142857,4,2,2,59.578565764132776,"{0: 1.9372380197122465, 1: 59.578565764132776, 2: 8.24742268041237, 3: 30.236773535742607}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-6960807.459066154,-17.323068761783556,-147910.20466500038,-16.756565612892306,45,13140.682514791377,0.0018878100841126125,5,0,0.935384033311482,0.9346574944684547,0.25840798910782936,2.5899174681802526,164.28612399101257,0.028860092163085938,"['no_uptrend_state', 'no_downtrend_state']",ok
42,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-08-31 20:00:00+00:00,2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,2021,410650,8569,594,595,69.3196405648267,19.802291931936566,0.8250954971640235,45.0,72.00840336134453,5.0,570.0,58.655462184873954,38.31932773109244,18.319327731092436,4.369747899159663,0.16806722689075632,4.705882352941177,4,2,2,57.6730073520831,"{0: 11.51826350799393, 1: 25.63893103045863, 2: 5.169798109464349, 3: 57.6730073520831}","{0: 'Ranging / Low-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-7143788.037851846,-17.396293772925475,-147502.256038152,-17.213473688662855,45,6525.01307620015,0.0009133827937820838,5,0,0.9333726396940889,0.9262622721298092,0.23658411652956568,2.6327147648637044,196.22131609916687,0.026209354400634766,"['no_uptrend_state', 'no_downtrend_state']",ok
43,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-09-30 20:00:00+00:00,2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,2021,419219,8928,1068,1069,119.6236559139785,34.45547216310071,1.4356446734625292,30.0,41.75865294667914,5.0,375.0,44.71468662301216,19.363891487371376,4.20954162768943,0.4677268475210477,0.0,5.799812909260991,4,4,4,32.80689964157706,"{0: 32.80689964157706, 1: 32.03405017921147, 2: 29.905913978494624, 3: 5.253136200716845}","{0: 'Uptrend / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Downtrend / Mid-Vol', 3: 'Ranging / High-Vol'}",-7309530.084937,-17.436065838945755,-140899.5415736208,-15.781758688801613,42,0.006637639366090298,9.080801760114114e-10,5,0,0.8978258090046725,0.8992446253697259,0.6980488959734523,2.1218381034381824,162.58256697654724,0.021552085876464844,[],ok
44,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-10-31 20:00:00+00:00,2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,2021,428147,8640,618,619,71.52777777777777,20.602384535247136,0.8584326889686306,40.0,69.78998384491115,5.0,735.0,56.70436187399031,36.995153473344104,15.993537964458804,4.68497576736672,0.48465266558966075,6.78513731825525,4,3,3,58.91203703703704,"{0: 23.703703703703706, 1: 2.7430555555555554, 2: 14.641203703703704, 3: 58.91203703703704}","{0: 'Ranging / Mid-Vol', 1: 'Ranging / High-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / Low-Vol'}",-7480560.3260979755,-17.4719438092477,-137579.1955343051,-15.923518001655681,42,85.2061270577833,1.1390340207606974e-05,5,0,0.9322351569293714,0.925894202651872,0.24047379151180687,2.639904475756237,161.4333221912384,0.014765024185180664,"['no_uptrend_state', 'no_downtrend_state']",ok
45,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-11-30 20:00:00+00:00,2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2021,436787,8928,1020,1021,114.24731182795699,32.906911616444496,1.3711213173518537,30.0,43.721841332027424,5.0,485.0,47.40450538687561,20.959843290891282,5.190989226248776,0.4897159647404506,0.0979431929480901,6.268364348677767,4,4,4,34.87903225806452,"{0: 29.63709677419355, 1: 28.864247311827956, 2: 6.619623655913978, 3: 34.87903225806452}","{0: 'Uptrend / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Downtrend / Mid-Vol'}",-7647037.552887343,-17.50747516040391,-145228.8851984189,-16.266676209500325,44,0.012163451872766018,1.5906096692533414e-09,5,0,0.8967251773038785,0.8991170475666019,0.701768150246195,2.115748105198704,143.8363950252533,0.02647686004638672,[],ok
46,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2021-12-31 20:00:00+00:00,2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,2022,445715,8928,912,913,102.15053763440861,29.422650386468018,1.225943766102834,30.0,48.89375684556408,5.0,635.0,47.20700985761227,25.191675794085434,7.447973713033954,1.3143483023001095,0.21905805038335158,6.571741511500548,4,4,4,34.229390681003586,"{0: 28.965053763440864, 1: 34.229390681003586, 2: 9.520609318996415, 3: 27.284946236559136}","{0: 'Downtrend / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Uptrend / Mid-Vol'}",-7819336.269448593,-17.543354541463923,-144674.71815861625,-16.204605528518844,42,0.006638345308601856,8.489653187750655e-10,5,0,0.8964632423902122,0.8991463889784912,0.7048800051902604,2.1174998603241524,150.02656078338623,0.03640270233154297,[],ok
47,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-01-31 20:00:00+00:00,2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,2022,454643,8064,880,881,109.12698412698413,31.432469304229194,1.3096862210095497,30.0,45.76617480136209,5.0,485.0,47.105561861521004,22.36095346197503,6.81044267877412,0.7945516458569807,0.11350737797956867,5.675368898978434,4,4,4,33.59375,"{0: 33.59375, 1: 9.213789682539684, 2: 28.819444444444443, 3: 28.373015873015873}","{0: 'Ranging / Low-Vol', 1: 'Ranging / High-Vol', 2: 'Uptrend / Mid-Vol', 3: 'Downtrend / Mid-Vol'}",-7990065.209650517,-17.574372000999723,-135951.47235821048,-16.85906155235745,44,0.0028353622183203697,3.548609609463234e-10,5,0,0.8963505028980983,0.8993110542000698,0.7079895245705948,2.1179008298871778,155.93287873268127,0.031681060791015625,[],ok
48,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-02-28 20:00:00+00:00,2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022,462707,8928,896,897,100.3584229390681,28.906463537582614,1.2044359807326088,30.0,49.76588628762542,5.0,775.0,48.60646599777034,22.630992196209586,6.577480490523968,1.89520624303233,0.4459308807134894,5.797101449275362,4,4,4,43.57078853046595,"{0: 43.57078853046595, 1: 24.65277777777778, 2: 25.85125448028674, 3: 5.925179211469534}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / Mid-Vol', 2: 'Uptrend / Mid-Vol', 3: 'Ranging / High-Vol'}",-8144640.100403862,-17.60215449605012,-136842.17796051147,-15.327304879089546,46,0.0040677497163414955,4.994388537978235e-10,5,0,0.8961489587999167,0.8991839008825402,0.7105378869567327,2.1199200793317003,151.55898022651672,0.023607254028320312,[],ok
49,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-03-31 20:00:00+00:00,2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,2022,471635,8640,744,745,86.11111111111111,24.80287070262762,1.0334529459428174,30.0,57.986577181208055,5.0,1190.0,46.1744966442953,22.684563758389263,9.53020134228188,3.8926174496644297,1.0738255033557047,6.7114093959731544,4,4,4,55.3587962962963,"{0: 55.3587962962963, 1: 19.247685185185183, 2: 2.939814814814815, 3: 22.453703703703702}","{0: 'Ranging / Low-Vol', 1: 'Uptrend / Mid-Vol', 2: 'Ranging / High-Vol', 3: 'Downtrend / Mid-Vol'}",-8307492.154571194,-17.614240153023406,-119778.61841722328,-13.863266020511952,43,74.29662408865988,8.943327625988571e-06,5,0,0.8958527783941015,0.8990331519927031,0.711345820825777,2.1202939490575394,192.7602460384369,0.023258686065673828,[],ok
50,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-04-30 20:00:00+00:00,2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,2022,480275,8928,878,879,98.34229390681004,28.325753332586533,1.1802397221911056,30.0,50.784982935153586,5.0,1875.0,47.2127417519909,23.094425483503983,7.053469852104664,2.1615472127417523,0.5688282138794084,7.394766780432309,4,4,4,33.064516129032256,"{0: 14.49372759856631, 1: 25.806451612903224, 2: 26.63530465949821, 3: 33.064516129032256}","{0: 'Ranging / High-Vol', 1: 'Uptrend / Mid-Vol', 2: 'Downtrend / Mid-Vol', 3: 'Ranging / Low-Vol'}",-8458387.639272947,-17.611550964078802,-156726.95683766197,-17.55454265654816,44,0.002920147031545639,3.4523684135581243e-10,5,0,0.8958172801817281,0.8988752633029966,0.7128359895680045,2.12375292118696,151.5982882976532,0.019999265670776367,[],ok
51,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-05-31 20:00:00+00:00,2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022,489203,8640,924,925,106.94444444444444,30.803565227456883,1.2834818844773699,30.0,46.7027027027027,5.0,1180.0,43.24324324324324,20.54054054054054,6.702702702702703,1.7297297297297298,0.5405405405405406,7.891891891891892,4,4,4,27.662037037037035,"{0: 26.377314814814817, 1: 24.45601851851852, 2: 21.50462962962963, 3: 27.662037037037035}","{0: 'Ranging / Low-Vol', 1: 'Uptrend / Mid-Vol', 2: 'Ranging / High-Vol', 3: 'Downtrend / Mid-Vol'}",-8624340.59676893,-17.629369805109395,-168595.7403338903,-19.513395871978044,44,0.003712821751832962,4.3050500037347246e-10,5,0,0.8958597695437482,0.8991523734213054,0.7137783094463217,2.1233250345463994,138.49434781074524,0.0318455696105957,[],ok
52,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-06-30 20:00:00+00:00,2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,2022,497843,8928,1092,1093,122.31182795698925,35.22975243642881,1.467906351517867,30.0,40.84172003659652,5.0,350.0,44.00731930466606,18.48124428179323,4.300091491308326,0.5489478499542544,0.0,6.495882891125343,4,4,4,32.750896057347674,"{0: 31.171594982078854, 1: 32.750896057347674, 2: 9.890232974910393, 3: 26.187275985663085}","{0: 'Uptrend / Mid-Vol', 1: 'Downtrend / Mid-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-8789519.288836883,-17.65520312395049,-159345.1053486417,-17.847794057867574,44,74115.27354228869,0.00843223287949532,5,0,0.8958286800471615,0.8991988439891815,0.7158384491068648,2.1221952720366657,184.03824615478516,0.017291784286499023,[],ok
53,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-07-31 20:00:00+00:00,2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,2022,506771,8928,907,908,101.5905017921147,29.26134199619133,1.2192225831746386,30.0,49.16299559471366,5.0,955.0,45.15418502202643,22.24669603524229,7.929515418502203,1.4317180616740088,0.3303964757709251,5.286343612334802,4,4,4,48.924731182795696,"{0: 48.924731182795696, 1: 25.515232974910397, 2: 2.6881720430107525, 3: 22.871863799283155}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / Mid-Vol', 2: 'Ranging / High-Vol', 3: 'Uptrend / Mid-Vol'}",-8966504.09299622,-17.693404107567755,-127631.32610865364,-14.295623444069628,42,28680.017246011645,0.0031985729274817093,5,0,0.8955800168723841,0.8987254714625117,0.71889771973958,2.1245032369035717,184.23256063461304,0.023779630661010742,[],ok
54,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-08-31 20:00:00+00:00,2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,2022,515699,8640,1021,1022,118.1712962962963,34.03727283250376,1.4182197013543232,30.0,42.27005870841487,5.0,635.0,43.737769080234834,18.199608610567513,5.283757338551859,0.8806262230919765,0.09784735812133072,7.045009784735812,4,4,4,36.898148148148145,"{0: 29.583333333333332, 1: 27.326388888888886, 2: 36.898148148148145, 3: 6.19212962962963}","{0: 'Uptrend / Mid-Vol', 1: 'Downtrend / Mid-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-9127665.457587348,-17.699598908641182,-142892.37729053685,-16.538469593812135,44,32142.92769960314,0.0035214839817430442,5,0,0.8953351248396608,0.898643364943977,0.7213674636143839,2.1266152179995306,206.9456548690796,0.019640207290649414,[],ok
55,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-09-30 20:00:00+00:00,2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,2022,524339,8928,680,681,76.16487455197132,21.937941077629663,0.9140808782345692,30.0,65.55066079295155,5.0,1275.0,46.40234948604993,27.75330396475771,12.481644640234949,4.405286343612335,1.908957415565345,6.607929515418502,4,4,4,70.62051971326166,"{0: 70.62051971326166, 1: 14.392921146953405, 2: 1.4224910394265233, 3: 13.564068100358423}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / Mid-Vol', 2: 'Ranging / High-Vol', 3: 'Uptrend / Mid-Vol'}",-9289112.970716434,-17.71585361896871,-110236.60924613217,-12.34729046215638,42,0.003787107765674591,4.07693154084066e-10,5,0,0.895214783774035,0.8986537287130507,0.7215804572405808,2.1257247677887383,167.62344980239868,0.015953540802001953,[],ok
56,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-10-31 20:00:00+00:00,2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,2022,533267,8640,716,717,82.87037037037037,23.869429332098623,0.9945595555041091,30.0,60.2510460251046,5.0,1440.0,46.16457461645746,24.825662482566248,10.599721059972106,4.463040446304045,0.8368200836820083,6.5550906555090656,4,4,4,56.18055555555556,"{0: 16.11111111111111, 1: 17.5, 2: 10.208333333333334, 3: 56.18055555555556}","{0: 'Uptrend / Mid-Vol', 1: 'Downtrend / Mid-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-9434947.826244844,-17.692727707217667,-131413.46149438687,-15.209891376665146,44,0.0037448108196258545,3.9690848201715047e-10,5,0,0.895457530483512,0.8989775074403454,0.718975720102841,2.1253582572670733,178.0310115814209,0.022014141082763672,[],ok
57,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-11-30 20:00:00+00:00,2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2022,541907,8928,345,346,38.64247311827957,11.130278929091519,0.46376162204547994,30.0,129.01734104046244,5.0,1950.0,49.13294797687861,36.41618497109826,24.277456647398843,14.450867052023122,6.9364161849710975,8.092485549132949,4,4,4,86.68234767025089,"{0: 5.320340501792114, 1: 86.68234767025089, 2: 1.0192652329749106, 3: 6.978046594982079}","{0: 'Uptrend / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Downtrend / Mid-Vol'}",-9578226.464020878,-17.675037347775316,-101812.74022050241,-11.403756745127959,44,0.003962935879826546,4.1374422443577624e-10,5,0,0.8956953914685585,0.8992416579597668,0.7158243553840065,2.123976507366098,174.83154249191284,0.023545026779174805,[],ok
58,5m_hmm4,5m,4,2017-09-01 00:00:00+00:00,2022-12-31 20:00:00+00:00,2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,2023,550835,8928,609,610,68.21236559139784,19.647361935700683,0.818640080654195,30.0,73.18032786885246,5.0,2190.0,46.557377049180324,25.73770491803279,10.819672131147541,5.245901639344262,2.459016393442623,5.409836065573771,4,4,4,69.24283154121864,"{0: 69.24283154121864, 1: 11.59274193548387, 2: 4.099462365591398, 3: 15.064964157706093}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / Mid-Vol', 2: 'Ranging / High-Vol', 3: 'Uptrend / Mid-Vol'}",-9713625.633370617,-17.634365342381326,-118014.65226731381,-13.218487037109522,43,23218.10595737584,0.0023902615597631576,5,0,0.8963157756760898,0.8995917172170171,0.7086713492364173,2.1198123367348547,177.9639756679535,0.0158383846282959,[],ok
