state,regime,horizon,n,mean_ret,median_ret,std_ret,p_positive,fold_id
1,Downtrend / High-Vol,8h,67,-0.001432887502361052,-0.0009425091438135524,0.011893235893823621,0.4925373134328358,23
2,Uptrend / High-Vol,30m,57,0.0006435870659894118,0.000834471451495844,0.005171959988235074,0.5964912280701754,23
2,Uptrend / High-Vol,1h,57,0.0014623055745355742,0.002716653603728858,0.006049491089347473,0.631578947368421,23
2,Uptrend / High-Vol,2h,57,0.002316305853838124,0.0015488351100412245,0.007590111358492394,0.631578947368421,23
2,Uptrend / High-Vol,4h,57,0.002697617533043652,0.0016522738718265373,0.010407893306545018,0.5263157894736842,23
2,Uptrend / High-Vol,8h,57,0.00543199348403552,0.0019978352067706595,0.013377364814215956,0.5263157894736842,23
3,Ranging / Low-Vol,30m,657,-0.00013115849201238405,-3.956552990658224e-05,0.0030914619087425792,0.4977168949771689,23
3,Ranging / Low-Vol,1h,655,-0.00014110533994531955,8.106904592963815e-06,0.004449287372682858,0.5022900763358779,23
3,Ranging / Low-Vol,2h,653,-9.840005635302444e-05,0.00016775512472655407,0.0063246237777779,0.5145482388973966,23
3,Ranging / Low-Vol,4h,644,-0.00037711054630807576,0.00014126835124095294,0.009525608984643105,0.5093167701863354,23
3,Ranging / Low-Vol,8h,630,-0.0008964304474300041,3.628576672554118e-05,0.013048605164488735,0.5015873015873016,23
0,Downtrend / High-Vol,30m,462,-0.000574835696618535,-0.00015414002835800744,0.02108978371634151,0.4935064935064935,24
0,Downtrend / High-Vol,1h,462,-0.0012357500837475409,0.00030217076485783423,0.03014601134415168,0.5064935064935064,24
0,Downtrend / High-Vol,2h,462,-0.0026814860336924987,0.0005020921482774554,0.039188126272783126,0.5064935064935064,24
0,Downtrend / High-Vol,4h,462,-0.005349652184977553,0.0006145156205512592,0.055057239269066645,0.5108225108225108,24
0,Downtrend / High-Vol,8h,462,-0.010616005350500743,0.00038374822295139666,0.07334229279669706,0.5064935064935064,24
1,Ranging / Low-Vol,30m,397,-3.8426858959584986e-05,-0.00015088743116997705,0.005751695588862958,0.4836272040302267,24
1,Ranging / Low-Vol,1h,397,-0.00018417416529210496,-0.00026420248538805424,0.008170030657149947,0.4811083123425693,24
1,Ranging / Low-Vol,2h,395,1.0466842354747672e-05,-7.68338736456542e-06,0.012240443541396915,0.49873417721518987,24
1,Ranging / Low-Vol,4h,391,-0.0007938623681406311,-0.00034338731055960636,0.01682389774378632,0.4936061381074169,24
1,Ranging / Low-Vol,8h,382,-0.001721855434856564,-0.0015974850224500514,0.02833363176124795,0.468586387434555,24
2,Ranging / Low-Vol,30m,344,-0.00019012648994004179,2.9179240259580297e-05,0.005349394610014351,0.5058139534883721,24
2,Ranging / Low-Vol,1h,342,-4.0347034796982094e-05,0.0001603314869749184,0.008247463277777768,0.5175438596491229,24
2,Ranging / Low-Vol,2h,340,-0.0004788310551373259,-2.3762954937112113e-06,0.011294374028629534,0.5,24
2,Ranging / Low-Vol,4h,336,-0.0007773670191098668,-0.00022093960635416465,0.015528361380338617,0.49702380952380953,24
2,Ranging / Low-Vol,8h,329,-0.001892706571895065,-0.0019035978314878577,0.024162147466372966,0.46200607902735563,24
3,Uptrend / High-Vol,30m,256,0.00022468988432071402,-0.00047814615459085275,0.009502608754165356,0.484375,24
3,Uptrend / High-Vol,1h,256,0.00035370303206896936,0.00026070785471610236,0.013063446779228353,0.51171875,24
3,Uptrend / High-Vol,2h,256,0.0009581056016294762,0.00011624805491994294,0.018750253628260768,0.5078125,24
3,Uptrend / High-Vol,4h,256,0.0027214469937387395,-0.00012391401640599042,0.024091112468612275,0.49609375,24
3,Uptrend / High-Vol,8h,256,0.005790296916953028,0.00014192294273573935,0.034520364940586405,0.5,24
0,Downtrend / High-Vol,30m,119,-0.000868793593411338,-6.683079860358987e-05,0.008909909557740365,0.48739495798319327,25
0,Downtrend / High-Vol,1h,118,-0.0015295170938768403,0.0004707873144838004,0.012562810101195358,0.5338983050847458,25
0,Downtrend / High-Vol,2h,118,-0.0017686204296086636,0.0007076931598835046,0.01570094862452992,0.559322033898305,25
0,Downtrend / High-Vol,4h,118,-0.001908619440566368,0.001404307884570244,0.015429987770371826,0.576271186440678,25
0,Downtrend / High-Vol,8h,112,-0.0018141254940906412,-0.0004811181330914849,0.023428826184455742,0.4732142857142857,25
1,Ranging / Low-Vol,30m,610,0.0003480844045493225,0.00022292458711170582,0.0037370803805613236,0.5327868852459017,25
1,Ranging / Low-Vol,1h,609,0.00040915259765991063,0.0004368020337057743,0.0054007419591749085,0.548440065681445,25
1,Ranging / Low-Vol,2h,607,0.0009001206748160209,0.0006582613854977382,0.007950090700008246,0.5650741350906096,25
1,Ranging / Low-Vol,4h,604,0.0017987333387597705,0.0012884571047058202,0.012579903843183304,0.5927152317880795,25
1,Ranging / Low-Vol,8h,600,0.004122918806706905,0.001534350206470414,0.019064571265387704,0.5716666666666667,25
2,Uptrend / High-Vol,30m,175,0.001546877831283453,0.0005405582743431836,0.007777393276794868,0.5542857142857143,25
2,Uptrend / High-Vol,1h,175,0.0026105787419990023,0.0010532683204402815,0.010447666022490821,0.5771428571428572,25
2,Uptrend / High-Vol,2h,175,0.003646340851314004,0.0018060541908191396,0.01427850495007414,0.56,25
2,Uptrend / High-Vol,4h,171,0.004387493305596444,0.0019950271035487077,0.020620890470589546,0.5614035087719298,25
2,Uptrend / High-Vol,8h,169,0.0060386117749735594,0.0020312870154359786,0.02883076769904013,0.5502958579881657,25
3,Ranging / Low-Vol,30m,506,-0.00014025187148353717,1.9921282447654676e-05,0.003778246340197722,0.5039525691699605,25
3,Ranging / Low-Vol,1h,506,0.00018604229710481835,-8.496651566325397e-06,0.00541376978725198,0.5,25
3,Ranging / Low-Vol,2h,504,0.00055920192908551,0.00020598796804716102,0.008649824136112564,0.5119047619047619,25
3,Ranging / Low-Vol,4h,503,0.0018551964471353885,0.0008928210807788162,0.014523644202789397,0.5387673956262425,25
3,Ranging / Low-Vol,8h,499,0.003581861443662395,0.0012380283302455553,0.019155138514783298,0.5671342685370742,25
0,Ranging / High-Vol,30m,299,-0.0003976262346161218,0.0007004098044554041,0.009152305731041248,0.5451505016722408,26
0,Ranging / High-Vol,1h,299,-0.00018861714764842897,0.0005995381829055901,0.009565753277038583,0.5418060200668896,26
0,Ranging / High-Vol,2h,299,4.458911274463927e-05,0.0005571217688959962,0.01175161691253356,0.5418060200668896,26
0,Ranging / High-Vol,4h,299,-0.0005347570380556741,0.00011229092987541378,0.014932881043964272,0.5016722408026756,26
0,Ranging / High-Vol,8h,299,-0.001460328500829609,0.0004343466616667513,0.017980452309818425,0.5183946488294314,26
1,Ranging / High-Vol,30m,45,0.002393127541434047,0.0011037599320609104,0.010934680108410573,0.5333333333333333,26
1,Ranging / High-Vol,1h,45,0.0036269240868473988,0.0018257406175763435,0.012465942269119071,0.5555555555555556,26
1,Ranging / High-Vol,2h,45,0.006239526812455528,0.004155889986760641,0.013633079721601795,0.7111111111111111,26
1,Ranging / High-Vol,4h,45,0.005222545208082568,0.008123216771258157,0.02054574243729198,0.6444444444444445,26
1,Ranging / High-Vol,8h,45,0.007636274476162165,0.01024317933246266,0.019993027180851296,0.7555555555555555,26
2,Ranging / Low-Vol,30m,621,-1.2984302466277301e-06,0.0001439513575807183,0.004246475799459035,0.5249597423510467,26
2,Ranging / Low-Vol,1h,621,-0.0001551230761302531,6.437038942408435e-05,0.006017685774449853,0.5120772946859904,26
2,Ranging / Low-Vol,2h,621,-0.00012520075359611263,3.932506945503178e-05,0.008567316739863086,0.5056360708534622,26
2,Ranging / Low-Vol,4h,618,0.00027675623747206167,0.00043662868745464323,0.013086766073281322,0.5226537216828478,26
2,Ranging / Low-Vol,8h,612,0.0007272344654149212,0.0021390870230399983,0.020701495858446873,0.5702614379084967,26
3,Ranging / Low-Vol,30m,522,0.0001791276350555138,-1.2751474320893408e-05,0.004127408473463351,0.49616858237547895,26
3,Ranging / Low-Vol,1h,521,0.00029133450577843067,0.00014492470023519388,0.008124223163864854,0.525911708253359,26
3,Ranging / Low-Vol,2h,519,0.00022997730730959964,0.00038888594231778484,0.01190016903848115,0.5202312138728323,26
3,Ranging / Low-Vol,4h,518,0.0008321792109257583,0.0006845962528618799,0.015529341013444222,0.5308880308880309,26
3,Ranging / Low-Vol,8h,516,0.0018907457441634887,0.0033895326645367874,0.02050023305074702,0.5949612403100775,26
0,Ranging / Low-Vol,30m,710,-4.23201938791366e-05,3.199379535878677e-05,0.003338676861268414,0.5112676056338028,27
0,Ranging / Low-Vol,1h,709,-7.349416941183615e-05,-3.091750796890835e-05,0.004674138570405706,0.49647390691114246,27
0,Ranging / Low-Vol,2h,707,-0.00021495195745160244,-0.0002634753233543563,0.0068446715211651216,0.4639321074964639,27
0,Ranging / Low-Vol,4h,702,-0.0003294980901290245,-0.00017198754292468976,0.008905759139374034,0.48575498575498577,27
0,Ranging / Low-Vol,8h,693,-0.0007444437849383097,-0.00044063039664798964,0.013646105661295985,0.47186147186147187,27
1,Downtrend / High-Vol,30m,48,-0.00022046843980971786,0.00043357756343542775,0.008939694301529199,0.5208333333333334,27
1,Downtrend / High-Vol,1h,48,0.00010667148605976913,0.000793004635288419,0.00969617332416082,0.5833333333333334,27
1,Downtrend / High-Vol,2h,48,0.0005658128883684332,0.001474636669710705,0.008654964990727716,0.6041666666666666,27
1,Downtrend / High-Vol,4h,48,-0.0009240312534416854,-0.0004857068346533211,0.010823872603148139,0.4791666666666667,27
1,Downtrend / High-Vol,8h,45,0.0005571517960107759,-0.0007354100242142891,0.012268496508606662,0.4666666666666667,27
2,Ranging / Low-Vol,30m,623,-1.677085743296073e-05,-0.00010033262454456349,0.0031217066822573736,0.48796147672552165,27
2,Ranging / Low-Vol,1h,622,-9.7826049460107e-05,-8.255631400722052e-05,0.0048619890312553956,0.4758842443729904,27
2,Ranging / Low-Vol,2h,620,-0.0002370857193501912,-0.00016238279138569567,0.006700026901703197,0.4774193548387097,27
2,Ranging / Low-Vol,4h,617,-0.0003651127039138592,-0.00022331541892484097,0.010242497000834988,0.47974068071312803,27
2,Ranging / Low-Vol,8h,613,-0.0007160134827427954,-0.0004461079872903895,0.013960403526251096,0.47471451876019577,27
3,Uptrend / High-Vol,30m,27,-0.0001836086025908288,-0.0009152702171721927,0.0025734028081953395,0.4444444444444444,27
3,Uptrend / High-Vol,1h,27,-0.00023610484414024366,-0.0006851373936100913,0.003582778139709312,0.4444444444444444,27
3,Uptrend / High-Vol,2h,27,0.0013361255256596235,0.0006975983483012982,0.0036704700091103716,0.5925925925925926,27
3,Uptrend / High-Vol,4h,27,0.0013788646803527126,0.0009261612469746439,0.00692391342924376,0.6296296296296297,27
3,Uptrend / High-Vol,8h,27,0.0015594659757671879,0.0008916815417467916,0.005315360310456538,0.6296296296296297,27
0,Ranging / Low-Vol,30m,672,0.00012858159316475075,6.37606144122671e-05,0.0024277861466368397,0.5208333333333334,28
0,Ranging / Low-Vol,1h,672,0.00022905707570826581,0.00011265509888325198,0.0029684058165493233,0.5193452380952381,28
0,Ranging / Low-Vol,2h,671,0.0004735939159160187,0.00016402057631736966,0.004108037061855703,0.5245901639344263,28
0,Ranging / Low-Vol,4h,669,0.0013500864522766668,0.0004099817528313565,0.006477784921816714,0.5500747384155455,28
0,Ranging / Low-Vol,8h,667,0.002570998654862077,0.0006550813554966339,0.010026789418058174,0.5622188905547226,28
1,Ranging / Low-Vol,30m,722,0.0001116738570541213,0.00010356601908512175,0.001997810465555238,0.5263157894736842,28
1,Ranging / Low-Vol,1h,721,0.000247311797034078,6.510042285157169e-05,0.003069463309367991,0.5173370319001387,28
1,Ranging / Low-Vol,2h,720,0.000490045435204372,0.00020301670477618217,0.004165212983341859,0.5375,28
1,Ranging / Low-Vol,4h,718,0.0007084142646821027,0.0004212836803718645,0.005485123774405438,0.5571030640668524,28
1,Ranging / Low-Vol,8h,714,0.00183010129582338,0.0004719615470936134,0.008853928352125642,0.5546218487394958,28
2,Ranging / High-Vol,30m,10,0.0017216592501867467,0.005314687021734876,0.010053271764518687,0.7,28
2,Ranging / High-Vol,1h,10,0.0014107268282185005,-0.0004093965057672122,0.012367116040539255,0.5,28
2,Ranging / High-Vol,2h,10,0.001882199063774692,0.0010762511516162476,0.009386444006472991,0.5,28
2,Ranging / High-Vol,4h,10,0.0021305249936379054,-0.0005344796943411723,0.01743898292904338,0.5,28
2,Ranging / High-Vol,8h,10,0.0009499185415961619,-0.007466764105701351,0.026942412532305855,0.4,28
3,Ranging / High-Vol,30m,83,0.0003990075523178482,-8.336773377592976e-05,0.006386852825719267,0.4939759036144578,28
3,Ranging / High-Vol,1h,83,0.0010350077117623065,0.00028876114240006245,0.00969584704610342,0.5060240963855421,28
3,Ranging / High-Vol,2h,83,0.002134298259588109,0.0004933277971943539,0.013998940324869962,0.5421686746987951,28
3,Ranging / High-Vol,4h,83,0.0037236230200402873,-0.0001021104762539693,0.01692564035835043,0.4819277108433735,28
3,Ranging / High-Vol,8h,81,0.00494545514459918,0.0025866276627635187,0.021139860756266095,0.6419753086419753,28
0,Ranging / Low-Vol,30m,709,3.570349338068743e-05,4.361298521793344e-05,0.0031935949187233666,0.5063469675599436,29
0,Ranging / Low-Vol,1h,709,2.7172952371205566e-05,-9.138035250444432e-05,0.004196748957205579,0.4781382228490832,29
0,Ranging / Low-Vol,2h,708,-0.0003096696942292913,-0.00010463507357005852,0.006113505679950828,0.4844632768361582,29
0,Ranging / Low-Vol,4h,706,9.900883624442315e-06,4.976174474169426e-05,0.00810215123405882,0.5014164305949008,29
0,Ranging / Low-Vol,8h,702,0.00019539242906355724,0.00042914820577255597,0.011850004448755674,0.5142450142450142,29
1,Ranging / High-Vol,30m,14,0.003160174322555268,0.00433951145912026,0.004273295285547564,0.7142857142857143,29
1,Ranging / High-Vol,1h,14,0.004579563566856086,0.004595471058556733,0.005864685802446724,0.7857142857142857,29
1,Ranging / High-Vol,2h,14,0.006546988699317247,0.007094309376575403,0.008153965201412759,0.6428571428571429,29
1,Ranging / High-Vol,4h,14,0.003479850320399943,0.004820889558877717,0.01527373650605336,0.6428571428571429,29
1,Ranging / High-Vol,8h,14,-0.0024243182000077213,-0.012887148754300526,0.016056849217411896,0.42857142857142855,29
2,Ranging / Low-Vol,30m,653,-0.0001568876614106225,-0.0001575486455998032,0.004061712127671601,0.4762633996937213,29
2,Ranging / Low-Vol,1h,652,-0.00016223714466488776,-0.00011770213223449844,0.005651797886886202,0.48619631901840493,29
2,Ranging / Low-Vol,2h,651,0.0001752878083226163,0.0003046183742458908,0.007155580441552106,0.533026113671275,29
2,Ranging / Low-Vol,4h,649,0.0004416807016278298,0.00044919462242098973,0.009469357007080926,0.5285053929121726,29
2,Ranging / Low-Vol,8h,645,0.0005278153431209934,0.00045950246711257137,0.013190569277817367,0.5271317829457365,29
3,Ranging / High-Vol,30m,111,0.000596294545996861,0.0005262998928419194,0.00436629139288999,0.5405405405405406,29
3,Ranging / High-Vol,1h,111,0.000840824288430615,0.0009680983204169991,0.005951013891771041,0.6126126126126126,29
3,Ranging / High-Vol,2h,111,0.0013668399013029278,0.001101173893701457,0.007945107497705278,0.5495495495495496,29
3,Ranging / High-Vol,4h,111,-0.0008408426748297569,0.000664193617103237,0.01183147454964863,0.5225225225225225,29
3,Ranging / High-Vol,8h,111,-0.0007694382236212223,0.0008989911507981674,0.012998178734340659,0.5495495495495496,29
0,Ranging / Low-Vol,30m,688,-8.184286849911493e-05,-4.113125966220821e-05,0.003002041972738434,0.4941860465116279,30
0,Ranging / Low-Vol,1h,688,-0.000197017958912298,0.00011402090672518739,0.004574823004722274,0.5159883720930233,30
0,Ranging / Low-Vol,2h,687,-0.0002208595455480842,0.00022696291495272192,0.007034732279986941,0.519650655021834,30
0,Ranging / Low-Vol,4h,683,-0.00027824624517028425,0.00046894434351330005,0.010033944842047558,0.5387994143484627,30
0,Ranging / Low-Vol,8h,678,-0.0005854436448548418,0.0014519736923155335,0.013454451938738411,0.5663716814159292,30
1,Downtrend / High-Vol,30m,81,0.00027728466029573073,0.0003934768600668548,0.007795285108883014,0.5432098765432098,30
1,Downtrend / High-Vol,1h,81,0.00020723078589407405,0.00036287292070369404,0.009260837941884249,0.5308641975308642,30
1,Downtrend / High-Vol,2h,81,-0.00041515233103142337,-0.001072188508485894,0.010576601166041756,0.4691358024691358,30
1,Downtrend / High-Vol,4h,81,-0.0011841476225595865,-0.00041649918513009254,0.01466724622940589,0.49382716049382713,30
1,Downtrend / High-Vol,8h,81,-0.0037705422310284715,-0.0004805850624620689,0.019161902008130588,0.48148148148148145,30
2,Ranging / Low-Vol,30m,598,-0.0001233573210320533,0.00013603544684137603,0.003934732056354858,0.5167224080267558,30
2,Ranging / Low-Vol,1h,597,-0.00010800815545142972,-0.00016682356064023907,0.005061368746458851,0.4807370184254606,30
2,Ranging / Low-Vol,2h,596,-0.0001281722034539899,0.00020857640093652208,0.006689493354334505,0.5335570469798657,30
2,Ranging / Low-Vol,4h,596,-0.0001890529656999087,0.00012384789602570834,0.00939268516642807,0.5067114093959731,30
2,Ranging / Low-Vol,8h,593,-0.0008737956522751138,0.001002622941635778,0.013576021141266088,0.5362563237774031,30
3,Uptrend / High-Vol,30m,72,0.0004957273493153311,0.0003695820132803007,0.003201942469709064,0.5416666666666666,30
3,Uptrend / High-Vol,1h,72,0.00048434650093871,-0.00023454560099711586,0.004311466242063977,0.4861111111111111,30
3,Uptrend / High-Vol,2h,72,-0.0006141942131808866,-0.0007126988292158742,0.0059357215939153125,0.4722222222222222,30
3,Uptrend / High-Vol,4h,72,-0.003380289933188088,-0.003407547337641148,0.008534496446749583,0.3194444444444444,30
3,Uptrend / High-Vol,8h,72,-0.002349421740928411,-0.0027111418557117517,0.01031266376222971,0.4444444444444444,30
0,Ranging / Low-Vol,30m,638,0.00014182117498983229,4.827942792484663e-05,0.0028560123483079127,0.5078369905956113,31
0,Ranging / Low-Vol,1h,637,0.00016920693205862118,0.00019921969414227192,0.003929674262146818,0.5353218210361067,31
0,Ranging / Low-Vol,2h,635,0.0005655039677575871,0.00038293048162074683,0.00585790539230064,0.552755905511811,31
0,Ranging / Low-Vol,4h,633,0.0013413679681726926,0.0009224669529839247,0.008799801377200314,0.584518167456556,31
0,Ranging / Low-Vol,8h,629,0.0026119672978527158,0.001679031709471701,0.012169471360124615,0.615262321144674,31
1,Uptrend / High-Vol,30m,96,0.0005455878286723485,2.1631260924692697e-06,0.0054128583602241235,0.5,31
1,Uptrend / High-Vol,1h,96,0.001008165702682103,0.0005812654433645648,0.007811090807871422,0.5520833333333334,31
1,Uptrend / High-Vol,2h,96,0.0013305938208980628,0.0005935447146034889,0.010037960294173478,0.53125,31
1,Uptrend / High-Vol,4h,96,0.0019444715270236685,0.00016457677707837348,0.01207280030674321,0.5104166666666666,31
1,Uptrend / High-Vol,8h,96,0.0029994754871150255,0.0017668510368258339,0.013622281047444887,0.5833333333333334,31
2,Downtrend / High-Vol,30m,38,0.00022299522341585667,0.0012844840019639037,0.00466913131506479,0.5526315789473685,31
2,Downtrend / High-Vol,1h,38,0.000422521999531826,0.0017593037898677721,0.006913471940353595,0.631578947368421,31
2,Downtrend / High-Vol,2h,38,0.00013371775333665724,0.0029473945638445187,0.008242561209997884,0.631578947368421,31
2,Downtrend / High-Vol,4h,38,0.0004119263336482884,0.0019087218910582848,0.007987126427570452,0.6052631578947368,31
2,Downtrend / High-Vol,8h,38,0.004195082829294378,0.006035353421812495,0.009099909634761134,0.6578947368421053,31
3,Ranging / Low-Vol,30m,715,0.00013059566847105762,0.000136393148791214,0.0031060911403494643,0.5258741258741259,31
3,Ranging / Low-Vol,1h,715,0.0003767306327804151,0.0002808876843030106,0.004199843916324365,0.551048951048951,31
3,Ranging / Low-Vol,2h,715,0.0006893165669832379,0.0006484448577559476,0.005803372607324164,0.5706293706293706,31
3,Ranging / Low-Vol,4h,713,0.0012888770474100406,0.0011277256403161573,0.008258995748947586,0.603085553997195,31
3,Ranging / Low-Vol,8h,709,0.0025555499270622116,0.0019644586862916924,0.011703570663902622,0.6403385049365303,31
0,Ranging / High-Vol,30m,388,-0.00013488163498501783,-0.000292205206696039,0.006481675965701603,0.49742268041237114,32
0,Ranging / High-Vol,1h,387,-0.00039231729528129816,5.436571819927849e-05,0.009177939478326354,0.5064599483204134,32
0,Ranging / High-Vol,2h,386,-0.00047633273141996305,0.0013551775554905277,0.012581197100606172,0.5518134715025906,32
0,Ranging / High-Vol,4h,383,0.0011406395014375884,0.0009046888374566464,0.015217697725882455,0.5378590078328982,32
0,Ranging / High-Vol,8h,376,0.002232618504707434,0.0009548734380171453,0.018958543160733553,0.526595744680851,32
1,Ranging / Low-Vol,30m,541,0.0003976667916945586,0.0003694491910000153,0.004094341698170483,0.5304990757855823,32
1,Ranging / Low-Vol,1h,540,0.0008201542336701417,0.0006755055747635907,0.005725460182667451,0.5611111111111111,32
1,Ranging / Low-Vol,2h,539,0.0014560700180034276,0.0014768964789659833,0.008627133586136907,0.5769944341372912,32
1,Ranging / Low-Vol,4h,535,0.001973715299603298,0.0016198992416605051,0.01254647873433,0.5757009345794393,32
1,Ranging / Low-Vol,8h,533,0.003918384018526952,0.003609298091172164,0.01896001228619235,0.5909943714821764,32
2,Ranging / Low-Vol,30m,447,0.0002553538512510307,0.00040585354716249356,0.004143118094785863,0.5391498881431768,32
2,Ranging / Low-Vol,1h,447,0.000491064527752713,0.0004908209711622646,0.0056865862217510095,0.5324384787472036,32
2,Ranging / Low-Vol,2h,445,0.0009491429453160637,0.000682040794755423,0.008044062142660076,0.5415730337078651,32
2,Ranging / Low-Vol,4h,444,0.0018755202552690586,0.0017249962066729907,0.011005078620050495,0.5630630630630631,32
2,Ranging / Low-Vol,8h,442,0.0039242632869234614,0.00409367957406559,0.01804727148624791,0.6108597285067874,32
3,Ranging / High-Vol,30m,37,0.0011117566323618638,-0.0009938405284461993,0.011440665382593635,0.4594594594594595,32
3,Ranging / High-Vol,1h,37,0.0034696439149972547,0.008122505698370475,0.015358888140939535,0.6216216216216216,32
3,Ranging / High-Vol,2h,37,0.005946212567475766,0.004724343026941469,0.017167776984448505,0.7297297297297297,32
3,Ranging / High-Vol,4h,37,0.0033926798621984736,0.010260132431106683,0.02712090198208924,0.5675675675675675,32
3,Ranging / High-Vol,8h,37,0.0009322496480762644,0.005891659839576846,0.029072492646467267,0.5135135135135135,32
0,Ranging / Low-Vol,30m,561,-5.83543080626666e-06,0.00010924575059867436,0.004313744879104107,0.5133689839572193,33
0,Ranging / Low-Vol,1h,560,0.0003431620185198999,0.0004477166206910965,0.006011797256418112,0.5464285714285714,33
0,Ranging / Low-Vol,2h,556,0.0006115317652629554,0.001068118119093242,0.008379183562814209,0.5557553956834532,33
0,Ranging / Low-Vol,4h,553,0.0009897877991124333,0.0010583132585075816,0.011772523044475383,0.5533453887884268,33
0,Ranging / Low-Vol,8h,543,0.0023124295698493122,0.0026773317131461027,0.017057024484652523,0.58195211786372,33
1,Downtrend / High-Vol,30m,152,0.0005906093588054933,0.0019687935704126858,0.008847556233343351,0.6118421052631579,33
1,Downtrend / High-Vol,1h,151,0.0015828800256782324,0.0017675663781169249,0.011392605192436029,0.6026490066225165,33
1,Downtrend / High-Vol,2h,149,0.0027782635357726728,0.002486377003050322,0.012752699128722947,0.5973154362416108,33
1,Downtrend / High-Vol,4h,145,0.003981623458828444,0.004548583394917927,0.014867176846985262,0.5793103448275863,33
1,Downtrend / High-Vol,8h,144,0.006259979263638021,0.010101599942665906,0.01854922794535136,0.6805555555555556,33
2,Ranging / Low-Vol,30m,466,0.0002969950206888738,-7.66647293506395e-05,0.004351262707121118,0.49356223175965663,33
2,Ranging / Low-Vol,1h,465,0.0004041814507510317,0.00032318506659478885,0.00670291404582968,0.5268817204301075,33
2,Ranging / Low-Vol,2h,465,0.0007936484993121878,0.0009649866088174974,0.009711215928598796,0.5591397849462365,33
2,Ranging / Low-Vol,4h,465,0.001305736068473607,0.001900184123510229,0.014187373721707548,0.5806451612903226,33
2,Ranging / Low-Vol,8h,455,0.004195411987208595,0.0036433885558615486,0.017725333764625865,0.5956043956043956,33
3,Uptrend / High-Vol,30m,250,0.0005681572424239363,0.0003856380852225172,0.006875014599033258,0.528,33
3,Uptrend / High-Vol,1h,250,0.0004610674861029409,0.00029927086356273946,0.009893749617477467,0.532,33
3,Uptrend / High-Vol,2h,250,0.0012782388667099838,4.857407451375195e-06,0.013526090133812431,0.5,33
3,Uptrend / High-Vol,4h,245,0.0049224819558830075,0.0030014971245719835,0.01664554596165354,0.5877551020408164,33
3,Uptrend / High-Vol,8h,242,0.007990673048197748,0.00214450541750022,0.02508685975036333,0.5454545454545454,33
0,Downtrend / High-Vol,30m,611,0.00020288364025722826,0.0006175988411616373,0.013731628167108097,0.5155482815057283,34
0,Downtrend / High-Vol,1h,611,0.0003250333795312946,0.0016703659607699706,0.018939395194679763,0.5515548281505729,34
0,Downtrend / High-Vol,2h,611,0.0005515414910328505,0.002241665460330111,0.025487069752795327,0.546644844517185,34
0,Downtrend / High-Vol,4h,611,0.0007452890954705591,0.002852219893167529,0.03387170139890802,0.5220949263502455,34
0,Downtrend / High-Vol,8h,604,0.0013298584399662552,0.0010796581179546294,0.043204219274727756,0.5149006622516556,34
1,Ranging / Low-Vol,30m,165,-0.00032183321206256916,7.220398209817347e-05,0.007410419779935683,0.503030303030303,34
1,Ranging / Low-Vol,1h,164,0.0005172260222743362,0.00048495706582230014,0.011528094070365985,0.5121951219512195,34
1,Ranging / Low-Vol,2h,163,0.0008391385686564661,0.001269867036189254,0.016505567579199843,0.5337423312883436,34
1,Ranging / Low-Vol,4h,161,-0.0011306185470060202,-0.0005934876712334614,0.023330499062308153,0.4968944099378882,34
1,Ranging / Low-Vol,8h,161,-0.004497105730652864,-0.0041512371424961,0.03449218292804105,0.43478260869565216,34
2,Uptrend / High-Vol,30m,496,0.00020062081413142798,-0.000368604521776561,0.008520193360854184,0.47580645161290325,34
2,Uptrend / High-Vol,1h,496,0.0002518237960565724,-0.0009035291615360208,0.01203125566395788,0.46169354838709675,34
2,Uptrend / High-Vol,2h,496,0.0003916926370950639,-0.0006983214789730852,0.016985346155377747,0.4879032258064516,34
2,Uptrend / High-Vol,4h,496,0.002081559606882288,0.0007789043247354854,0.02517590618758034,0.5080645161290323,34
2,Uptrend / High-Vol,8h,496,0.004761409756089948,0.0033821910363061036,0.034007576547915606,0.5584677419354839,34
3,Ranging / Low-Vol,30m,215,-0.0001520587288945952,-5.90040352950183e-05,0.007446239890985555,0.4883720930232558,34
3,Ranging / Low-Vol,1h,215,-0.000639572362800843,-0.000392530996867535,0.010214963964010204,0.4744186046511628,34
3,Ranging / Low-Vol,2h,214,-0.0007944385782595857,-0.0009153510747710314,0.014465378772507092,0.46261682242990654,34
3,Ranging / Low-Vol,4h,212,-0.0016807148091956207,-0.0009044024824467201,0.020807438322664136,0.4716981132075472,34
3,Ranging / Low-Vol,8h,211,-0.0027413232419879,-0.003524565578514327,0.031727551761231036,0.46919431279620855,34
0,Ranging / Low-Vol,30m,353,0.00038132911867809846,0.0002668671615229101,0.005720451503273057,0.5212464589235127,35
0,Ranging / Low-Vol,1h,353,0.0006159342387972671,0.0007898583198198139,0.009290389349193707,0.5269121813031161,35
0,Ranging / Low-Vol,2h,353,0.0015074394179547003,0.0014300834257969797,0.014168793596579705,0.5495750708215298,35
0,Ranging / Low-Vol,4h,352,0.003122164654261007,0.0025277051213068447,0.019237062829599604,0.5625,35
0,Ranging / Low-Vol,8h,346,0.00401056806037738,0.0024087036485083146,0.02619777436303934,0.5635838150289018,35
1,Ranging / Low-Vol,30m,309,0.00030891539878799047,-5.5126121102588854e-05,0.007835427638330185,0.4919093851132686,35
