state,regime,horizon,n,mean_ret,median_ret,std_ret,p_positive,fold_id
3,Ranging / High-Vol,2h,140,0.0024028575289667207,0.002514805561050437,0.016188473495602825,0.5928571428571429,0
3,Ranging / High-Vol,4h,140,0.0011800350030033689,0.0023563529997829846,0.02155103430135273,0.5428571428571428,0
3,Ranging / High-Vol,8h,140,0.006720987145209177,0.0043987343911648935,0.030431528499544457,0.5928571428571429,0
0,Uptrend / Mid-Vol,30m,239,0.00037733456097824455,-0.00025046817292206924,0.007354982478104681,0.47280334728033474,1
0,Uptrend / Mid-Vol,1h,239,-0.00017851899163085614,9.417645606113467e-05,0.01023160278511891,0.5062761506276151,1
0,Uptrend / Mid-Vol,2h,239,-0.0011371353365935055,-0.0016055832220729371,0.01248148361149892,0.4476987447698745,1
0,Uptrend / Mid-Vol,4h,239,-0.001191200002266471,-0.0013648415696145832,0.01439958910019904,0.4393305439330544,1
0,Uptrend / Mid-Vol,8h,239,-0.0029202105416305736,-0.0017633476104190748,0.017786219872625218,0.4602510460251046,1
1,Ranging / High-Vol,30m,28,0.001631538243321692,0.0003490711946190217,0.006560970550856096,0.5714285714285714,1
1,Ranging / High-Vol,1h,28,0.001653071369231096,0.00038020375926617334,0.007231230732340147,0.5357142857142857,1
1,Ranging / High-Vol,2h,28,0.003351079238232492,0.0001668520130841955,0.009459505220315492,0.5357142857142857,1
1,Ranging / High-Vol,4h,28,0.0013883642671145755,0.00048136298942225153,0.01069479000626076,0.5357142857142857,1
1,Ranging / High-Vol,8h,28,0.010859430510898565,0.008771802730935363,0.01862694971640687,0.6785714285714286,1
2,Ranging / Low-Vol,30m,885,0.00016693369216243695,0.00015324941932171043,0.005246783918348649,0.5163841807909605,1
2,Ranging / Low-Vol,1h,885,0.0004586034786038605,0.0004656332131141028,0.008175520535835644,0.5423728813559322,1
2,Ranging / Low-Vol,2h,885,0.0010631658804774297,0.0009348137488700559,0.011974166248267765,0.5514124293785311,1
2,Ranging / Low-Vol,4h,883,0.0017470184912083725,0.0021765026169280333,0.015621760369267877,0.6002265005662514,1
2,Ranging / Low-Vol,8h,875,0.004901881051754052,0.005163937328093837,0.022334303320552903,0.6651428571428571,1
3,Downtrend / Mid-Vol,30m,287,-3.44299711470822e-05,0.0007748077204272619,0.007739533580836795,0.5505226480836237,1
3,Downtrend / Mid-Vol,1h,286,0.0005023555683301757,0.0003820375369922857,0.009884253754433203,0.527972027972028,1
3,Downtrend / Mid-Vol,2h,284,0.001190746386770514,0.001511590482136782,0.01396577013654329,0.5528169014084507,1
3,Downtrend / Mid-Vol,4h,282,0.003393277317748577,0.003145765060835082,0.02278790714683579,0.6170212765957447,1
3,Downtrend / Mid-Vol,8h,282,0.0029187496815529872,0.004341262135203472,0.027449012944626178,0.5957446808510638,1
0,Uptrend / Mid-Vol,30m,114,-0.00012183257864248001,-0.0006879728379614036,0.005377572775863724,0.45614035087719296,2
0,Uptrend / Mid-Vol,1h,114,-0.0004626053202113486,-0.0012917587146104026,0.006721559612737557,0.41228070175438597,2
0,Uptrend / Mid-Vol,2h,114,-0.000948418550899093,-0.0008665641103693389,0.009469279997527126,0.4473684210526316,2
0,Uptrend / Mid-Vol,4h,114,-0.0016086372043104696,-0.001652129893450649,0.014103996263343816,0.4473684210526316,2
0,Uptrend / Mid-Vol,8h,114,-0.0022376726986662503,-0.00187312982743304,0.01520297056050547,0.38596491228070173,2
1,Ranging / High-Vol,30m,6,0.0027854194679554447,0.0032795068527375903,0.0016817597730870886,0.8333333333333334,2
1,Ranging / High-Vol,1h,6,0.004908455442259374,0.006246532123732607,0.003765829888687307,0.8333333333333334,2
1,Ranging / High-Vol,2h,6,0.00551747446021326,0.005510294996440734,0.005357272879977793,0.8333333333333334,2
1,Ranging / High-Vol,4h,6,0.0017540054861155951,0.0007100413587268761,0.0031003482904624433,0.5,2
1,Ranging / High-Vol,8h,6,-0.005805699961721385,-0.008649014267598787,0.009339606233426428,0.3333333333333333,2
2,Ranging / Low-Vol,30m,1073,-0.00012557422607818556,0.00011947135748791027,0.004167042100045948,0.5153774464119292,2
2,Ranging / Low-Vol,1h,1073,-0.0003236180979580076,4.206107687920735e-06,0.006251478850213566,0.5013979496738118,2
2,Ranging / Low-Vol,2h,1073,-0.0007921604372202448,-0.0001265869008584275,0.009322071554128055,0.4930102516309413,2
2,Ranging / Low-Vol,4h,1069,-0.001556517356718558,-0.00011242781389597667,0.013205488426552107,0.49111318989710007,2
2,Ranging / Low-Vol,8h,1061,-0.0023942402386820734,-0.0004100540961040622,0.01812176513569484,0.48539114043355325,2
3,Downtrend / Mid-Vol,30m,294,-0.00021956740019190367,-0.00028759576768422335,0.006639448684298281,0.48299319727891155,2
3,Downtrend / Mid-Vol,1h,293,-2.0230622063050594e-05,0.0007643862121238243,0.008345776211324197,0.5290102389078498,2
3,Downtrend / Mid-Vol,2h,291,0.000617845124267461,0.0009168632233151897,0.009649684007330253,0.5567010309278351,2
3,Downtrend / Mid-Vol,4h,291,0.0013813507683026263,0.0018419986764310892,0.01225938638587371,0.5807560137457045,2
3,Downtrend / Mid-Vol,8h,291,0.00010877668463080013,0.0015638755200537702,0.016702827531302727,0.5429553264604811,2
0,Ranging / Low-Vol,30m,620,-0.00017955927477915866,2.3702097674771494e-05,0.004553149111075809,0.5032258064516129,3
0,Ranging / Low-Vol,1h,619,-0.00024360318822068538,2.9330865197962908e-05,0.007132000504566958,0.5072697899838449,3
0,Ranging / Low-Vol,2h,617,-0.000450050903394821,8.150488203639839e-05,0.010358887947888543,0.5024311183144247,3
0,Ranging / Low-Vol,4h,611,-0.0006525638063860569,-0.00044536013195717317,0.014894361243444279,0.4762684124386252,3
0,Ranging / Low-Vol,8h,597,-0.0016846764261560713,-0.0012135103577648465,0.02140184985278369,0.45226130653266333,3
1,Downtrend / High-Vol,30m,55,-0.0007179702549976564,0.00015735322180709943,0.00913787427375942,0.509090909090909,3
1,Downtrend / High-Vol,1h,55,-0.0008641050014209319,0.0006477380406924027,0.010171723692011466,0.5272727272727272,3
1,Downtrend / High-Vol,2h,55,-0.0015601738657471547,-0.00032039301817299304,0.01160010825265857,0.4909090909090909,3
1,Downtrend / High-Vol,4h,55,-0.0027870695596087297,-0.001303594389849394,0.015316207815623243,0.45454545454545453,3
1,Downtrend / High-Vol,8h,55,-0.006478530960109423,0.0008634165913967706,0.019445038145290017,0.5272727272727272,3
2,Ranging / Low-Vol,30m,664,-0.00015613177136116616,-0.00018255808365896797,0.003948910106607032,0.46686746987951805,3
2,Ranging / Low-Vol,1h,662,-0.0003549224217192297,-0.00022306925119242038,0.006275185078077556,0.46827794561933533,3
2,Ranging / Low-Vol,2h,658,-0.000582968476926246,-0.00047702827614770626,0.009104537725836857,0.46504559270516715,3
2,Ranging / Low-Vol,4h,652,-0.001211917506329518,-0.0006785237826703039,0.013093266280489419,0.4447852760736196,3
2,Ranging / Low-Vol,8h,642,-0.0017206741728665875,-0.00137892721524846,0.019628786335854204,0.43146417445482865,3
3,Uptrend / High-Vol,30m,29,0.003834309136447567,0.00038035309638573267,0.011530670392995412,0.5172413793103449,3
3,Uptrend / High-Vol,1h,29,0.004868335465014023,0.0008222775641986146,0.012622641058390146,0.5862068965517241,3
3,Uptrend / High-Vol,2h,29,0.005679092587422829,-0.0007033920931682758,0.013723577122244562,0.4482758620689655,3
3,Uptrend / High-Vol,4h,29,0.007123809863890821,-0.0015021368048397932,0.016241355051713365,0.41379310344827586,3
3,Uptrend / High-Vol,8h,29,0.00553153981180151,-0.0027743562658262277,0.017327326841768825,0.41379310344827586,3
0,Ranging / Low-Vol,30m,671,0.00021534096420640212,0.00016344093726594622,0.0047015078091713364,0.5230998509687034,4
0,Ranging / Low-Vol,1h,670,0.00021813035536616217,3.963955733876645e-05,0.006424055896018677,0.5044776119402985,4
0,Ranging / Low-Vol,2h,668,0.0002680542861628013,0.0003878561001302572,0.008357725283045245,0.5344311377245509,4
0,Ranging / Low-Vol,4h,664,0.0009050499626245575,0.000329553269346583,0.011909093152896061,0.5286144578313253,4
0,Ranging / Low-Vol,8h,657,0.0019448409509831078,0.0010072948488613065,0.017217672030959027,0.563165905631659,4
1,Uptrend / High-Vol,30m,35,0.0006327419753466147,-6.793455185061248e-06,0.005537387230368892,0.4857142857142857,4
1,Uptrend / High-Vol,1h,35,0.0006893637358976841,-0.00016849131018759067,0.0058486412156730835,0.4857142857142857,4
1,Uptrend / High-Vol,2h,35,0.0018499668914025895,1.2300047355751076e-05,0.006529021862614987,0.5142857142857142,4
1,Uptrend / High-Vol,4h,35,0.0022662735082928263,0.00201212804625861,0.006790022299251123,0.6,4
1,Uptrend / High-Vol,8h,35,0.006409376115859798,0.003224533191906076,0.010828358339506423,0.6285714285714286,4
2,Ranging / Low-Vol,30m,723,4.017288640891276e-06,9.69745457730653e-05,0.003594179426904717,0.5159059474412172,4
2,Ranging / Low-Vol,1h,722,0.00021399386540110754,0.00015398895788987232,0.00576229693519571,0.5263157894736842,4
2,Ranging / Low-Vol,2h,720,0.0005472182619011143,0.00010656933272024105,0.008749255077131163,0.5027777777777778,4
2,Ranging / Low-Vol,4h,716,0.0010043650986634508,7.352674910698909e-06,0.012415671516695499,0.5013966480446927,4
2,Ranging / Low-Vol,8h,707,0.0020477238198952988,0.0008657293575389247,0.017809409154848257,0.5445544554455446,4
3,Downtrend / High-Vol,30m,19,-0.0006001576603123183,0.0003841435424778439,0.004135442835253295,0.5789473684210527,4
3,Downtrend / High-Vol,1h,19,-0.0005644585588341531,0.0006315124933600202,0.00644968443855677,0.5789473684210527,4
3,Downtrend / High-Vol,2h,19,6.332865111976329e-05,-0.00013642187066409406,0.011447038071575094,0.47368421052631576,4
3,Downtrend / High-Vol,4h,19,-4.528953306136504e-05,-0.0028783204654097005,0.011495618163621626,0.3684210526315789,4
3,Downtrend / High-Vol,8h,19,-9.4578483935798e-05,-0.0054851002816764804,0.013795196065761304,0.3684210526315789,4
0,Ranging / Mid-Vol,30m,410,-4.5796941159857756e-06,0.000225401927038682,0.00520134527316448,0.526829268292683,5
0,Ranging / Mid-Vol,1h,410,-0.00016491435666409176,8.897954118758378e-05,0.00739198564475161,0.5073170731707317,5
0,Ranging / Mid-Vol,2h,410,-6.498722974395404e-05,0.0003780526468002421,0.009917889960934763,0.5146341463414634,5
0,Ranging / Mid-Vol,4h,410,-0.0001765859256215524,0.0007929311119019289,0.013382896518890498,0.526829268292683,5
0,Ranging / Mid-Vol,8h,407,-0.00117153666214462,0.0011090752809668203,0.018350732249384737,0.542997542997543,5
1,Ranging / Mid-Vol,30m,465,-0.0003346508894588003,-0.00011346026962044675,0.005049372701897826,0.4838709677419355,5
1,Ranging / Mid-Vol,1h,465,-0.0003130906245029572,5.3010000993225503e-05,0.006796706584497352,0.5032258064516129,5
1,Ranging / Mid-Vol,2h,465,-0.0005776581083754183,6.793556718065474e-06,0.009913316142370315,0.5010752688172043,5
1,Ranging / Mid-Vol,4h,465,-0.001261318037287747,0.0006734940729593575,0.013671841144900419,0.5290322580645161,5
1,Ranging / Mid-Vol,8h,461,-0.0019127594184233426,0.0006994013639918251,0.01918437098111709,0.5162689804772235,5
2,Ranging / Low-Vol,30m,577,0.0001541835913595555,0.0,0.004391048619545806,0.49913344887348354,5
2,Ranging / Low-Vol,1h,576,0.00014780849148186067,0.00016909751279037266,0.0067623576016010946,0.5173611111111112,5
2,Ranging / Low-Vol,2h,574,-4.767328511954945e-05,0.00024321663617499212,0.009918166166849091,0.5209059233449478,5
2,Ranging / Low-Vol,4h,570,0.0003210895401990324,0.000829827485023138,0.013872686458448323,0.5561403508771929,5
2,Ranging / Low-Vol,8h,569,0.0006112435364785043,0.002525740516734487,0.019948630574986314,0.6080843585237259,5
3,Ranging / High-Vol,30m,35,-0.0008838085386880578,2.5659283208412376e-05,0.006274566038278044,0.5142857142857142,5
3,Ranging / High-Vol,1h,35,-0.0016310313791389015,-6.261868197299236e-06,0.0073996535102979774,0.4857142857142857,5
3,Ranging / High-Vol,2h,35,-0.0005731574125277916,0.0007960803487900847,0.007226074013224995,0.5142857142857142,5
3,Ranging / High-Vol,4h,35,-0.004195833881147034,-0.0024053451592784825,0.00949713789012408,0.42857142857142855,5
3,Ranging / High-Vol,8h,35,-0.00502094963906105,-0.005976663905517654,0.014810272387302639,0.37142857142857144,5
0,Ranging / Low-Vol,30m,710,-8.663531666691476e-05,-1.7033489885243114e-05,0.0031777480826760724,0.4971830985915493,6
0,Ranging / Low-Vol,1h,709,-0.00012453759178996128,0.00014559519616419436,0.0053443356323893765,0.5148095909732017,6
0,Ranging / Low-Vol,2h,709,-0.00018820568214563592,0.00027583311036671887,0.007159402357577006,0.5133991537376587,6
0,Ranging / Low-Vol,4h,706,-0.0007214723435672187,0.0003906173245429301,0.010953043151885814,0.5212464589235127,6
0,Ranging / Low-Vol,8h,702,-0.000916620729448076,0.0009155666490157088,0.015524643509861517,0.5413105413105413,6
1,Downtrend / High-Vol,30m,42,0.00019085540562785176,0.0014568010424858002,0.012754528951210287,0.6190476190476191,6
1,Downtrend / High-Vol,1h,42,-0.00027906661107568453,-0.00012634380459086714,0.010024235101210742,0.4523809523809524,6
1,Downtrend / High-Vol,2h,42,0.0002115969161072024,0.0011337297116504885,0.01089610172060625,0.5714285714285714,6
1,Downtrend / High-Vol,4h,42,-0.0005458083338655854,-0.0013191278129083273,0.0107479708087231,0.42857142857142855,6
1,Downtrend / High-Vol,8h,42,-0.003002331165769275,-0.0027341243372838164,0.013345853318508388,0.30952380952380953,6
2,Uptrend / High-Vol,30m,16,-0.00020995496625353383,-0.0001338921522284764,0.002273124668732499,0.4375,6
2,Uptrend / High-Vol,1h,16,-0.0004458353518504987,-0.00040197515802198325,0.0027807626261523184,0.4375,6
2,Uptrend / High-Vol,2h,16,-0.00020051233578655125,-0.0007599384667278386,0.0037808743095626434,0.375,6
2,Uptrend / High-Vol,4h,16,0.0009668192737606329,0.002093276143207312,0.002292318586052969,0.5625,6
2,Uptrend / High-Vol,8h,16,0.000486287376796124,0.0008031733962283738,0.0029246127738536023,0.625,6
3,Ranging / Low-Vol,30m,671,-6.733722403995076e-06,0.0001302576979007597,0.0038610063618174945,0.5216095380029806,6
3,Ranging / Low-Vol,1h,671,-2.2865175542517594e-05,3.120437752990313e-05,0.005267753380805176,0.503725782414307,6
3,Ranging / Low-Vol,2h,669,-0.0001773732797883746,0.00028330460686909475,0.007974918857567076,0.5291479820627802,6
3,Ranging / Low-Vol,4h,668,-1.971313063478015e-05,0.0006181271535172783,0.010213380720688444,0.5284431137724551,6
3,Ranging / Low-Vol,8h,664,-0.00039949407327746935,0.001053530576639261,0.014520330580173777,0.5436746987951807,6
0,Ranging / Low-Vol,30m,740,-4.1613789221544376e-05,-5.069475282315494e-05,0.0018852669054552145,0.4797297297297297,7
0,Ranging / Low-Vol,1h,740,-8.985156998688257e-05,-8.42578438042807e-06,0.0025090446538526172,0.49594594594594593,7
0,Ranging / Low-Vol,2h,737,-4.147786096579685e-05,-2.5248859069293417e-05,0.004872283529830776,0.48846675712347354,7
0,Ranging / Low-Vol,4h,733,-0.00014369338496299317,-8.940706651117125e-05,0.007516991778835888,0.49386084583901774,7
0,Ranging / Low-Vol,8h,724,-6.596272770902515e-05,-0.0003075421101055298,0.011453403220428593,0.4558011049723757,7
1,Downtrend / High-Vol,30m,20,-0.0030120977367651845,-0.0007374463679372667,0.014554852574361793,0.45,7
1,Downtrend / High-Vol,1h,20,-0.003443418878140303,-0.00036824456977679887,0.01927484430267082,0.5,7
1,Downtrend / High-Vol,2h,20,-0.0011285395836177158,0.0013234708251008698,0.02252387138184712,0.6,7
1,Downtrend / High-Vol,4h,20,-0.0007344360879820045,-0.0007331724677372975,0.018149406764972596,0.5,7
1,Downtrend / High-Vol,8h,20,-0.005761756443395072,-0.003096074991233877,0.01932008330896217,0.4,7
2,Ranging / Low-Vol,30m,683,-6.172648177817107e-05,-2.4153167311524726e-05,0.0024712858644048126,0.48755490483162517,7
2,Ranging / Low-Vol,1h,681,-8.119812980628114e-05,-1.6676710595575628e-05,0.003804534368036494,0.4933920704845815,7
2,Ranging / Low-Vol,2h,680,-0.00012389007131148453,4.789157795848098e-05,0.007531916701990712,0.5058823529411764,7
2,Ranging / Low-Vol,4h,676,-0.00010242894526332905,-0.00023365014205811718,0.009582566159177271,0.47928994082840237,7
2,Ranging / Low-Vol,8h,669,-0.00015652058548674958,-0.0003095139139084324,0.012516180310929593,0.47384155455904337,7
3,Uptrend / High-Vol,30m,13,0.007613432476691884,-0.002296686783944679,0.02102840513405779,0.3076923076923077,7
3,Uptrend / High-Vol,1h,13,0.0096640637384747,-0.003039123119812359,0.03231752772652001,0.3076923076923077,7
3,Uptrend / High-Vol,2h,13,0.001369157990414585,-0.006282516487745582,0.022509341714762026,0.23076923076923078,7
3,Uptrend / High-Vol,4h,13,-0.0035449420675541287,-0.010394035095892207,0.016345720877818853,0.15384615384615385,7
3,Uptrend / High-Vol,8h,13,-0.014998013922117902,-0.032795906164965416,0.0316060865803696,0.15384615384615385,7
0,Ranging / Low-Vol,30m,644,3.369873240711758e-06,4.895992814901717e-05,0.0015975329099998036,0.5139751552795031,8
0,Ranging / Low-Vol,1h,643,2.516171205907146e-05,3.4510670076315364e-05,0.002252734127680168,0.5116640746500778,8
0,Ranging / Low-Vol,2h,641,-1.9057817989050908e-05,-2.329888980945327e-05,0.0030457305049346765,0.49453978159126366,8
0,Ranging / Low-Vol,4h,637,-8.769198066488392e-05,-3.539359445525747e-06,0.004283535745198394,0.49921507064364207,8
0,Ranging / Low-Vol,8h,631,-1.3287010121634084e-05,0.00017835692991141627,0.006143594443751022,0.5277337559429477,8
1,Ranging / High-Vol,30m,154,-0.0008703155353748169,-0.0016598071644473578,0.012917620717650034,0.43506493506493504,8
1,Ranging / High-Vol,1h,154,-0.001450715662076556,-0.00035382481114876185,0.018105025288377555,0.4935064935064935,8
1,Ranging / High-Vol,2h,154,-0.0023740068767025553,-0.0001712419989283731,0.02120710072577076,0.4935064935064935,8
1,Ranging / High-Vol,4h,154,-0.00361682993487282,-0.0038664117031999012,0.027751922785244826,0.45454545454545453,8
1,Ranging / High-Vol,8h,154,-0.002788952246893653,0.00047042788211459907,0.03201079436639917,0.5,8
2,Ranging / Mid-Vol,30m,334,-0.0004467296717066075,-0.00018969389703205053,0.008047801784138336,0.4940119760479042,8
2,Ranging / Mid-Vol,1h,333,-0.001310025030480629,-0.00012371744028172316,0.01127351710927771,0.4894894894894895,8
2,Ranging / Mid-Vol,2h,332,-0.0024765439840245783,-0.0005350635320544583,0.016559105226983565,0.47289156626506024,8
2,Ranging / Mid-Vol,4h,331,-0.0041938319142579205,-0.0016273790881466965,0.024248374943955136,0.44108761329305135,8
2,Ranging / Mid-Vol,8h,325,-0.0096605061974222,-0.003849485007698661,0.0340642146646853,0.40615384615384614,8
3,Ranging / Mid-Vol,30m,269,-0.00021651660191599509,-4.5593744546934545e-05,0.007908654014840148,0.49814126394052044,8
3,Ranging / Mid-Vol,1h,269,-0.0001910561402878149,-0.0006935904275362503,0.010549198100470737,0.45724907063197023,8
3,Ranging / Mid-Vol,2h,268,-0.0008088354447442665,-0.0010626902100385749,0.015033079905412867,0.4552238805970149,8
3,Ranging / Mid-Vol,4h,265,-0.0032501090708309654,-0.0018461860465777136,0.020164577828936086,0.45660377358490567,8
3,Ranging / Mid-Vol,8h,261,-0.007709234972473109,-0.004898215385354732,0.03150038224914895,0.4061302681992337,8
0,Ranging / Mid-Vol,30m,547,-0.0002534338159049172,-0.00033956366395848647,0.00722230233747267,0.4643510054844607,9
0,Ranging / Mid-Vol,1h,546,-0.00046497058601758736,-0.0008574171385342666,0.00995127355747782,0.44871794871794873,9
0,Ranging / Mid-Vol,2h,545,-0.001139545972012849,-0.0012559413180177614,0.013379382390010047,0.43669724770642204,9
0,Ranging / Mid-Vol,4h,544,-0.002183286504416453,-0.0019068945984113128,0.01951805983429771,0.42463235294117646,9
0,Ranging / Mid-Vol,8h,541,-0.0019329316630836294,-0.0025117918056505317,0.026320536212255826,0.4436229205175601,9
1,Ranging / Low-Vol,30m,104,2.1901159512769898e-05,3.762030478871026e-05,0.0049461713591976856,0.5096153846153846,9
1,Ranging / Low-Vol,1h,104,0.00012547505185344344,0.0007248718919834474,0.008496796572363076,0.5576923076923077,9
1,Ranging / Low-Vol,2h,104,0.0007693739201294091,0.0018583424362779155,0.013073236399281724,0.6923076923076923,9
1,Ranging / Low-Vol,4h,104,-0.0004417744187740299,0.002626015155981598,0.017101185568290097,0.5961538461538461,9
1,Ranging / Low-Vol,8h,102,0.0021299045789504763,0.0006408589165110001,0.02556264887125449,0.5098039215686274,9
2,Ranging / High-Vol,30m,114,-0.00027692912050095506,0.00014993133707363882,0.007982231693784736,0.5175438596491229,9
2,Ranging / High-Vol,1h,114,-0.00011099922187543667,0.00027716509300113046,0.010862604506049063,0.5350877192982456,9
2,Ranging / High-Vol,2h,114,0.002155851681096381,0.0014812655034868172,0.014498962807336332,0.5701754385964912,9
2,Ranging / High-Vol,4h,114,0.003740148435322753,0.0034266202720329986,0.01711613740887543,0.6228070175438597,9
2,Ranging / High-Vol,8h,114,0.004590217221993504,0.0039009597284582753,0.019082388831672268,0.6403508771929824,9
3,Ranging / Mid-Vol,30m,722,0.00012080835182080067,0.00021460890762892149,0.006761215901056345,0.5124653739612188,9
3,Ranging / Mid-Vol,1h,722,0.00011560610995028128,0.00024099284870526816,0.00959956838596719,0.5124653739612188,9
3,Ranging / Mid-Vol,2h,721,-9.337653505658418e-05,6.0844709770080385e-05,0.012949065232459644,0.5020804438280166,9
3,Ranging / Mid-Vol,4h,718,0.00010132754819441669,-0.0005042203469507456,0.017445954222796756,0.467966573816156,9
3,Ranging / Mid-Vol,8h,715,-0.0013664317954377625,-0.0015657351908036077,0.024472706484730378,0.44475524475524475,9
0,Ranging / Low-Vol,30m,643,-0.00011209074278643663,-7.335790373552697e-05,0.0033485437533557604,0.48833592534992226,10
0,Ranging / Low-Vol,1h,642,-0.00016151858785720734,4.413289983595803e-05,0.004735881038074552,0.5062305295950156,10
0,Ranging / Low-Vol,2h,640,-0.0004546671194990221,5.514381199756002e-05,0.0069931105833619,0.503125,10
0,Ranging / Low-Vol,4h,638,-0.0007144155856239229,-8.997875315230885e-05,0.0096222734979608,0.49059561128526646,10
0,Ranging / Low-Vol,8h,634,-0.0012600231249249938,-0.0003223161500498506,0.01401094867615702,0.49053627760252366,10
1,Downtrend / High-Vol,30m,34,-0.000786817141443287,0.00010103616727707987,0.0051624982588362595,0.5,10
1,Downtrend / High-Vol,1h,34,-0.001425061379929136,0.0004377068685093022,0.007317138989744164,0.5294117647058824,10
1,Downtrend / High-Vol,2h,34,-0.001836033540610447,-0.0005808445294963605,0.007270843824775695,0.38235294117647056,10
1,Downtrend / High-Vol,4h,34,-0.0018165128443175232,-0.0007021203939832077,0.007779844947633874,0.47058823529411764,10
1,Downtrend / High-Vol,8h,34,-0.009731173340704887,0.0021234507135092784,0.02150994294505551,0.5588235294117647,10
2,Uptrend / High-Vol,30m,24,-0.0006248392301466676,-4.2099025257869016e-05,0.002662853798032827,0.5,10
2,Uptrend / High-Vol,1h,24,-0.0011473301643264062,-0.0006830248286622265,0.003568766756742023,0.375,10
2,Uptrend / High-Vol,2h,24,-0.0015660495250543842,-0.0013017157265293733,0.004186520154865574,0.3333333333333333,10
2,Uptrend / High-Vol,4h,24,-0.001928185141064039,-0.002706730363255083,0.004038057875641305,0.20833333333333334,10
2,Uptrend / High-Vol,8h,24,-0.0019360768309760374,-0.0024747200358818944,0.004039263903784355,0.25,10
3,Ranging / Low-Vol,30m,786,5.192510482390714e-05,9.426818168822848e-05,0.003656342538612985,0.5152671755725191,10
3,Ranging / Low-Vol,1h,786,4.117604814723075e-05,0.00013072304356764874,0.005130480347266037,0.5267175572519084,10
3,Ranging / Low-Vol,2h,786,0.00013297529810080242,6.225044794838652e-05,0.006817939055881992,0.5089058524173028,10
3,Ranging / Low-Vol,4h,784,-1.8562942531180966e-06,0.0001669438653353339,0.009975402293344138,0.5178571428571429,10
3,Ranging / Low-Vol,8h,780,-7.033861242151263e-07,0.00020971662331437102,0.013282256003034999,0.5166666666666667,10
0,Ranging / Low-Vol,30m,916,3.44389845619524e-05,0.00010195987097549875,0.001777535757543863,0.5283842794759825,11
0,Ranging / Low-Vol,1h,915,6.892508396301797e-05,0.00013176749644472352,0.002550603537047552,0.5180327868852459,11
0,Ranging / Low-Vol,2h,913,0.00023980949826885338,2.6408954397538764e-05,0.003978472831951837,0.5060240963855421,11
0,Ranging / Low-Vol,4h,909,0.0005411908557191868,0.0002838728544283242,0.008285510813935172,0.5390539053905391,11
0,Ranging / Low-Vol,8h,906,0.0011899784744339183,7.619287898652516e-05,0.011514015358211801,0.5066225165562914,11
1,Ranging / Mid-Vol,30m,184,3.608435144213288e-06,0.00010264471981979995,0.00657193004547684,0.532608695652174,11
1,Ranging / Mid-Vol,1h,184,0.00018679929894863234,0.0003653153416340871,0.008736648008518205,0.5271739130434783,11
1,Ranging / Mid-Vol,2h,184,0.000686366700188179,0.0009752432568648217,0.011687776442759543,0.5815217391304348,11
1,Ranging / Mid-Vol,4h,184,0.0013963311436318209,0.0007028810177551748,0.016333280794256513,0.5489130434782609,11
1,Ranging / Mid-Vol,8h,183,0.0029663550970129246,0.002009149523891196,0.022128310850486818,0.5901639344262295,11
2,Ranging / Mid-Vol,30m,223,0.00040883793985593245,0.00027058800514545567,0.004724335305961247,0.5650224215246636,11
2,Ranging / Mid-Vol,1h,223,0.0005469184527079754,0.0007334688582663063,0.007047706980968946,0.5919282511210763,11
