fold_id,model,timeframe,n_states,train_start,train_end,test_start,test_end,test_year,n_train,n_test,n_transitions,n_segments,transitions_per_1k_bars,transitions_per_day,transitions_per_hour,median_duration_minutes,mean_duration_minutes,min_duration_minutes,max_duration_minutes,pct_gt30m,pct_gt1h,pct_gt2h,pct_gt4h,pct_gt8h,pct_1bar,n_distinct_states_observed,n_distinct_labels_observed,n_distinct_labels_trained,max_state_occupancy_pct,state_occupancy,regime_labels_trained,train_ll,train_ll_per_obs,test_ll,test_ll_per_obs,best_seed,restart_spread,restart_spread_normalized,n_restarts_converged,n_restarts_failed,mean_stay_prob,median_stay_prob,trend_score_range,vol_score_range,fit_time_s,decode_time_s,failure_flags,status
0,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-02-28 20:00:00+00:00,2018-03-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,2018,16754,2976,635,636,213.3736559139785,20.49075630252101,0.853781512605042,45.0,70.18867924528301,15.0,435.0,61.16352201257862,36.79245283018868,13.679245283018867,2.515723270440252,0.0,22.641509433962266,4,4,4,34.07258064516129,"{0: 34.07258064516129, 1: 32.2244623655914, 2: 24.059139784946236, 3: 9.643817204301076}","{0: 'Ranging / Low-Vol', 1: 'Downtrend / Mid-Vol', 2: 'Uptrend / Mid-Vol', 3: 'Ranging / High-Vol'}",-295716.19840148964,-17.650483371224166,-52408.05027846188,-17.61023194840789,42,0.0023712475085631013,8.018659516729254e-09,5,0,0.8481906655791173,0.8461492595321001,0.9081719340375033,2.0364062725251983,4.963116884231567,0.0020112991333007812,[],ok
1,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-03-31 20:00:00+00:00,2018-04-01 00:00:00+00:00,2018-05-01 00:00:00+00:00,2018,19730,2880,420,421,145.83333333333334,14.00486279958319,0.5835359499826328,60.0,102.61282660332542,15.0,1380.0,65.7957244655582,43.705463182897866,22.565320665083135,9.73871733966746,2.375296912114014,20.902612826603324,4,4,4,65.03472222222221,"{0: 18.819444444444443, 1: 2.2916666666666665, 2: 13.854166666666668, 3: 65.03472222222221}","{0: 'Downtrend / Mid-Vol', 1: 'Ranging / High-Vol', 2: 'Uptrend / Mid-Vol', 3: 'Ranging / Low-Vol'}",-351108.11264756694,-17.79564686505661,-40164.82390949124,-13.946119413017792,46,0.0032618925906717777,9.290279754788747e-09,5,0,0.8478244890426458,0.8427588844647528,0.940521424710796,2.0788522699265304,5.536160230636597,0.0,[],ok
2,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-04-30 20:00:00+00:00,2018-05-01 00:00:00+00:00,2018-06-01 00:00:00+00:00,2018,22610,2976,308,309,103.49462365591398,9.938823529411765,0.41411764705882353,90.0,144.46601941747574,15.0,1035.0,71.84466019417476,54.0453074433657,38.18770226537217,18.12297734627832,3.2362459546925564,15.857605177993527,4,4,4,73.08467741935483,"{0: 8.299731182795698, 1: 73.08467741935483, 2: 0.6720430107526881, 3: 17.943548387096776}","{0: 'Uptrend / Mid-Vol', 1: 'Ranging / Low-Vol', 2: 'Ranging / High-Vol', 3: 'Downtrend / Mid-Vol'}",-397950.8678919102,-17.6006575803587,-35489.2374960528,-11.92514700808226,45,0.003631196159403771,9.124734866491263e-09,5,0,0.8503833614984462,0.847029857271904,0.9360492008593924,2.1191481021980474,5.514621257781982,0.011945247650146484,[],ok
3,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-05-31 20:00:00+00:00,2018-06-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2018,25586,2787,213,216,76.42626480086113,7.102466134074332,0.2959360889197638,90.0,193.54166666666666,15.0,2055.0,75.92592592592592,55.092592592592595,37.03703703703704,19.444444444444446,11.574074074074074,15.277777777777779,4,4,4,78.90204520990312,"{0: 11.80480803731611, 1: 7.032651596698959, 2: 2.2604951560818085, 3: 78.90204520990312}","{0: 'Downtrend / Mid-Vol', 1: 'Uptrend / Mid-Vol', 2: 'Ranging / High-Vol', 3: 'Ranging / Low-Vol'}",-443739.26341541106,-17.343049457336477,-32987.43702004803,-11.836181205614652,43,0.0063174363458529115,1.4236820733933519e-08,5,0,0.8540572202884006,0.8532315322089474,0.9335204841587251,2.153570400983247,6.175855875015259,0.016141891479492188,[],ok
4,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-06-30 20:00:00+00:00,2018-07-01 00:00:00+00:00,2018-08-01 00:00:00+00:00,2018,28373,2923,188,189,64.31748203900102,6.06655462184874,0.2527731092436975,75.0,231.984126984127,15.0,3405.0,72.4867724867725,56.08465608465608,37.56613756613756,24.33862433862434,15.343915343915343,13.227513227513226,4,4,4,81.66267533356141,"{0: 81.66267533356141, 1: 7.52651385562778, 2: 9.613410879233664, 3: 1.1973999315771466}","{0: 'Ranging / Low-Vol', 1: 'Uptrend / Mid-Vol', 2: 'Downtrend / Mid-Vol', 3: 'Ranging / High-Vol'}",-484184.45311147853,-17.064972090067265,-29520.603091161625,-10.09941946327801,45,0.005931633815634996,1.2250772980249528e-08,5,0,0.8555107151940602,0.8597088483937162,0.902190481963296,2.1620897086770534,7.027200698852539,0.010441064834594727,[],ok
5,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-07-31 20:00:00+00:00,2018-08-01 00:00:00+00:00,2018-09-01 00:00:00+00:00,2018,31296,2976,324,325,108.87096774193549,10.45512605042017,0.43563025210084033,75.0,137.35384615384615,15.0,1185.0,72.3076923076923,56.30769230769231,32.61538461538461,15.076923076923077,4.615384615384616,9.230769230769232,4,4,4,65.92741935483872,"{0: 17.43951612903226, 1: 2.5873655913978495, 2: 14.045698924731182, 3: 65.92741935483872}","{0: 'Downtrend / Mid-Vol', 1: 'Ranging / High-Vol', 2: 'Uptrend / Mid-Vol', 3: 'Ranging / Low-Vol'}",-523704.14933996985,-16.733900477376338,-36134.71058484735,-12.142039847058921,45,0.004333671880885959,8.27503827561369e-09,5,0,0.8586288825332895,0.8606498999845217,0.8696369832464781,2.1637613582173634,8.638571739196777,0.00802159309387207,[],ok
6,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-08-31 20:00:00+00:00,2018-09-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,2018,34272,2880,203,204,70.48611111111111,6.769017019798541,0.28204237582493924,75.0,211.76470588235293,15.0,1515.0,77.94117647058823,55.392156862745104,39.21568627450981,23.03921568627451,16.176470588235293,10.294117647058822,4,4,4,83.4375,"{0: 8.4375, 1: 6.597222222222222, 2: 83.4375, 3: 1.5277777777777777}","{0: 'Downtrend / Mid-Vol', 1: 'Uptrend / Mid-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-569087.0641360501,-16.605014709852068,-26260.30627572968,-9.118161901295027,45,0.005148689961060882,9.047279907648716e-09,5,0,0.8584940731893933,0.8602101897405525,0.8575813875316158,2.1525819772426256,7.386013746261597,0.008027076721191406,[],ok
7,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-09-30 20:00:00+00:00,2018-10-01 00:00:00+00:00,2018-11-01 00:00:00+00:00,2018,37152,2939,92,94,31.303164341612796,2.9687394957983195,0.12369747899159664,97.5,468.98936170212767,15.0,4050.0,75.53191489361703,61.702127659574465,37.234042553191486,32.97872340425532,23.404255319148938,15.957446808510639,4,4,4,92.27628445049336,"{0: 4.593399115345355, 1: 1.9734603606668935, 2: 92.27628445049336, 3: 1.1568560734943858}","{0: 'Downtrend / Mid-Vol', 1: 'Uptrend / Mid-Vol', 2: 'Ranging / Low-Vol', 3: 'Ranging / High-Vol'}",-605991.6817928485,-16.31114561242594,-22418.36359437566,-7.62788825939968,46,0.010071155498735607,1.6619296603114626e-08,5,0,0.8585195896659907,0.8593209763310814,0.8411649793572564,2.152290986537615,8.293476104736328,0.008040189743041992,[],ok
8,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-10-31 20:00:00+00:00,2018-11-01 00:00:00+00:00,2018-12-01 00:00:00+00:00,2018,40091,2829,247,248,87.31000353481795,8.236193122612018,0.34317471344216743,75.0,171.10887096774192,15.0,2955.0,72.98387096774194,53.2258064516129,25.403225806451612,12.096774193548388,6.451612903225806,11.693548387096774,4,4,4,53.30505478967833,"{0: 15.729939908094734, 1: 12.124425592082009, 2: 18.84057971014493, 3: 53.30505478967833}","{0: 'Uptrend / Mid-Vol', 1: 'Ranging / High-Vol', 2: 'Downtrend / Mid-Vol', 3: 'Ranging / Low-Vol'}",-638327.8725303463,-15.921974321676842,-35882.5429829039,-12.683825727431566,44,0.0035130829783156514,5.503571329871137e-09,5,0,0.8575341663731081,0.8575881700148724,0.7870208792748861,2.1143006396434743,10.303231716156006,0.0,[],ok
9,15m_hmm4,15m,4,2017-09-01 00:00:00+00:00,2018-11-30 20:00:00+00:00,2018-12-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2018,42920,2976,512,513,172.0430107526882,16.521680672268907,0.6884033613445378,60.0,87.01754385964912,15.0,660.0,70.56530214424951,45.419103313840154,21.832358674463936,4.093567251461988,0.1949317738791423,12.280701754385964,4,4,4,33.93817204301075,"{0: 8.669354838709678, 1: 27.452956989247312, 2: 33.93817204301075, 3: 29.939516129032256}","{0: 'Ranging / High-Vol', 1: 'Ranging / Low-Vol', 2: 'Downtrend / Mid-Vol', 3: 'Uptrend / Mid-Vol'}",-678966.5178715349,-15.819350369793451,-46332.596313783426,-15.568748761351957,43,0.004736494622193277,6.97603563286379e-09,5,0,0.858258765711509,0.8577272466502374,0.761792035900254,2.0960335168537174,11.296633243560791,0.0,[],ok
