n,mean_predicted,realized_rate
9598,0.4196796763660863,0.4529068555949156
9598,0.47136727301440334,0.4595749114398833
9598,0.4836729430485894,0.48166284642633883
9608,0.4928363164898876,0.476165695253955
9587,0.5000284704585769,0.4692813184520705
9598,0.5071899030216087,0.4675974161283601
9597,0.5168724506288112,0.47494008544336774
9599,0.5260589931724847,0.4762996145431816
9597,0.5408463131810382,0.4727519016359279
9598,0.601897734507221,0.47009793707022296
