n,mean_predicted,realized_rate
9603,0.40231920997548754,0.42872019160678954
9593,0.4215846292027247,0.44657562806212864
9598,0.4328588252178458,0.46363825797041053
9597,0.44092327854755253,0.4495154735854955
9598,0.45004388101731035,0.482704730152115
9598,0.45705684053415363,0.47801625338612214
9597,0.4624834848401412,0.4793164530582474
9598,0.46630594408185594,0.4880183371535737
9598,0.47011546803326343,0.49051885809543655
9598,0.4796957116399679,0.4942696395082309
