seed,ll,error,runtime_s,converged,n_iter_run
44,-16249568.24760034,,526.1993789672852,True,57
42,-16249568.243091948,,547.877162694931,True,67
43,-16249568.246644659,,585.9478349685669,True,78
46,-16249568.245526068,,603.2470102310181,True,75
45,-16249568.250140019,,605.6815314292908,True,76
