state,horizon,n,mean_ret,median_ret,std_ret,p_positive,p_gt_0.5pct,p_lt_-0.5pct,config,n_states_model,regime
2,15m,183239,5.620017445908304e-05,-4.0753011157690366e-05,0.0022942712292216847,0.48997211292355886,0.020159463869591082,0.011231233525614089,A,6,Ranging / Low-Vol
2,30m,183218,5.912687848004018e-05,-9.883734786342302e-05,0.0033661758557814603,0.4826272527808403,0.048019299413813055,0.03532404021438942,A,6,Ranging / Low-Vol
2,1h,183179,5.954578431124643e-05,-0.0001530472595252519,0.00500816519489382,0.4798039076531698,0.09178453862069343,0.0837268464179846,A,6,Ranging / Low-Vol
2,2h,183093,5.6991113225025876e-05,-0.00019477711943238774,0.007308199862302216,0.481493011748128,0.15048636485283434,0.15062836918942832,A,6,Ranging / Low-Vol
2,4h,182958,0.0002095535012528373,-0.00012098442717078939,0.010786942823600392,0.49226598454290055,0.22607920943604543,0.22140600574995353,A,6,Ranging / Low-Vol
3,5m,184440,-1.723552297756018e-07,0.0,0.0006689527111147193,0.4956896551724138,0.000330730860984602,0.00035241813055736284,A,6,Ranging / Low-Vol
3,15m,184434,4.582379096039317e-06,0.0,0.0012705905198064432,0.49953913052907817,0.0027326848628777775,0.002721840875326675,A,6,Ranging / Low-Vol
3,30m,184426,9.203151407375969e-06,4.476093027783179e-06,0.0019156429399900673,0.5017080021255138,0.010215479379263228,0.009716634314033813,A,6,Ranging / Low-Vol
3,1h,184405,1.855466100777112e-05,1.7242608816303573e-05,0.002914636319034592,0.5042488001952224,0.029120685447791547,0.028399446869661886,A,6,Ranging / Low-Vol
3,2h,184386,2.4993388182881465e-05,2.389820768478046e-05,0.004536980153043663,0.50384519432061,0.06850845508878114,0.06671873135704447,A,6,Ranging / Low-Vol
3,4h,184307,3.1038578552156985e-05,5.6021853206189576e-05,0.0070272993207243445,0.5067034892868963,0.1293982322971998,0.12363068141741768,A,6,Ranging / Low-Vol
4,5m,201030,-5.275885408860571e-05,-1.3172166405617247e-05,0.0013192494145651777,0.4932547380987912,0.0013182112122568771,0.003904889817440183,A,6,Ranging / Low-Vol
4,15m,201004,-5.8580440213034074e-05,5.0283547268215045e-05,0.0023714862621757905,0.5109997810988836,0.01260173926887027,0.023422419454339215,A,6,Ranging / Low-Vol
4,30m,200968,-5.517757444499553e-05,0.0001332257408801496,0.0034571772450922,0.5219835993790056,0.03858823295250985,0.05447633454082242,A,6,Ranging / Low-Vol
4,1h,200907,-3.0217230152539505e-05,0.00022940024767059697,0.005071958731680997,0.5275824137536274,0.09279915582831857,0.10175354766135575,A,6,Ranging / Low-Vol
4,2h,200807,2.426379999447912e-06,0.0003474527495619384,0.0074936978638505194,0.5313161393776114,0.16339569835712897,0.1601587594057976,A,6,Ranging / Low-Vol
4,4h,200674,-1.257499956838169e-05,0.0003926885833482885,0.010855854192514267,0.5252249917777091,0.23824710724857232,0.2283454757467335,A,6,Ranging / Low-Vol
5,5m,113858,-0.00012283768048637403,7.850958735566849e-06,0.002678211914639852,0.5031003530713696,0.01882169017548174,0.034490330060250485,A,6,Downtrend / High-Vol
5,15m,113798,-0.00016303573392159896,0.00020096295702121125,0.004576440848887889,0.5250268018770101,0.07842844338213326,0.10396492029736902,A,6,Downtrend / High-Vol
5,30m,113719,-0.0001560061126189758,0.00040422029412212623,0.006479044236443918,0.537298076838523,0.1439864930222742,0.15454761297584396,A,6,Downtrend / High-Vol
5,1h,113551,-0.0001241641256656498,0.0006650067126461323,0.009080582647521627,0.546203908375972,0.22056168593847697,0.20485068383369587,A,6,Downtrend / High-Vol
5,2h,113299,-1.866347140134626e-05,0.0010338721029334863,0.012512594494085505,0.5535882929240329,0.2959425943741781,0.24992277072171865,A,6,Downtrend / High-Vol
5,4h,112835,-6.200275368162782e-05,0.0012158572676934654,0.017298426721996177,0.5475960473257411,0.352754021358621,0.29675189435901983,A,6,Downtrend / High-Vol
