seed,ll,error,runtime_s,converged,n_iter_run
46,-4337003.753579745,,222.57200360298157,True,86
42,-4337009.631889548,,239.9735288619995,True,100
44,-4337016.1145671755,,240.10980343818665,True,100
43,-4337080.7040419,,241.20044779777527,True,100
45,-4337014.5465110075,,246.00337147712708,True,100
