config,n_states_model,state,regime,n_segments,n_bars,pct_bars,mean_duration_bars,median_duration_bars,max_duration_bars,stay_prob
D,4,0,Ranging / Mid-Vol,17232,221463,24.142656244889952,12.851845403899722,7.0,151,0.9193975022496811
D,4,1,Ranging / Low-Vol,16091,329511,35.92144422278183,20.47796905102231,9.0,690,0.9490790475510581
D,4,2,Uptrend / Mid-Vol,16945,228342,24.892566308009286,13.475479492475657,8.0,177,0.9233256528076113
D,4,3,Ranging / High-Vol,7719,137994,15.043333224318934,17.877186164010883,5.0,1197,0.9425486107462742
