seed,ll,error,runtime_s,converged,n_iter_run
43,-4808176.888785383,,81.23162317276001,True,48
46,-4808176.893262604,,85.71780586242676,True,51
44,-4808176.895118292,,86.06683802604675,True,52
45,-4808176.893602579,,86.66078281402588,True,52
42,-4808176.890441027,,116.00014925003052,True,94
