config,n_states_model,state,regime,n_segments,n_bars,pct_bars,mean_duration_bars,median_duration_bars,max_duration_bars,stay_prob
A,6,0,Uptrend / Mid-Vol,18807,169965,18.399140041958677,9.037326527356836,6.0,77,0.8837581783247925
A,6,1,Ranging / High-Vol,4944,71171,7.704440301981237,14.395428802588997,5.0,1050,0.9278870237646147
A,6,2,Ranging / Low-Vol,28951,183263,19.838682090486117,6.330109495354219,4.0,47,0.8333102909854699
A,6,3,Ranging / Low-Vol,12745,184442,19.966311814896844,14.47171439780306,7.0,635,0.9261049186343088
A,6,4,Ranging / Low-Vol,31832,201042,21.763303693792587,6.315720030158332,5.0,57,0.833097531988129
A,6,5,Downtrend / High-Vol,17653,113883,12.328122056884535,6.451198096640797,4.0,68,0.8361522041576182
