seed,ll,error,runtime_s,converged,n_iter_run
42,-17227962.258615084,,330.3245334625244,True,53
44,-17227962.263543036,,349.42180347442627,True,55
43,-17227962.264179356,,360.9866683483124,True,56
46,-17227962.261640713,,364.139121055603,True,63
45,-17227962.26177816,,462.59768056869507,True,88
