seed,ll,error,runtime_s,converged,n_iter_run
45,-14994446.186413493,,707.6354961395264,True,100
46,-14994313.044060435,,713.7696902751923,True,100
43,-14994772.360804718,,721.0419275760651,True,100
44,-15048346.740001194,,729.3775656223297,True,100
42,-14995430.931603141,,731.7764282226562,True,100
