seed,ll,error,runtime_s,converged,n_iter_run
45,-18323977.108122762,,299.2512536048889,True,49
44,-18323977.117086045,,308.2903654575348,True,52
42,-18323977.1138044,,318.724645614624,True,52
46,-18323977.115715057,,321.6012487411499,True,51
43,-18323977.11249543,,386.0357973575592,True,80
