state,horizon,n,mean_ret,median_ret,std_ret,p_positive,p_gt_0.5pct,p_lt_-0.5pct,config,n_states_model,regime
0,5m,334892,1.1942387737741814e-07,0.0,0.0008587274398819791,0.4984233723110734,0.0006629002782986753,0.0007315791359602499,B,4,Ranging / Low-Vol
0,15m,334877,-6.044615846194009e-07,0.0,0.0016193922347992444,0.49987010155967715,0.005676711150661287,0.005945466544432732,B,4,Ranging / Low-Vol
0,30m,334857,6.314823560107889e-07,4.641411509354043e-06,0.0024287518665110403,0.5014289681864199,0.01850043451383725,0.019037977405280463,B,4,Ranging / Low-Vol
0,1h,334817,1.1755475814862261e-05,1.7588744102070564e-05,0.0036471263415743752,0.5035974875827691,0.04718398408682952,0.04717203726214619,B,4,Ranging / Low-Vol
0,2h,334724,1.685865312220872e-05,3.1027070317435346e-05,0.0055184497867069434,0.5042273634397294,0.0955234760578865,0.09477061698593468,B,4,Ranging / Low-Vol
0,4h,334534,5.591775885853381e-05,6.593944904054183e-05,0.008318091294679735,0.5065763121237303,0.16376511804480262,0.15823503739530212,B,4,Ranging / Low-Vol
1,5m,217970,-6.483475120990534e-05,0.0,0.0018868331717000243,0.49975225948525026,0.0062256273799146675,0.01236408680093591,B,4,Downtrend / Mid-Vol
1,15m,217926,-9.08662217530167e-05,0.00011087254971897664,0.0032838620013600117,0.5187127740609198,0.03484669107862302,0.05332085203234126,B,4,Downtrend / Mid-Vol
1,30m,217861,-9.506317478265223e-05,0.00025393160425757344,0.0047318045514562245,0.532467949747775,0.07853631443902305,0.09736483354065206,B,4,Downtrend / Mid-Vol
1,1h,217734,-7.619042706536361e-05,0.00045184449328328213,0.006770117300808783,0.543126016148144,0.14634370378535277,0.14973775340553153,B,4,Downtrend / Mid-Vol
1,2h,217566,-4.9935830224129816e-05,0.000705222143773554,0.009665389368640353,0.5505134074257926,0.22358732522544883,0.20279363503488596,B,4,Downtrend / Mid-Vol
1,4h,217187,-4.775409965309326e-05,0.000941013749143238,0.013522378210973076,0.5497428483288594,0.2953860037663396,0.25621699272976745,B,4,Downtrend / Mid-Vol
2,5m,137849,1.4770982642871292e-05,1.2262408173313588e-06,0.0048916598544938746,0.5004171230839541,0.08977939629594701,0.08868399480591081,B,4,Ranging / High-Vol
2,15m,137772,4.8292682769932597e-05,9.162124417194661e-05,0.007937159043354049,0.5084342246610342,0.1805737014778039,0.17247336178613942,B,4,Ranging / High-Vol
2,30m,137653,9.095158898997782e-05,0.00020450924047743513,0.010801699715754535,0.5131671667163084,0.24183272431403602,0.22500780949198346,B,4,Ranging / High-Vol
2,1h,137432,0.00014819906263677373,0.0003571527524721674,0.01450543136318825,0.5176159846324,0.29842394784329707,0.2716688980732289,B,4,Ranging / High-Vol
2,2h,136965,0.00026073313624921577,0.0006416944264451274,0.019231085473981342,0.5223451246668857,0.349468842404994,0.31275873398313436,B,4,Ranging / High-Vol
2,4h,136188,0.0003365176477974248,0.0009217932060803236,0.025561914694384458,0.524510235850442,0.39201691779011366,0.35006021088495315,B,4,Ranging / High-Vol
3,5m,231384,6.352695544384871e-05,4.429802829442053e-06,0.0017938771250711534,0.5025109774228123,0.010298897071534766,0.005955467966670124,B,4,Uptrend / Mid-Vol
3,15m,231335,9.240721054627346e-05,-4.858115014805264e-05,0.0031526126799252506,0.49064776190373266,0.047182657185466964,0.033738950007564786,B,4,Uptrend / Mid-Vol
3,30m,231270,0.00010406973985830182,-0.00012292010091918826,0.004561944271324625,0.48356034072728843,0.0909629437454058,0.07565615946728932,B,4,Uptrend / Mid-Vol
3,1h,231140,0.00010183415213195662,-0.0002312113391216286,0.006685925769669223,0.47649909145972136,0.14627931123994117,0.13867353119321624,B,4,Uptrend / Mid-Vol
3,2h,230900,0.00013736049807186454,-0.0003251614882548992,0.00967981190123594,0.4768601126028584,0.20856647899523603,0.21101775660459074,B,4,Uptrend / Mid-Vol
3,4h,230444,0.000301444973389041,-0.00033221132364591455,0.013665414958287575,0.482234295533839,0.27299040113867146,0.27535974032736804,B,4,Uptrend / Mid-Vol
