seed,ll,error,runtime_s,converged,n_iter_run
44,-1846051.9531973724,,20.136211395263672,True,18
45,-1846022.3858491266,,22.251044034957886,True,19
42,-1846117.1421296801,,23.69632363319397,True,26
46,-1846121.2523061445,,34.154897928237915,True,46
43,-1846121.255194048,,42.56270623207092,True,66
