config,n_states_model,state,regime,n_segments,n_bars,pct_bars,mean_duration_bars,median_duration_bars,max_duration_bars,stay_prob
C,6,0,Ranging / Low-Vol,11663,184846,20.150875930710445,15.848923947526366,8.0,636,0.9327602259015624
C,6,1,Ranging / Low-Vol,27045,198646,21.655274661782823,7.345017563320392,5.0,91,0.8566982686034069
C,6,2,Ranging / Low-Vol,26448,181017,19.733459790038264,6.844260435571688,5.0,66,0.8461754411501079
C,6,3,Downtrend / High-Vol,9982,140965,15.367215009102702,14.121919455019034,9.0,141,0.9256644411337318
C,6,4,Ranging / High-Vol,4459,68890,7.5100020712736155,15.449652388427898,5.0,1050,0.9329542706474757
C,6,5,Uptrend / Mid-Vol,10236,142946,15.58317253709215,13.96502540054709,8.0,155,0.924913370459915
