timeframe,n_states_model,state,regime,trend_score,vol_score,n_segments,n_bars,pct_bars,mean_duration_minutes,median_duration_minutes,max_duration_minutes,stay_prob
5m,6,0,Uptrend / Mid-Vol,0.42552160556802887,0.2870699452795681,18807,169965,18.399140041958677,45.186632636784175,30.0,385.0,0.8837581783247925
5m,6,1,Ranging / High-Vol,-0.02688620724082789,2.241566506564905,4944,71171,7.704440301981237,71.97714401294499,25.0,5250.0,0.9278870237646147
5m,6,2,Ranging / Low-Vol,0.2283168132624953,-0.35318796668379976,28951,183263,19.838682090486117,31.650547476771095,20.0,235.0,0.8333102909854699
5m,6,3,Ranging / Low-Vol,-0.0051934796275133815,-0.6566663507756166,12745,184442,19.966311814896844,72.3585719890153,35.0,3175.0,0.9261049186343088
5m,6,4,Ranging / Low-Vol,-0.1905282438964925,-0.316427236360231,31832,201042,21.763303693792587,31.578600150791654,25.0,285.0,0.833097531988129
5m,6,5,Downtrend / High-Vol,-0.6383126549936081,0.354908979606376,17653,113883,12.328122056884535,32.25599048320399,20.0,340.0,0.8361522041576182
