timeframe,n_states_model,state,regime,trend_score,vol_score,n_segments,n_bars,pct_bars,mean_duration_minutes,median_duration_minutes,max_duration_minutes,stay_prob
15m,6,0,Ranging / Low-Vol,-0.22825770481394447,-0.31885832242883033,14780,62211,20.086142043968604,63.13700947225981,45.0,420.0,0.7559372362025417
15m,6,1,Ranging / Low-Vol,0.21506346459954334,-0.3025981094515774,15788,70971,22.914494012353053,67.42874334937927,45.0,585.0,0.770750646719267
15m,6,2,Ranging / High-Vol,-0.15491932811486026,2.2287526994168894,2578,22117,7.140942977712199,128.68696664080682,60.0,5145.0,0.8809122441840598
15m,6,3,Ranging / Low-Vol,0.004151070230577041,-0.6121890203439874,7938,61858,19.972168500037128,116.88964474678761,60.0,3135.0,0.8655920607231732
15m,6,4,Uptrend / High-Vol,0.6266176150152738,0.30683506003739763,8504,45345,14.640595891140737,79.9829492003763,60.0,630.0,0.8070573347063464
15m,6,5,Downtrend / High-Vol,-0.5571839159414317,0.3318366233596848,8779,47219,15.245656574788278,80.67946235334321,60.0,645.0,0.8088190447714156
