seed,ll,error,runtime_s,converged,n_iter_run
44,-1687340.9344327562,,36.164000272750854,True,23
46,-1687391.0124263908,,45.55069398880005,True,30
42,-1692630.2627806033,,58.907065629959106,True,46
43,-2228826.961147831,,92.55699896812439,True,100
45,-2228772.9980897196,,94.46481370925903,True,100
