timeframe,n_states_model,state,regime,trend_score,vol_score,n_segments,n_bars,pct_bars,mean_duration_minutes,median_duration_minutes,max_duration_minutes,stay_prob
30m,6,0,Downtrend / High-Vol,-0.8715539242795517,0.6032682743622373,3482,15476,10.006659899002308,133.33716255025848,90.0,1020.0,0.7719098232224972
30m,6,1,Ranging / Low-Vol,0.007848573019959924,-0.31770262803695687,31844,47392,30.643294516252094,44.64765732948122,30.0,240.0,0.32710108094648865
30m,6,2,Ranging / Low-Vol,-0.0038548989602777404,-0.7061959986808547,1680,12696,8.209133760515204,226.71428571428572,150.0,2610.0,0.8602435449973561
30m,6,3,Ranging / Mid-Vol,0.013539491828205191,-0.26423976076777916,32993,55442,35.84836121223094,50.41251174491559,30.0,270.0,0.40480724798123774
30m,6,4,Ranging / High-Vol,-0.27199440142829495,2.716756679931572,936,7505,4.852673981779033,240.5448717948718,120.0,5010.0,0.8726702593941912
30m,6,5,Uptrend / High-Vol,0.896241310607057,0.5583616210590426,3442,16146,10.439876630220423,140.72632190586867,120.0,1020.0,0.7837917536186213
