fold,config,pool_train_rows,n_eligible,fit_time_s,train_auc,oos_fold_auc
0,RF-6,0,,,,
1,RF-6,4184,1768.0,0.5016705989837646,0.7065384033503888,0.511830936418685
2,RF-6,5952,1228.0,0.5956993103027344,0.6973294136416717,0.598834030683403
3,RF-6,7180,705.0,0.6570916175842285,0.6779163259694798,0.5284020427561097
4,RF-6,7885,827.0,0.7546558380126953,0.6720725360433076,0.549519692603266
5,RF-6,8712,1557.0,0.7177855968475342,0.666333241304222,0.5419390635581571
6,RF-6,10269,510.0,0.8645331859588623,0.6608464278833904,0.4980512199896776
7,RF-6,10779,260.0,0.9552469253540039,0.6608724908650209,0.5070043103448276
8,RF-6,11039,2091.0,0.8701169490814209,0.6582993607140813,0.521681858994018
9,RF-6,13130,3548.0,1.0244686603546143,0.6600854024782312,0.5426829762570625
10,RF-6,16678,415.0,1.2914683818817139,0.6477288773849907,0.5324952561669829
11,RF-6,17093,64.0,1.2607500553131104,0.642377365603326,0.49449449449449445
12,RF-6,17157,246.0,1.2862796783447266,0.6417062261854666,0.6477453580901856
13,RF-6,17403,191.0,1.3064169883728027,0.6442552195476173,0.49745547073791346
14,RF-6,17594,549.0,1.300673246383667,0.6420485634686173,0.44165997322623823
15,RF-6,18143,748.0,1.3443286418914795,0.6474828836335977,0.41512226512226513
16,RF-6,18891,889.0,1.3254172801971436,0.6466796034299194,0.5777265299101191
17,RF-6,19780,228.0,1.4680166244506836,0.6477984809641852,0.3739029126213593
18,RF-6,20008,183.0,1.423501968383789,0.6439333096007258,0.6350762527233116
19,RF-6,20191,233.0,1.6487927436828613,0.6412471651591215,0.5172453001819284
20,RF-6,20424,181.0,1.638671875,0.6444531066410292,0.488673139158576
21,RF-6,20605,111.0,1.566789150238037,0.6420161131012408,0.3191558441558442
22,RF-6,20716,115.0,1.648834228515625,0.6420538447883373,0.48779724655819773
23,RF-6,20831,98.0,1.5586612224578857,0.640362160617509,0.5832290362953693
24,RF-6,20929,1703.0,1.4959275722503662,0.6410598452408929,0.4906794069265503
25,RF-6,22632,310.0,1.5555667877197266,0.6369808107322835,0.5205594876980114
26,RF-6,22942,259.0,1.6527049541473389,0.6349504143986727,0.5782874617737004
27,RF-6,23201,65.0,1.635763168334961,0.635941214408458,0.658869395711501
28,RF-6,23266,59.0,1.6632781028747559,0.6344640029011177,0.6809523809523809
29,RF-6,23325,77.0,1.6960532665252686,0.6351901663496092,0.4880597014925373
30,RF-6,23402,99.0,1.743945598602295,0.6340819075149636,0.514917695473251
31,RF-6,23501,46.0,1.7271113395690918,0.6343191818815389,0.5392156862745098
32,RF-6,23547,299.0,1.7393558025360107,0.6344461878826759,0.6124136677571792
33,RF-6,23846,336.0,1.7981140613555908,0.6347239751449865,0.5576987525600446
34,RF-6,24182,2351.0,1.8530914783477783,0.6327589128400359,0.5384129060388053
35,RF-6,26533,1051.0,1.8941640853881836,0.6269432695379203,0.5533392820869969
36,RF-6,27584,292.0,1.9180171489715576,0.6278219159877364,0.4265291083271924
37,RF-6,27876,294.0,1.992356777191162,0.6276016458725444,0.45769715293524815
38,RF-6,28170,1998.0,2.0048646926879883,0.6291671726262511,0.5065304334714333
39,RF-6,30168,714.0,2.079519510269165,0.6291793226859734,0.5536558462023322
40,RF-6,30882,195.0,2.15743088722229,0.6294246456290647,0.5186559253762986
41,RF-6,31077,120.0,2.1846377849578857,0.6287471140850662,0.5436081242532855
42,RF-6,31197,326.0,2.1706035137176514,0.631136432576012,0.5395852605612088
43,RF-6,31523,2538.0,2.1914310455322266,0.6300554833047497,0.5055687305749315
44,RF-6,34061,165.0,2.3961868286132812,0.6198536505356441,0.409647550776583
45,RF-6,34226,2834.0,2.4147286415100098,0.6217370845261055,0.4918357952043553
46,RF-6,37060,2574.0,2.7602386474609375,0.6180729866359489,0.5333896670176674
47,RF-6,39634,2300.0,2.85271954536438,0.6177315136145213,0.5165430046982467
48,RF-6,41934,2056.0,3.051832675933838,0.6198289759739833,0.5550681997487903
49,RF-6,43990,1635.0,3.227379322052002,0.6190351973380939,0.6642442513164867
50,RF-6,45625,2290.0,3.4309728145599365,0.6112632083343523,0.5214226718579966
51,RF-6,47915,2340.0,3.719431161880493,0.61131812937672,0.5735554314257639
52,RF-6,50255,2850.0,3.7919766902923584,0.6083420542782803,0.5095153294555994
53,RF-6,53105,1657.0,4.17201566696167,0.6017118493116587,0.5000670645831936
54,RF-6,54762,2084.0,4.321822166442871,0.5979802978621882,0.47712043792574954
55,RF-6,56846,706.0,4.675036191940308,0.5942134457058904,0.44417266765900953
56,RF-6,57552,1028.0,4.8579723834991455,0.5980156384530878,0.510432002208318
57,RF-6,58580,226.0,5.06603479385376,0.5968066876609663,0.5045828437132784
58,RF-6,58806,724.0,4.987675189971924,0.5972253056877073,0.46363194181728345
59,RF-6,59530,931.0,5.077601671218872,0.5974761755145079,0.5206538699461725
60,RF-6,60461,1608.0,5.101010322570801,0.5944611297721881,0.481397942782179
61,RF-6,62069,717.0,5.27398419380188,0.5943885350711361,0.509718817817052
62,RF-6,62786,649.0,7.81134033203125,0.5970080173083049,0.4633407517309595
63,RF-6,63435,820.0,5.483774900436401,0.5961466385080969,0.5946541722445338
64,RF-6,64255,330.0,5.666736602783203,0.5977111897050442,0.40060675570683335
65,RF-6,64585,417.0,5.7152392864227295,0.5985815925594145,0.4186029660402879
66,RF-6,65002,316.0,5.8226423263549805,0.5990854455579555,0.4880148005148005
67,RF-6,65318,0.0,5.626805543899536,0.5990499393392661,
68,RF-6,65318,0.0,5.728848695755005,0.5990499393392661,
69,RF-6,65318,1212.0,5.796663522720337,0.5990499393392661,0.454198337859414
70,RF-6,66530,0.0,5.773299932479858,0.6006546033167512,
71,RF-6,66530,0.0,5.733914613723755,0.6006546033167512,
72,RF-6,66530,0.0,6.035412549972534,0.6006546033167512,
73,RF-6,66530,0.0,5.855526924133301,0.6006546033167512,
74,RF-6,66530,1408.0,7.1279706954956055,0.6006546033167512,0.5006237132130313
75,RF-6,67938,0.0,7.63580846786499,0.5991071722772507,
